panel,c,H,draw,Sharpe,MaxDD,CAGR
U56,0.0,21,0,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,1,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,2,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,3,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,4,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,5,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,6,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.0,21,7,1.1089014795993266,-0.20192299610461584,0.14187160852844594
U56,0.25,21,0,1.067428338721764,-0.20147490800917378,0.13564037979514332
U56,0.25,21,1,1.0601030768761903,-0.20075026345678737,0.13483453682178403
U56,0.25,21,2,1.0731740898038942,-0.20277916133396345,0.13660839142378345
U56,0.25,21,3,1.0684796477125296,-0.20587213355666156,0.13644249490211657
U56,0.25,21,4,1.0861520798596502,-0.19944439144551618,0.13870255173078183
U56,0.25,21,5,1.075576569690756,-0.20223893955757932,0.13725078688102044
U56,0.25,21,6,1.0525461053697176,-0.20127869230941386,0.13412583968543346
U56,0.25,21,7,1.0807015540626919,-0.20151630609200888,0.13805913557731953
U56,0.5,21,0,1.0464325059559296,-0.1961719383068521,0.13357581526411222
U56,0.5,21,1,1.0014540733717248,-0.19912053616473502,0.12635672864085956
U56,0.5,21,2,1.0260323399551219,-0.21300829530473486,0.13029193205209055
U56,0.5,21,3,0.9853654437064172,-0.2082887023060761,0.1252214562713152
U56,0.5,21,4,1.03637221289082,-0.19989005649094604,0.13265508635806134
U56,0.5,21,5,1.0338162846085441,-0.20814225958383592,0.1315440949153519
U56,0.5,21,6,0.9611673146057382,-0.2047902802116881,0.12091174513123959
U56,0.5,21,7,1.0238028319501686,-0.20254088311165852,0.12984128272192308
U56,0.75,21,0,0.9600867745713489,-0.20077584354400224,0.12170547823130451
U56,0.75,21,1,0.990223043232771,-0.20496822054547603,0.1265572398098629
U56,0.75,21,2,0.9550303725108604,-0.2141290256624937,0.12209315035182722
U56,0.75,21,3,0.9642672792205885,-0.20141546984296155,0.12243891900055104
U56,0.75,21,4,0.9793546222628491,-0.20017552516154247,0.12382236942783176
U56,0.75,21,5,0.949125438604987,-0.20779954424610536,0.12012194253849384
U56,0.75,21,6,0.9741829918433764,-0.19317069486771055,0.12350064145311657
U56,0.75,21,7,0.9222884764922173,-0.20477907228717906,0.11617329624076533
U56,1.0,21,0,0.9006033994031585,-0.19928967482193893,0.11338017835480474
U56,1.0,21,1,0.8802785813417291,-0.19704943484193282,0.1114746744513826
U56,1.0,21,2,0.8703679491301958,-0.2049494613796753,0.10927224235444721
U56,1.0,21,3,0.9224649558246895,-0.18271657726739976,0.11769163134993321
U56,1.0,21,4,0.8802886056277863,-0.20927305919808503,0.1115482394571694
U56,1.0,21,5,0.9314339075140435,-0.21116769732888763,0.11953990498464284
U56,1.0,21,6,0.8929558767677365,-0.21280632821956247,0.11241420478509645
U56,1.0,21,7,0.8523851736327956,-0.216576288348452,0.10723099836733341
U56,0.0,63,0,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,1,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,2,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,3,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,4,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,5,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,6,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.0,63,7,1.1207007422137005,-0.25533287030036256,0.15263486758082334
U56,0.25,63,0,1.0951167257985295,-0.2520647102743646,0.14878609897750472
U56,0.25,63,1,1.0972097097017188,-0.25801617430129054,0.14913166540715084
U56,0.25,63,2,1.0876273678322974,-0.2578655973760069,0.14803998768746274
U56,0.25,63,3,1.0814727587643254,-0.25447678942907037,0.1466162984749404
U56,0.25,63,4,1.0855946883089493,-0.25355118947821464,0.14719103506012243
U56,0.25,63,5,1.0785996990567237,-0.2545198481899871,0.1458978279421157
U56,0.25,63,6,1.0834252736243908,-0.25645893221225957,0.14646308452481183
U56,0.25,63,7,1.0776418358083275,-0.2563307799553157,0.1459158614557663
U56,0.5,63,0,1.025453042519968,-0.26423885799467384,0.13816980771352405
U56,0.5,63,1,1.0200348796354919,-0.254446414863559,0.13778216077221783
U56,0.5,63,2,1.0495489063734516,-0.25475298724383755,0.14339654638082733
U56,0.5,63,3,1.0528493158182732,-0.25367874796185585,0.14264253110152958
U56,0.5,63,4,1.016361901720862,-0.25121388202198525,0.1369206195869188
U56,0.5,63,5,1.01526960080612,-0.2551733273295196,0.13721648558222688
U56,0.5,63,6,1.0341418337084014,-0.2611819681030474,0.13989070849868157
U56,0.5,63,7,1.0417756217781804,-0.2535820784039775,0.1410359528780618
U56,0.75,63,0,0.9673296427371081,-0.26131253511694563,0.13055387297379029
U56,0.75,63,1,0.9505927369752413,-0.25737711158679255,0.12744966513258227
U56,0.75,63,2,0.9726488231146434,-0.24870796343020052,0.13048694695117646
U56,0.75,63,3,1.0553086926423205,-0.2639029237461489,0.1441044795569697
U56,0.75,63,4,0.9886436767110719,-0.24634905692892206,0.13315642854384957
U56,0.75,63,5,0.9730925267008079,-0.26505761590949206,0.1312875133606557
U56,0.75,63,6,0.9592950907221606,-0.2558649039346268,0.12781133906010145
U56,0.75,63,7,0.9688261114031321,-0.2669518578907145,0.13062657626808694
U56,1.0,63,0,0.9740418306562162,-0.24513963769009395,0.13193632809470635
U56,1.0,63,1,1.0130400246975204,-0.24951753311213298,0.13695751945938883
U56,1.0,63,2,0.9150283362229151,-0.2605406585865876,0.12388484154510837
U56,1.0,63,3,0.8806908465305572,-0.25285718537510105,0.11806108921255709
U56,1.0,63,4,0.9171151233625695,-0.25981489492619936,0.12276386261355055
U56,1.0,63,5,0.979734977643325,-0.24786108935610285,0.13297185123088884
U56,1.0,63,6,0.9124639188417609,-0.25674729842599897,0.122368455859033
U56,1.0,63,7,0.8926031298068701,-0.262957178421397,0.12009349668083402
U56,0.0,126,0,1.1536628182453899,-0.19127562163086176,0.1580277627432507
U56,0.0,126,1,1.1536628182453899,-0.19127562163086176,0.1580277627432507
U56,0.0,126,2,1.1536628182453899,-0.19127562163086176,0.1580277627432507
U56,0.0,126,3,1.1536628182453899,-0.19127562163086176,0.1580277627432507
U56,0.0,126,4,1.1536628182453899,-0.19127562163086176,0.1580277627432507
