panel,form,cost,CAGR,Sharpe,MaxDD,peak,trough,days,depth_pct,E_window,E_panel,E_pctile,numeraire,arm,q,armed_frac,armed_frac_window,off_share,off_share_signed
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,LEVEL,0.1,0.07253886010362694,0.375,0.5072714867497329,0.6407805476216885
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,LEVEL,0.2,0.16062176165803108,0.625,0.2681539944746568,0.44836329338315983
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,LEVEL,0.3,0.25906735751295334,0.6666666666666666,0.23604934311388215,0.3946831412555155
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED10,0.1,0.09934669970714124,0.75,0.1666892637225698,0.27871054988639704
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED10,0.2,0.2009461590448299,0.7916666666666666,0.12115606998092918,0.20257738340401243
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED10,0.3,0.3018697904933544,0.8333333333333334,0.07610417268294374,0.12724896219120185
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED20,0.1,0.11038522189682361,0.7916666666666666,0.1216373664245844,0.20338212867358646
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED20,0.2,0.20905609371480063,0.7916666666666666,0.1216373664245844,0.20338212867358646
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED20,0.3,0.3075016895697229,0.8333333333333334,0.07610417268294374,0.12724896219120185
U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,2020-02-19,2020-03-23,24,-0.22511403097764315,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,SPEED40,0.1,0.10700608245100247,0.7916666666666666,0.1216373664245844,0.20338212867358646
