panel,book,sleeve,cost,nat_to,nat_w,nat_n,mt_lam,mt_to,mt_w,mt_n,mt_bind,mt_best,bracketed
broad,EWall,S3,0.0,0.8657057588560485,0.2,5,0.06,0.8636481533143121,0.2,5,CAGR,0.015184482332915653,False
broad,EWall,S3,5.0,0.8657057588560485,0.15000000000000002,4,0.06,0.8636481533143121,0.15000000000000002,4,CAGR,0.013877441803533189,False
broad,EWall,S3,10.0,0.8657057588560485,0.15000000000000002,4,0.06,0.8636481533143121,0.15000000000000002,4,CAGR,0.012571877857674843,False
broad,EWall,S3,15.0,0.8657057588560485,0.15000000000000002,4,0.06,0.8636481533143121,0.15000000000000002,4,CAGR,0.011267788878553023,False
broad,EWall,S3,25.0,0.8657057588560485,0.1,3,0.06,0.8636481533143121,0.1,3,CAGR,0.00866402936194284,False
broad,EWall,S3,50.0,0.8657057588560485,0.05,2,0.06,0.8636481533143121,0.05,2,DD,0.002419590511309938,False
broad,EWall,S4,0.0,0.8657057588560485,0.15000000000000002,4,0.06,0.8636481533143121,0.15000000000000002,4,CAGR,0.012330933948946757,False
broad,EWall,S4,5.0,0.8657057588560485,0.15000000000000002,4,0.06,0.8636481533143121,0.15000000000000002,4,CAGR,0.010844590666489087,False
broad,EWall,S4,10.0,0.8657057588560485,0.1,3,0.06,0.8636481533143121,0.1,3,CAGR,0.0093601654478392,False
broad,EWall,S4,15.0,0.8657057588560485,0.1,3,0.06,0.8636481533143121,0.1,3,DD,0.008482920996987137,False
broad,EWall,S4,25.0,0.8657057588560485,0.05,2,0.06,0.8636481533143121,0.05,2,DD,0.008087157704308373,False
broad,EWall,S4,50.0,0.8657057588560485,0.0,1,0.06,0.8636481533143121,0.0,1,CAGR,0.003587872054363797,False
broad,TOP20,S3,0.0,13.17849676626013,0.30000000000000004,7,0.06,5.244303188446646,0.25,6,CAGR,0.029128463411402364,False
broad,TOP20,S3,5.0,13.17849676626013,0.25,6,0.06,5.244303188446646,0.25,6,CAGR,0.02586707669975237,False
broad,TOP20,S3,10.0,13.17849676626013,0.15000000000000002,4,0.06,5.244303188446646,0.25,6,DD,0.022744313418532808,False
broad,TOP20,S3,15.0,13.17849676626013,0.1,3,0.06,5.244303188446646,0.25,6,DD,0.02248998616730538,False
broad,TOP20,S3,25.0,13.17849676626013,0.0,0,0.06,5.244303188446646,0.2,5,CAGR,0.018993134465201636,False
broad,TOP20,S3,50.0,13.17849676626013,0.0,0,0.06,5.244303188446646,0.0,0,H2,-0.058401940464800406,False
broad,TOP20,S4,0.0,13.17849676626013,0.25,6,0.06,5.244303188446646,0.25,6,DD,0.02651923814507076,False
broad,TOP20,S4,5.0,13.17849676626013,0.25,6,0.06,5.244303188446646,0.25,6,DD,0.026249968073712188,False
broad,TOP20,S4,10.0,13.17849676626013,0.15000000000000002,4,0.06,5.244303188446646,0.25,6,CAGR,0.024417321369346115,False
broad,TOP20,S4,15.0,13.17849676626013,0.1,3,0.06,5.244303188446646,0.25,6,CAGR,0.021152335866571906,False
broad,TOP20,S4,25.0,13.17849676626013,0.0,0,0.06,5.244303188446646,0.2,5,CAGR,0.014649999430842178,False
broad,TOP20,S4,50.0,13.17849676626013,0.0,0,0.06,5.244303188446646,0.0,0,H2,-0.03245501090190728,False
u56,EWall,S3,0.0,0.8288095753693416,0.25,6,1.0,0.8288095753693416,0.25,6,DD,0.014730818458978473,True
u56,EWall,S3,5.0,0.8288095753693416,0.2,5,1.0,0.8288095753693416,0.2,5,DD,0.014582052099486903,True
u56,EWall,S3,10.0,0.8288095753693416,0.2,5,1.0,0.8288095753693416,0.2,5,CAGR,0.014285290088914757,True
u56,EWall,S3,15.0,0.8288095753693416,0.15000000000000002,4,1.0,0.8288095753693416,0.15000000000000002,4,CAGR,0.013369590927471572,True
u56,EWall,S3,25.0,0.8288095753693416,0.15000000000000002,4,1.0,0.8288095753693416,0.15000000000000002,4,CAGR,0.011540377698090895,True
u56,EWall,S3,50.0,0.8288095753693416,0.1,3,1.0,0.8288095753693416,0.1,3,CAGR,0.006980064709798159,True
u56,EWall,S4,0.0,0.8288095753693416,0.2,5,1.0,0.8288095753693416,0.2,5,CAGR,0.013394140679840114,True
u56,EWall,S4,5.0,0.8288095753693416,0.2,5,1.0,0.8288095753693416,0.2,5,CAGR,0.012308584482736848,True
u56,EWall,S4,10.0,0.8288095753693416,0.15000000000000002,4,1.0,0.8288095753693416,0.15000000000000002,4,CAGR,0.011224053320003632,True
u56,EWall,S4,15.0,0.8288095753693416,0.15000000000000002,4,1.0,0.8288095753693416,0.15000000000000002,4,CAGR,0.010140546249504764,True
u56,EWall,S4,25.0,0.8288095753693416,0.1,3,1.0,0.8288095753693416,0.1,3,DD,0.00882839932562915,True
u56,EWall,S4,50.0,0.8288095753693416,0.05,2,1.0,0.8288095753693416,0.05,2,CAGR,0.007935059340044667,True
u56,TOP20,S3,0.0,9.051262945754825,0.4,9,0.06,3.779808189572176,0.35000000000000003,8,DD,0.03002328454847078,False
u56,TOP20,S3,5.0,9.051262945754825,0.35000000000000003,8,0.06,3.779808189572176,0.35000000000000003,8,DD,0.029810176488560075,False
u56,TOP20,S3,10.0,9.051262945754825,0.35000000000000003,8,0.06,3.779808189572176,0.30000000000000004,7,CAGR,0.029130819783775838,False
u56,TOP20,S3,15.0,9.051262945754825,0.30000000000000004,7,0.06,3.779808189572176,0.30000000000000004,7,CAGR,0.02668195067512523,False
u56,TOP20,S3,25.0,9.051262945754825,0.15000000000000002,4,0.06,3.779808189572176,0.25,6,CAGR,0.021799695484659973,False
u56,TOP20,S3,50.0,9.051262945754825,0.0,0,0.06,3.779808189572176,0.15000000000000002,4,CAGR,0.015899115321852605,False
u56,TOP20,S4,0.0,9.051262945754825,0.35000000000000003,8,0.06,3.779808189572176,0.35000000000000003,8,CAGR,0.03066425193621168,False
u56,TOP20,S4,5.0,9.051262945754825,0.35000000000000003,8,0.06,3.779808189572176,0.35000000000000003,8,CAGR,0.028100689491553185,False
u56,TOP20,S4,10.0,9.051262945754825,0.30000000000000004,7,0.06,3.779808189572176,0.35000000000000003,8,CAGR,0.025542778959903187,False
u56,TOP20,S4,15.0,9.051262945754825,0.25,6,0.06,3.779808189572176,0.30000000000000004,7,DD,0.023348943857013332,False
u56,TOP20,S4,25.0,9.051262945754825,0.15000000000000002,4,0.06,3.779808189572176,0.25,6,DD,0.02292484038034201,False
u56,TOP20,S4,50.0,9.051262945754825,0.0,0,0.06,3.779808189572176,0.15000000000000002,4,DD,0.012050014330444475,False
