key,membership,arm,rho_full,t_full,rho_IS,t_IS,rho_OOS,t_OOS,rho_CAGR,t_CAGR,n_pos_deciles
capQ,STATIC,MA-RS,-0.32645657469635836,-0.9768797207529402,0.3654069660638534,1.1103070785525255,-0.5833761222950663,-2.0315593709158937,-0.399388428621642,-1.2321809346916486,0
capQ,STATIC,MA-DG,-0.33496996633434606,-1.005528735020308,0.3494203431078211,1.0547980378496062,-0.7094006607923642,-2.846868042028664,-0.34000779073324816,-1.022611790222977,1
advQ,STATIC,MA-RS,0.09878630424489018,0.28078326595304093,0.5497539972071133,1.8614744246918573,-0.26542871277235697,-0.778676517355149,-0.06440515262818562,-0.18254427307690815,1
advQ,STATIC,MA-DG,0.13285840726099446,0.37914140077019176,0.5305988307920029,1.7705512815657993,-0.3085456121115462,-0.9174621720849204,0.6469501214829289,2.399703228269643,1
advQ,DYNAMIC,MA-RS,0.3351251038195572,1.0060533379949768,0.4624847106132459,1.4753711780112748,0.11972026970579516,0.3410731711815672,0.1852694762842722,0.5332530197593428,0
advQ,DYNAMIC,MA-DG,0.11261630849856785,0.3205662882193698,0.39603527533962923,1.2199018255633607,-0.46272409690278693,-1.4763428346140477,0.9079630985022217,6.128401520458605,1
VOLSH,STATIC,MA-RS,0.6304685873155554,2.2973467338477795,0.6490582437631159,2.413199039470439,0.15284425528050172,0.4374487337133406,0.426116459636179,1.332244459977102,0
VOLSH,STATIC,MA-DG,0.3805982392891412,1.164104298715062,0.6090368236540585,2.171889003485946,-0.19257390914036185,-0.5550708218765037,0.9045978621782255,6.00232975480992,0
VOLSH,DYNAMIC,MA-RS,0.4669727055646243,1.4936565563625048,0.5224939200913415,1.733241178063214,0.2720736477201062,0.7997083375600713,0.3289723232713849,0.985317441675803,0
VOLSH,DYNAMIC,MA-DG,0.26219121612543456,0.7684730543098746,0.4078384658794906,1.263387768613106,-0.15886477190735177,-0.4551172592072971,0.7865849817060839,3.60301703255773,0
DVOLT,STATIC,MA-RS,0.05817251275129304,0.1648158210765808,0.7152255752634692,2.8945224061242234,-0.4226898190662076,-1.319189120499684,-0.12756399402660817,-0.3637773977522867,1
DVOLT,STATIC,MA-DG,-0.1129207145280765,-0.3214439669774075,0.6522474986596332,2.433799138216784,-0.5131083631788655,-1.6908415580362968,0.26735891917425747,0.7847733096386843,1
DVOLT,DYNAMIC,MA-RS,0.1838676811465049,0.5290765610082988,0.6278552505223298,2.281606175347904,-0.4844794334509182,-1.5664273182754225,-0.06331080373632834,-0.17942995641188095,0
DVOLT,DYNAMIC,MA-DG,-0.2644064540096741,-0.7754516747464,0.41924020789152444,1.3061158428620834,-0.6819141365751346,-2.63694209204778,0.2509686711576502,0.7333162290624697,2
