panel,cap_L,win_start,win_end,n,spy_MaxDD,dd_cap,spy_CAGR,cagr_floor,n_rungs_clearing,licensed_G,used_fallback,is_MaxDD,is_CAGR,oCAGR,oSharpe,oMaxDD,oos_cap,oos_cap_held,keep4b_oos,keep4b_full,keep4a_oos,oos_dd_margin_pp,oos_cagr_margin_pp,d_oCAGR_pp_vs_live,d_oSharpe_vs_live,d_oMaxDD_pp_vs_live,spy_oCAGR,spy_oSharpe,spy_oMaxDD,rulesv2_oSharpe,rulesv2_oMaxDD
U56,3y,2013-12-30,2016-12-30,758,-0.13022902339657438,-0.07813741403794462,0.08899770610539126,0.06229839427377388,2,0.875,False,-0.05471549361504113,0.0625737570578675,0.11058886783875543,1.2765557793417912,-0.13993167567292486,-0.20230373520404268,True,True,False,False,6.237205953111783,0.3786694329669077,1.603707414112776,-0.0003266181170342719,-1.9382106524515996,0.1525745335844091,0.8738401470547136,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
U56,5y,2011-12-30,2016-12-30,1259,-0.1302290233965735,-0.0781374140379441,0.14471906804077195,0.10130334762854036,1,1.0,False,-0.07754986994891,0.10407341714515073,0.12669164118494414,1.2761886602286254,-0.1591100739598581,-0.20230373520404268,True,True,True,False,4.319366124418458,1.988946767585778,3.2139847487316464,-0.0006937372302000533,-3.8560504811449237,0.1525745335844091,0.8738401470547136,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
U56,8y,2009-01-13,2016-12-30,2007,-0.22061944945147527,-0.13237166967088515,0.14958794806217557,0.1047115636435229,0,0.75,True,-0.0788720955261335,0.07609481030855947,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.20230373520404268,True,False,False,False,8.175416605563383,-1.2250379811458685,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
U56,ALL-IS,2009-01-13,2016-12-30,2007,-0.22061944945147527,-0.13237166967088515,0.14958794806217557,0.1047115636435229,0,0.75,True,-0.0788720955261335,0.07609481030855947,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.20230373520404268,True,False,False,False,8.175416605563383,-1.2250379811458685,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
B136,3y,2013-12-30,2016-12-30,758,-0.13021891220943427,-0.07813134732566056,0.08901059966578395,0.06230741976604876,1,1.0,False,-0.07121264855233855,0.06661587153719584,0.10473004292318344,1.1008385728264354,-0.16158091944280473,-0.20229571984435804,True,False,True,False,4.071480040155332,-0.20702267644575612,2.6257206867670524,-0.0010739315933028237,-3.91702282105707,0.15257181383948715,0.8738511437360154,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
B136,5y,2011-12-30,2016-12-30,1259,-0.13021891220943305,-0.07813134732565982,0.14473576371525532,0.10131503460067871,0,0.75,True,-0.06255960992239273,0.08326482340386021,0.07847283605551292,1.1019125044197382,-0.12241069123223403,-0.20229571984435804,True,False,False,False,7.988502861212401,-2.8327433632128085,0.0,0.0,0.0,0.15257181383948715,0.8738511437360154,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
B136,8y,2009-01-13,2016-12-30,2007,-0.22058362096015105,-0.13235017257609064,0.1495976200199005,0.10471833401393035,1,1.0,False,-0.104603347510273,0.10815217844921521,0.10473004292318344,1.1008385728264354,-0.16158091944280473,-0.20229571984435804,True,False,True,False,4.071480040155332,-0.20702267644575612,2.6257206867670524,-0.0010739315933028237,-3.91702282105707,0.15257181383948715,0.8738511437360154,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
B136,ALL-IS,2009-01-13,2016-12-30,2007,-0.22058362096015105,-0.13235017257609064,0.1495976200199005,0.10471833401393035,1,1.0,False,-0.104603347510273,0.10815217844921521,0.10473004292318344,1.1008385728264354,-0.16158091944280473,-0.20229571984435804,True,False,True,False,4.071480040155332,-0.20702267644575612,2.6257206867670524,-0.0010739315933028237,-3.91702282105707,0.15257181383948715,0.8738511437360154,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
SMALL,3y,2013-12-30,2016-12-30,758,-0.13022902339657438,-0.07813741403794462,0.08899770610539126,0.06229839427377388,0,0.75,True,-0.06104015298887244,0.033404887104153236,0.03635375722473366,0.5458622639360945,-0.14158634613008747,-0.20230373520404268,True,False,False,False,6.071738907395521,-7.044841628435269,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.5458622639360945,-0.14158634613008747
SMALL,5y,2011-12-30,2016-12-30,1259,-0.1302290233965735,-0.0781374140379441,0.14471906804077195,0.10130334762854036,0,0.75,True,-0.061040152988870555,0.0717282180822556,0.03635375722473366,0.5458622639360945,-0.14158634613008747,-0.20230373520404268,True,False,False,False,6.071738907395521,-7.044841628435269,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.5458622639360945,-0.14158634613008747
SMALL,8y,2011-01-13,2016-12-30,1502,-0.1860553439745115,-0.1116332063847069,0.12023136583497895,0.08416195608448526,0,0.75,True,-0.0840600887444044,0.05292570177641909,0.03635375722473366,0.5458622639360945,-0.14158634613008747,-0.20230373520404268,True,False,False,False,6.071738907395521,-7.044841628435269,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.5458622639360945,-0.14158634613008747
SMALL,ALL-IS,2011-01-13,2016-12-30,1502,-0.1860553439745115,-0.1116332063847069,0.12023136583497895,0.08416195608448526,0,0.75,True,-0.0840600887444044,0.05292570177641909,0.03635375722473366,0.5458622639360945,-0.14158634613008747,-0.20230373520404268,True,False,False,False,6.071738907395521,-7.044841628435269,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.5458622639360945,-0.14158634613008747
