panel,family,state,q,off_rate,gA,gB,gC
U56,TREND,BREADTH,0.1,0.08220720720720721,0.7499999999999998,0.7184938524590164,0.7499999999999999
U56,TREND,BREADTH,0.2,0.1427927927927928,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,BREADTH,0.35,0.2463963963963964,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,BREADTH,0.5,0.3995495495495496,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,SPYTR,0.1,0.07950450450450451,0.7499999999999998,0.7184938524590164,0.7499999999999999
U56,TREND,SPYTR,0.2,0.1527027027027027,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,SPYTR,0.35,0.2650900900900901,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,SPYTR,0.5,0.4259009009009009,0.7499999999999998,0.7184938524590164,0.7499999999999999
U56,TREND,XVOL,0.1,0.08603603603603603,0.7499999999999998,0.7184938524590164,0.7499999999999999
U56,TREND,XVOL,0.2,0.165990990990991,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,XVOL,0.35,0.28468468468468466,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,XVOL,0.5,0.3984234234234234,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,DD,0.1,0.09256756756756757,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,DD,0.2,0.14391891891891892,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,DD,0.35,0.24009009009009008,0.7499999999999998,0.7184938524590164,0.75
U56,TREND,DD,0.5,0.3707207207207207,0.7499999999999998,0.7184938524590164,0.75
U56,VOLCAP,BREADTH,0.1,0.08220720720720721,0.7499999999999998,0.7096907733504207,0.7439167072134226
U56,VOLCAP,BREADTH,0.2,0.1427927927927928,0.7499999999999998,0.7096907733504207,0.7403813170646413
U56,VOLCAP,BREADTH,0.35,0.2463963963963964,0.7499999999999998,0.7096907733504207,0.7375381132640255
U56,VOLCAP,BREADTH,0.5,0.3995495495495496,0.7499999999999998,0.7096907733504207,0.7335697244296068
U56,VOLCAP,SPYTR,0.1,0.07950450450450451,0.7499999999999998,0.7096907733504207,0.7423010839192595
U56,VOLCAP,SPYTR,0.2,0.1527027027027027,0.7499999999999998,0.7096907733504207,0.739484384283985
U56,VOLCAP,SPYTR,0.35,0.2650900900900901,0.7499999999999998,0.7096907733504207,0.7369434358906936
U56,VOLCAP,SPYTR,0.5,0.4259009009009009,0.7499999999999998,0.7096907733504207,0.7331951886304702
U56,VOLCAP,XVOL,0.1,0.08603603603603603,0.7499999999999998,0.7096907733504207,0.7409521803805363
U56,VOLCAP,XVOL,0.2,0.165990990990991,0.7499999999999998,0.7096907733504207,0.7376550518047867
U56,VOLCAP,XVOL,0.35,0.28468468468468466,0.7499999999999998,0.7096907733504207,0.7339107628560887
U56,VOLCAP,XVOL,0.5,0.3984234234234234,0.7499999999999998,0.7096907733504207,0.7311672251236995
U56,VOLCAP,DD,0.1,0.09256756756756757,0.7499999999999998,0.7096907733504207,0.7420455078964492
U56,VOLCAP,DD,0.2,0.14391891891891892,0.7499999999999998,0.7096907733504207,0.7399652248103521
U56,VOLCAP,DD,0.35,0.24009009009009008,0.7499999999999998,0.7096907733504207,0.736906712501893
U56,VOLCAP,DD,0.5,0.3707207207207207,0.7499999999999998,0.7096907733504207,0.733939574514674
U56,WIDEN,BREADTH,0.1,0.08220720720720721,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,BREADTH,0.2,0.1427927927927928,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,BREADTH,0.35,0.2463963963963964,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,BREADTH,0.5,0.3995495495495496,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,SPYTR,0.1,0.07950450450450451,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,SPYTR,0.2,0.1527027027027027,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,SPYTR,0.35,0.2650900900900901,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,SPYTR,0.5,0.4259009009009009,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,XVOL,0.1,0.08603603603603603,0.7100409836065572,0.7499999999999998,0.7100409836065574
U56,WIDEN,XVOL,0.2,0.165990990990991,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,XVOL,0.35,0.28468468468468466,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,XVOL,0.5,0.3984234234234234,0.7100409836065572,0.7499999999999998,0.7100409836065572
U56,WIDEN,DD,0.1,0.10698198198198199,0.7100409836065572,0.7499999999999998,0.7100409836065571
U56,WIDEN,DD,0.2,0.1939189189189189,0.7100409836065572,0.7499999999999998,0.7100409836065571
U56,WIDEN,DD,0.35,0.3376126126126126,0.7100409836065572,0.7499999999999998,0.7100409836065571
U56,WIDEN,DD,0.5,0.4900900900900901,0.7100409836065572,0.7499999999999998,0.7100409836065571
U56,CONC,BREADTH,0.1,0.08220720720720721,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,BREADTH,0.2,0.1427927927927928,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,BREADTH,0.35,0.2463963963963964,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,BREADTH,0.5,0.3995495495495496,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,SPYTR,0.1,0.07950450450450451,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,SPYTR,0.2,0.1527027027027027,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,SPYTR,0.35,0.2650900900900901,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,SPYTR,0.5,0.4259009009009009,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,XVOL,0.1,0.08603603603603603,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,XVOL,0.2,0.165990990990991,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,XVOL,0.35,0.28468468468468466,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,XVOL,0.5,0.3984234234234234,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,DD,0.1,0.10698198198198199,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,DD,0.2,0.1939189189189189,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,DD,0.35,0.3376126126126126,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,CONC,DD,0.5,0.4900900900900901,0.7100409836065572,0.7100409836065574,0.7100409836065574
U56,GROSS,BREADTH,0.1,0.08220720720720721,1.0000000000000002,0.3749999999999999,0.951972336065574
U56,GROSS,BREADTH,0.2,0.1427927927927928,1.0000000000000002,0.3749999999999999,0.9186731557377051
U56,GROSS,BREADTH,0.35,0.2463963963963964,1.0000000000000002,0.3749999999999999,0.8514344262295084
U56,GROSS,BREADTH,0.5,0.3995495495495496,1.0000000000000002,0.3749999999999999,0.7675461065573773
U56,GROSS,SPYTR,0.1,0.07950450450450451,1.0000000000000002,0.3749999999999999,0.951331967213115
U56,GROSS,SPYTR,0.2,0.1527027027027027,1.0000000000000002,0.3749999999999999,0.9058657786885248
