corpus,scope,conv,rung,window,step,n_windows,exact,weak,QR_gt_QE,QE_gt_AB,QR_gt_AB,top_QROLL,bottom_ABS,mean_rho,mean_spread,win_ABS,win_QEXP,win_QROLL
ASOF,B136,FULL,0.0,504,21,188,0.19680851063829788,0.3191489361702128,0.7978723404255319,0.30319148936170215,0.851063829787234,0.7925531914893617,0.2978723404255319,0.482957672144743,0.4441858747044917,0.3806146572104019,0.41415484633569744,0.6652999408983451
ASOF,B136,FULL,0.0,504,63,63,0.19047619047619047,0.31746031746031744,0.8095238095238095,0.30158730158730157,0.8412698412698413,0.7777777777777778,0.2857142857142857,0.4698107335135447,0.43937389770723106,0.38932980599647266,0.41622574955908287,0.666005291005291
ASOF,B136,FULL,0.0,504,126,32,0.15625,0.28125,0.8125,0.25,0.8125,0.75,0.25,0.4176882938682637,0.4244791666666667,0.4253472222222222,0.4079861111111111,0.65625
ASOF,B136,FULL,0.0,756,21,176,0.25,0.2840909090909091,0.8522727272727273,0.3522727272727273,0.9204545454545454,0.8465909090909091,0.3465909090909091,0.5526588022297223,0.4460621843434343,0.4741161616161616,0.4786931818181818,0.7496448863636364
ASOF,B136,FULL,0.0,756,63,59,0.2542372881355932,0.3220338983050847,0.8813559322033898,0.3220338983050847,0.9152542372881356,0.8813559322033898,0.3220338983050847,0.5655258543014312,0.4409133709981168,0.47363465160075324,0.475517890772128,0.7504708097928438
ASOF,B136,FULL,0.0,756,126,30,0.23333333333333334,0.3333333333333333,0.8666666666666667,0.3,0.9,0.8666666666666667,0.3,0.545534180126148,0.42245370370370366,0.48518518518518516,0.46388888888888885,0.7354166666666667
ASOF,B136,FULL,0.0,1008,21,164,0.3719512195121951,0.39634146341463417,0.8963414634146342,0.47560975609756095,0.9695121951219512,0.8963414634146342,0.47560975609756095,0.6735615952142546,0.4244156504065041,0.5103319783197832,0.5304878048780488,0.7941649728997289
ASOF,B136,FULL,0.0,1008,63,55,0.36363636363636365,0.4,0.9090909090909091,0.45454545454545453,0.9636363636363636,0.9090909090909091,0.45454545454545453,0.667855469228525,0.42954545454545456,0.5065656565656566,0.5146464646464646,0.792929292929293
ASOF,B136,FULL,0.0,1008,126,28,0.35714285714285715,0.42857142857142855,0.8928571428571429,0.4642857142857143,0.9642857142857143,0.8928571428571429,0.4642857142857143,0.6690018145560314,0.40525793650793646,0.5128968253968254,0.5128968253968254,0.78125
ASOF,B136,FULL,10.0,504,21,188,0.18617021276595744,0.2925531914893617,0.7659574468085106,0.30851063829787234,0.824468085106383,0.7340425531914894,0.30319148936170215,0.4320754053966905,0.4425605791962175,0.38017139479905443,0.42449763593380613,0.6449468085106383
