char,spearman_vs_tpers,pearson_vs_tpers,spearman_vs_cvol,spearman_vs_mompers,spearman_vs_zeroshare,independent,trendfree
tpers,1.0,1.0,0.10232539553915945,0.37758073911628554,-0.07408215492135463,False,False
retsgn,0.2110415990267187,0.23975268977205805,0.26479082799177245,0.11218459376802975,0.09673524060571603,True,True
volpers,0.19157326919644346,0.24266341874455277,0.07553987082223246,0.09014946758463477,0.10349633436279887,True,True
retac,0.16346203144487736,0.217769504420149,0.40991360829184864,0.17088157127842624,0.01641948552983748,True,True
