universe,grid,book,cost_bps,param,pkey,is_null,apriori,beta_IS,beta_OOS,betafit_r_IS,betaQ_IS,betaQ_OOS,betafitQ_r_IS,d_IS,d_OOS
u56,sleeve,top20,10,0.0,0.0,True,defensive,-0.0,-0.0,,-0.0,-0.0,,0.0,0.0
u56,sleeve,top20,10,0.25,0.25,False,defensive,2.598003584306569,0.10433861777035529,-0.7329309644108328,4.221059794561712,0.498433518861168,-0.48241226167563095,0.047726244410218444,0.05172207379613103
u56,sleeve,top20,10,0.5,0.5,False,defensive,7.0801139662314,0.29771946889389694,-0.7206073905126392,13.03209530988149,1.7413264171397271,-0.5677759724116245,0.06532205181097894,0.1049792346016365
u56,sleeve,top20,10,0.75,0.75,False,defensive,14.298105498572403,1.3468580276881597,-0.6809921745254511,30.472277254754143,6.130610280928839,-0.6569154492493134,-0.07403978004438738,0.0874756243382997
u56,sleeve,top20,10,1.0,1.0,False,defensive,31.833748169853042,4.469512283996822,-0.7126360520903063,58.767476490452786,21.20600603608912,-0.7457147748402974,-0.7413173792527453,-0.4277985029990895
u56,sleeve,top20,25,0.0,0.0,True,defensive,-0.0,-0.0,,-0.0,-0.0,,0.0,0.0
u56,sleeve,top20,25,0.25,0.25,False,defensive,2.8145904877396024,0.16257222993244916,-0.7548624457695737,4.389474927614214,0.6087258008737112,-0.5018375938642898,0.02559578039445387,0.0363643758590928
u56,sleeve,top20,25,0.5,0.5,False,defensive,7.8243571106763286,0.4556246924140173,-0.7488431052139364,13.558612906285523,2.0362317737244933,-0.5830544636134645,0.007255320418963596,0.06241757950071647
u56,sleeve,top20,25,0.75,0.75,False,defensive,16.377294827101586,1.6341406363450086,-0.7229772717144332,31.7732596221283,6.662687262366694,-0.6672609909823942,-0.1742976388587646,0.006054188219868362
u56,sleeve,top20,25,1.0,1.0,False,defensive,34.827458599876564,4.710132488870599,-0.7309403139840558,60.62602498988177,21.706832201165003,-0.7435825835825062,-0.8210359646850685,-0.4946793982559322
u56,sleeve,ewall,10,0.0,0.0,True,defensive,-0.0,-0.0,,-0.0,-0.0,,0.0,0.0
