conv,lag,gross,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b,pass4a,dd_margin_pp,sleeve_dd_mean,sleeve_dd_min,sleeve_dd_max,sleeve_dd_spread_pp,dd_gain_pp,turnover_ann,realised_gross,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR
NAV,1,0.2,0.0,0.023472033138738357,1.2012906203832927,-0.03932386717770808,1.2486292477297616,1.1637131575246673,0.02541127401449028,1.2587808596475938,-0.03932386717770786,False,CAGR,False,16.297973907306627,-0.039980495136356056,-0.0492229035122862,-0.032646846257497475,1.6576057254788723,0.06566279586479734,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,0.0,0.023474682878778852,1.201461530151203,-0.0393041166075917,1.2487652572282826,1.1639131325753278,0.025414204738818835,1.2589725706100332,-0.039304116607592254,False,CAGR,False,16.29994896431827,-0.039980495136356056,-0.0492229035122862,-0.032646846257497475,1.6576057254788723,0.0676378528764357,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,5.0,0.02326826792245673,1.1910716471381513,-0.03936353032447082,1.2381443614195382,1.153694142234018,0.025206142983110746,1.248827075640468,-0.039363530324470264,False,CAGR,False,16.294007592630354,-0.04001223152735028,-0.04923169668727545,-0.03268931332444025,1.65423833628352,0.06487012028794578,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,5.0,0.02327089886606526,1.191242091124879,-0.03934369833847695,1.2382800324370422,1.1538935123411496,0.025209052282241684,1.2490183620299595,-0.03934369833847662,False,CAGR,False,16.29599079122974,-0.04001223152735028,-0.04923169668727545,-0.03268931332444025,1.65423833628352,0.06685331888733256,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,10.0,0.02306453926836194,1.1808521867949406,-0.039403193597694175,1.2276588385705542,1.1436747547935389,0.02500104909354639,1.2388729078518372,-0.039403193597694286,False,CAGR,False,16.29004126530802,-0.04004396788019603,-0.049240489862265036,-0.032731780391383025,1.650870947088201,0.0640774282501852,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,10.0,0.02306715521374403,1.1810223428224038,-0.03938327853559742,1.2277943621543042,1.143873687410891,0.025003940652863488,1.2390639331021835,-0.039383278535596644,False,CAGR,False,16.292032771517697,-0.04004396788019603,-0.049240489862265036,-0.032731780391383025,1.650870947088201,0.06606893445986056,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,15.0,0.022860847170578236,1.1706322436226992,-0.03944285699742722,1.2171726839499228,1.1336549990622289,0.02479599233975671,1.228918360210649,-0.039442856997426556,False,CAGR,False,16.286074925334717,-0.040075704194893445,-0.04924928303725473,-0.03277424745832691,1.6475035578927821,0.06328471974662228,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,15.0,0.02286345191386574,1.1708022895075374,-0.039422857199008066,1.217308251147456,1.1338536616344481,0.024798869842603377,1.2291092877494718,-0.0394228571990084,False,CAGR,False,16.28807490517663,-0.040075704194893445,-0.04924928303725473,-0.03277424745832691,1.6475035578927821,0.06528469958853797,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,20.0,0.022657191623242534,1.160411821891551,-0.03948252052371426,1.2066859023266414,1.1236348788995902,0.024590972715696102,1.2189634366463744,-0.03948252052371448,False,CAGR,False,16.28210857270601,-0.04010744047144235,-0.04925807621224376,-0.032816714525269686,1.6441361686974076,0.0624919947728092,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,20.0,0.022659788958478977,1.1605819354446,-0.03946243432876728,1.2068217041848355,1.1238334388620113,0.02459383984338226,1.2191544298949095,-0.03946243432876717,False,CAGR,False,16.28411719220071,-0.04010744047144235,-0.04925807621224376,-0.032816714525269686,1.6441361686974076,0.06450061426750697,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,25.0,0.022453572620485973,1.150190925872813,-0.03952218417660336,1.1961984984716285,1.1136143981658078,0.02438599021532606,1.2090081410892608,-0.039522184176602915,False,CAGR,False,16.2781422074171,-0.04013917670984282,-0.049266869387233236,-0.03285918159221246,1.6407687795020776,0.061699253323946324,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,25.0,0.022456166339637207,1.150361284898461,-0.03950200992492825,1.1963347260357207,1.1138130229440584,0.02438885064711882,1.2091993634618954,-0.03950200992492814,False,CAGR,False,16.280159632584613,-0.04013917670984282,-0.049266869387233236,-0.03285918159221246,1.6407687795020776,0.06371667849145723,0.3983010680223235,0.14255565899668268,True,True,True,True,False
NAV,1,0.2,50.0,0.021436025570077177,1.0990794810370255,-0.03972050434169272,1.1437523128277207,1.0635067210772096,0.023361634357454086,1.1592262210123456,-0.03972050434169272,False,CAGR,False,16.258310190908166,-0.04029785732961893,-0.049310835262179276,-0.03307151692692789,1.6239318335251385,0.05773529879262093,0.3983010680223235,0.14255565899668268,True,True,True,True,False
EW,1,0.2,50.0,0.021438658015523693,1.0992537342275033,-0.03969986490372257,1.1438935344818593,1.0637081809573905,0.023364516427544446,1.1594210399597873,-0.0396998649037229,False,CAGR,False,16.26037413470518,-0.04029785732961893,-0.049310835262179276,-0.03307151692692789,1.6239318335251385,0.05979924258963584,0.3983010680223235,0.14255565899668268,True,True,True,True,False
