panel,dial,arm,cost,published,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_VOL,base_MaxDD,base_VOL,H1_Sharpe,H2_Sharpe,base_H1,base_H2,pass4a_NONE,pass4a_VOL,pass4a_SEMIVOL,pass4a_SQRTVOL,pass4a_GROSS,DDoverVOL,base_DDoverVOL
SMALL439,band,0.08,10,1,0.04321914708249319,0.6285648862870516,-0.1490537363987149,0.07137450639116515,-0.1468466056354123,0.06961959174264948,0.6545814642593313,0.6076427725217081,0.5698746757226836,0.5770246744930873,0,1,1,0,1,-2.0883329907997092,-2.1092712835523995
SMALL439,band,0.08,25,1,0.04021478099158737,0.588104063207061,-0.1528197543006803,0.07138107523065042,-0.15247448879759484,0.06962636400659448,0.614515815731686,0.5666794626699972,0.5081394513740927,0.5177584359025188,0,1,1,1,1,-2.1409001448476475,-2.1898958960883497
