panel,chooser,N,draw,freq,gross,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_credit,keep4a_oos,keep4b_oos
U56,C_SHARPE,40,1,W,1.0,0.12044410703566233,1.320831235360924,-0.14468841656745524,5.849915376582404,False,True
U56,C_CALMAR,40,1,W,1.0,0.12044410703566233,1.320831235360924,-0.14468841656745524,5.849915376582404,False,True
U56,C_CREDIT,20,3,W,1.0,0.11295844495054941,1.1379483429188582,-0.16462844072083171,8.519021117167835,False,True
B136,C_SHARPE,20,0,W,1.0,0.11605441802399308,1.0558099341035267,-0.19339456771426933,6.486305286454597,False,True
B136,C_CALMAR,40,4,M,1.0,0.13379890437529918,1.1483254947075252,-0.22282952076798523,3.1929750143649516,False,False
B136,C_CREDIT,40,2,W,1.0,0.068646213323317,0.786855321678255,-0.15316199800566066,6.424660448200181,False,False
SMALL,C_SHARPE,20,3,Q,1.0,0.013818422248244921,0.17576426259078753,-0.3845932562356432,-12.16935162965267,False,False
SMALL,C_CALMAR,20,3,M,1.0,0.03652043869685029,0.3928976202740234,-0.2289658993038206,4.965060665386922,False,False
SMALL,C_CREDIT,40,0,M,1.0,0.04531926522283314,0.47528764076076047,-0.2430726157502585,7.129351118604854,False,False
