rule,default_arm,instances,book_mean,book_lo,book_hi,arm_mean,arm_lo,arm_hi,arm_p_neg,shift_mean,shift_lo,shift_hi
SHARED-KEYS,LADDER-MEAN,70,0.148458385235116,0.07300567353753949,0.2245990252333474,0.04806721001448274,0.02507337935569611,0.07132170461135634,0.0,-0.10070902362697574,-0.16975454355838263,-0.03311891564389088
SHARED-KEYS,LADDER-MEDIAN,70,0.148458385235116,0.06762781421142439,0.22283051654722316,0.02739294157555087,0.003843190515950579,0.049853683813559944,0.0115,-0.12213211016233194,-0.19939376881885915,-0.0485319382387909
SHARED-KEYS,EXCL-MEAN,70,0.148458385235116,0.06377251452669942,0.22067612112476254,0.05200469771994909,0.028873018259126398,0.07623922505660252,0.0,-0.09613950797641596,-0.163260989495679,-0.02687921419556783
DROP-ARM,LADDER-MEAN,88,0.1411327054541246,0.07410475566259218,0.20924623481749305,0.03930906740885814,0.0212935404208129,0.05723392629753991,0.0,-0.1024016477321826,-0.1642294617932045,-0.04554135799216358
DROP-ARM,LADDER-MEDIAN,88,0.1411327054541246,0.07439712381637967,0.20494498214506784,0.027228092368075208,0.007745217709968362,0.046886649032758514,0.0025,-0.11356421125373202,-0.17708350616218171,-0.04680036072643611
DROP-ARM,EXCL-MEAN,88,0.1411327054541246,0.06830151717136156,0.21074089649147784,0.04172027166911069,0.02292313363666735,0.061665959728833826,0.0,-0.09960880570248887,-0.1619236149887744,-0.0370674719620751
