panel,chosen_conv,chosen_eps,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,anchor_OOS_Sharpe,anchor_OOS_CAGR,anchor_OOS_MaxDD,delta_vs_anchor,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,keep4a,keep4b,anchor_keep4a,anchor_keep4b
U56,O_1199,0.0,N=5/M,0.9143004039834073,0.19991393373789856,-0.28727941869469253,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.26260712746552617,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193236,False,False,False,True
B136,O_1199,0.0,N=5/M,0.9502370615793503,0.2340512094879741,-0.3135347183736189,0.9101407808677666,0.14193850759758675,-0.24004792991311297,0.040096280711583665,0.8769078511614361,0.15331427255204866,-0.3371595330739301,1.1061149281164175,False,False,False,False
SMALL,O_1199,0.0,N=15/W,0.780260146300828,0.17618992900361974,-0.31953622768054923,0.73326044552765,0.15126180998609873,-0.3049132865050128,0.046999700773177944,0.8768941923019906,0.15331706161492242,-0.3371726770846233,0.6517830906127121,False,False,False,False
