panel,device,dial,CAGR,Sharpe,MaxDD,is_CAGR,is_MaxDD,mean_gross,turnover_yr,episodes
U56,GROSS,0.75,0.1580277627432507,1.1536628182453899,-0.19127562163086176,0.1397990664530524,-0.13952262270326443,0.75,2.871270351412812,0
U56,GROSS,0.74,0.15589477932718432,1.1536353385005478,-0.18889703784285272,0.1379234965244791,-0.1377201973355313,0.7400000000000001,2.8343580439694076,0
U56,GROSS,0.73,0.15376213811548367,1.1536073481952613,-0.186513903887076,0.1360479309515501,-0.13591615758329412,0.73,2.797469554476133,0
U56,GROSS,0.72,0.15162986130420486,1.1535788951718664,-0.18412621594786083,0.1341723810419191,-0.13411048132757608,0.7199999999999999,2.7605968752104344,0
U56,GROSS,0.71,0.14949795036542768,1.1535498836443538,-0.1817339853802934,0.13229685976080363,-0.13230324900090729,0.71,2.723749840536918,0
U56,GROSS,0.7,0.14736643346645972,1.1535203934210208,-0.179337193028403,0.13042139550743315,-0.13049440908766752,0.7000000000000001,2.686915003715214,0
U56,GROSS,0.69,0.14523532424209207,1.1534904116811728,-0.1769358348993738,0.12854598438102882,-0.12868391392039058,0.69,2.65009154326912,0
U56,GROSS,0.68,0.14310463514417848,1.153459918917901,-0.1745299071826414,0.12667064153940988,-0.12687177480912748,0.6799999999999998,2.6132796744479645,0
U56,GROSS,0.67,0.14097438847998212,1.1534289582322943,-0.17211940606969356,0.12479538330652606,-0.12505798639804167,0.67,2.5764708237985787,0
U56,GROSS,0.66,0.1388446044423528,1.153397562210341,-0.16970432775406852,0.12292022874022002,-0.12324259239554725,0.66,2.539658207179462,0
U56,GROSS,0.65,0.1367152922101149,1.153365698813105,-0.1672846684313617,0.12104519755804177,-0.12142556448428177,0.6499999999999999,2.5028448695671925,0
U56,GROSS,0.64,0.134586470432009,1.153333393067217,-0.16486042429922154,0.11917031482052054,-0.11960690032200572,0.6399999999999999,2.4660253119559403,0
U56,GROSS,0.63,0.13245815788940485,1.153300681298603,-0.16243159155735853,0.11729559109466758,-0.11778661269237822,0.63,2.4291939484925162,0
U56,GROSS,0.62,0.1303303622550862,1.1532675155339809,-0.15999816640754216,0.11542101221311407,-0.11596471738470115,0.62,2.392354958016967,0
U56,GROSS,0.61,0.12820309612810776,1.153233874265913,-0.15756366312743886,0.11354659305135151,-0.11414122492344447,0.6100000000000001,2.3555080262596078,0
U56,GROSS,0.6,0.12607638603601723,1.1531998522566123,-0.1551347294980241,0.11167235693729216,-0.11231610944102133,0.6000000000000001,2.318640466626771,0
U56,GROSS,0.59,0.12395023177082032,1.1531653195877327,-0.152700789395109,0.10979830945327707,-0.11048942312686472,0.59,2.2817631719595233,0
U56,GROSS,0.58,0.12182465362108141,1.1531303256980365,-0.15026181002066652,0.1079244650018274,-0.10866113834803792,0.58,2.244868965761735,0
U56,GROSS,0.57,0.1196996699808548,1.1530949060341655,-0.14781776972348448,0.10605083864876663,-0.10683125136970273,0.57,2.207952254936536,0
U56,GROSS,0.56,0.11757529960812185,1.1530590993833978,-0.14536866392011194,0.1041774665717563,-0.10499976654410592,0.56,2.171007012936552,0
U56,GROSS,0.55,0.11545155164790177,1.1530228580923119,-0.14291449259932787,0.10230433662959926,-0.10316668779087224,0.5499999999999999,2.1340357291428127,0
U56,GROSS,0.54,0.11332844175314527,1.1529861922574534,-0.14045525281650495,0.10043144924435832,-0.1013320478198575,0.54,2.0970350455937057,0
U56,GROSS,0.53,0.11120598001806692,1.1529490750608824,-0.13799096287903811,0.09855882270783156,-0.0994958510458096,0.5300000000000001,2.0600066759735323,0
U56,GROSS,0.52,0.10908418430459421,1.1529115337636466,-0.1355216067332633,0.09668647914114392,-0.09765809592139363,0.52,2.022945147061584,0
U56,GROSS,0.51,0.10696306977143544,1.152873572282388,-0.13304718578848862,0.09481442985520472,-0.09581875397219985,0.5099999999999999,1.9858473601029711,0
