form,family,n,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dH1,dH2,dOOS,L_H1,L_H2,L_OOS,L_DD,L_CAGR,fail4b,sharpe3,keep4b,keep4a
EWall,EWall,,W,0.75,0.1018177783174512,0.678135269658678,-0.3616637358208413,0.7970199840580422,0.6139801956312066,0.7737298887497327,0.10331123381065299,-0.21882785690658313,0.10089643214031607,0.6366624355474833,-0.36166373582084044,1.7409003477225007,-0.09364214166193963,-0.24372597110588057,-0.2453480655030248,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False
EWall,EWall,,M,0.75,0.09756071669611144,0.6606192319497557,-0.3476061094999652,0.7766615946286013,0.5963665514200113,0.7449694246548504,0.09823922463938772,-0.22303220453981942,0.09714188049160621,0.6238458517363085,-0.3476061094999645,0.8862315721152745,-0.11400053109138053,-0.26133961531707595,-0.2581646493141996,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False
MA-RS,MA-RS,,W,0.75,0.06478682046825734,0.5033872943946726,-0.38239943767382534,0.49768164644656343,0.5177740654303229,0.44644038405104564,0.050305673513820315,-0.20539528479235092,0.07382991597741184,0.535474046054103,-0.3823994376738248,10.338000682036554,-0.3929804792734184,-0.3399321013067643,-0.34653645499640506,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False
MA-RS,MA-RS,,M,0.75,0.08615983450417919,0.630662780588819,-0.39436414443317025,0.6772390202992641,0.6105560088607724,0.6347043333520427,0.07670120470259123,-0.18393890441633232,0.09204293125107355,0.6329681136360448,-0.3943641444331698,4.573999672176937,-0.21342310542071774,-0.24715015787631478,-0.24904238741446327,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False
MA-DG,MA-DG,,W,0.75,0.035584750244263,0.5395195187479797,-0.14270715775313225,0.5239945844696813,0.5554248655384679,0.5211972703196115,0.03310944026882057,-0.1151665941764054,0.03711646003531155,0.5504275280301453,-0.1427071577531348,3.7117495532923597,-0.36666754125030054,-0.3022813011986193,-0.33158297302036277,False,False,False,True,False,"H1,H2,OOS,CAGR",False,False,False
MA-DG,MA-DG,,M,0.75,0.04406787725630412,0.6358573582173438,-0.16572093189362447,0.7103522792281731,0.5723828338618278,0.7171120289507844,0.04893788238642727,-0.08379311929938238,0.041071469409913686,0.5877918062419493,-0.1657209318936259,1.7849271347323268,-0.1803098464918087,-0.28532333287525946,-0.2942186948085588,False,False,False,True,False,"H1,H2,OOS,CAGR",False,False,False
TOP5,TOP,5.0,W,0.75,0.18181429989771702,0.6761895365703602,-0.39834502558763185,0.812512907040452,0.604574735573747,0.5268852604766645,0.10556916617362999,-0.36193113542516375,0.2315071867391143,0.7537854033359582,-0.3983450255876291,21.54156381227965,-0.07814921867952984,-0.25313143116334025,-0.12822509771454982,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False
TOP5,TOP,5.0,M,0.75,0.20477087706847152,0.7234606053565488,-0.42522416526170237,0.5504474657873784,0.8625957029988116,0.46752831436519876,0.08994478335131717,-0.3035783143035934,0.2816515913631825,0.8464922541653731,-0.42522416526170204,9.58515577649246,-0.34021465993260347,0.004889536261724392,-0.03551824688513494,False,True,False,False,True,"H1,OOS,DD",False,False,False
TOP10,TOP,10.0,W,0.75,0.15439048561469937,0.7001916071271207,-0.35241599900169707,0.8855085192024778,0.5965779897233578,0.7089234502988422,0.12839603438383684,-0.22700996452505373,0.17074287406791844,0.7082690314118363,-0.3524159990016966,19.02920036231405,-0.005153606517504072,-0.26112817701372937,-0.17374146963867176,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False
TOP10,TOP,10.0,M,0.75,0.15948074438079507,0.7096474117243613,-0.3953835822409735,0.8312559162437756,0.6518046226563489,0.7895479202840546,0.14758212046336716,-0.2163868266681821,0.16689086268975095,0.6877285098832469,-0.3953835822409738,8.672627876680565,-0.05940620947620623,-0.20590154408073835,-0.1942819911672612,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False
