panel,k,seed,twin_CAGR,twin_Sharpe,twin_MaxDD,twin_eff_names,twin_clip_share,twin_turn_y,d_sharpe,se_sharpe,t_sharpe,d_cagr_pp,se_cagr_pp,t_cagr,d_maxdd_pp,od_sharpe,ose_sharpe,ot_sharpe,od_cagr_pp,ose_cagr_pp,ot_cagr
U56,-1.0,1,0.11661267843424539,0.8540001768282512,-0.2142837974892573,11.693147798643796,0.20033946561541832,37.878454590662024,0.03835602109848024,0.1006349234165154,0.38114026221026126,0.4555942906884214,1.579500131156504,0.28844207208443656,-0.6051411703107301,0.05541787532362774,0.14308873396692887,0.387297265041398,0.5297173361551888,2.3084021834754864,0.22947358997800651
U56,-1.0,2,0.10885060647634637,0.8072469124323657,-0.21647823463002236,11.693147798643796,0.20033946561541832,38.25997268248463,0.0851092854943658,0.10588726282715308,0.8037726466996832,1.2318014864783233,1.647484663810336,0.7476861627527311,-0.38569745623422413,0.11181754857331894,0.1454446533145474,0.768797931206832,1.421049445574063,2.3532837755557616,0.6038580898465854
U56,-1.0,3,0.13368814769146709,0.9667147010689175,-0.19951289139925965,11.693147798643796,0.20033946561541832,38.27584216375261,-0.07435850314218606,0.10621348459197015,-0.700085336883935,-1.2519526350337484,1.6492951319701212,-0.7590834476897182,-2.082231779310495,-0.1287380571182004,0.1450315207400561,-0.8876557072647753,-2.508878380462942,2.3275209133527635,-1.0779187272044468
U56,-1.0,4,0.12113287730136046,0.8724279697966282,-0.20935513875586698,11.693147798643796,0.20033946561541832,38.40919580372945,0.01992822813010331,0.10075337456615206,0.1977921654328208,0.003574403976913665,1.5749248525903754,0.002269571129717474,-1.0980070436497624,0.0994467880945954,0.1457704567527913,0.6822149721547822,1.088154495340543,2.3592358326168696,0.4612317600032209
U56,-1.0,5,0.11998383454691641,0.8851627211461943,-0.2166510819122076,11.693147798643796,0.20033946561541832,37.98265720658746,0.007193476780537167,0.10275023469181681,0.07000934647120632,0.11847867942131884,1.622041813180931,0.07304292556366,-0.368412728015699,-0.0064929519245292555,0.14583520101251757,-0.0445225287135713,-0.22552022948658657,2.3553887383491707,-0.09574650070062223
U56,-0.75,1,0.12264760732904012,0.9002464982161765,-0.2118847783633232,13.113721518058995,0.10058037669732808,33.05559214077297,0.017455062053587156,0.0894461228255665,0.1951461002689538,0.0029113775240618978,1.3879671324987977,0.0020975839095126554,0.4544669261661083,0.0435039464455953,0.1274208562214657,0.341419354222378,0.19407430858799923,2.0398019068495157,0.09514370387453357
U56,-0.75,2,0.11646341922581116,0.8627906757541755,-0.21278211858692497,13.113721518058995,0.10058037669732808,33.349227186268514,0.05491088451558823,0.09450461619940007,0.5810391780199284,0.6213301878469579,1.4423216365902147,0.4307847653979881,0.5442009485262855,0.08744548288082443,0.13036497236387434,0.6707743751653384,0.8659899071036925,2.07161974501969,0.41802551321765935
U56,-0.75,3,0.13842565551721497,1.0041100271163967,-0.1966855931957121,13.113721518058995,0.10058037669732808,33.387020743839706,-0.08640846684663306,0.09423203974871519,-0.9169754478100555,-1.5748934412934235,1.4424268144565373,-1.0918359430851232,-1.0654515905950013,-0.12135760118284289,0.1284039533913791,-0.9451235571613693,-2.5303131359966757,2.0412841395194983,-1.2395692921967694
U56,-0.75,4,0.1244098565050813,0.9020409501497759,-0.20633373745482508,13.113721518058997,0.10058037669732808,33.5102665388144,0.01566061011998776,0.08923333671739624,0.17550178774088912,-0.17331354008005562,1.3750815603024407,-0.1260387347801656,-0.10063716468370343,0.09270477758024598,0.12884510705139215,0.7195056118294739,0.8555828880107086,2.0617397532680233,0.4149810307797291
U56,-0.75,5,0.12427921799473607,0.9190865507646857,-0.21536299146456017,13.113721518058995,0.10058037669732808,33.12283146317704,-0.0013849904949220226,0.09034409021860272,-0.015330172583185078,-0.16024968904553294,1.4089683693451835,-0.11373547663103949,0.8022882362898054,-0.008159556606536,0.1290644595926007,-0.06322078620475462,-0.43418942241109093,2.0612538159879716,-0.21064335650628319
