panel,cost,dial,arm,is_default,IS_Sharpe,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56,10.0,band,0.00,False,1.0547596656011256,0.08202502414265123,1.171189599192497,-0.12011679204930847,0.09105937807219888,1.2628712338456776,-0.12011679204930847
u56,25.0,band,0.00,False,0.985510433232664,0.07694872921123341,1.1033227642134038,-0.12079148998233358,0.08589804221843567,1.1960597890487736,-0.12079148998233391
u56,10.0,band,0.02,False,1.084532513138305,0.08513441878703976,1.1984745645026318,-0.11858553782433634,0.09437330638519259,1.2879406163565927,-0.11858553782433601
u56,25.0,band,0.02,False,1.0376284098855304,0.08163987437937337,1.1525475078588698,-0.11907927820689934,0.0908120555608114,1.2427540571449578,-0.11907927820689967
u56,10.0,band,0.03,True,1.1042578346946679,0.08660060029784411,1.2056281407093048,-0.1205494676867116,0.09534815248934558,1.2850846619485738,-0.12054946768671182
u56,25.0,band,0.03,True,1.0656893217788863,0.08371267641165203,1.1680530085974432,-0.12092635506895333,0.09241429872042128,1.2482558034007076,-0.12092635506895344
u56,10.0,band,0.05,False,1.0624917014775992,0.0834066934717963,1.149693664264116,-0.1256730877177472,0.09158051381176469,1.217784190624114,-0.12567308771774666
u56,25.0,band,0.05,False,1.0325609582272681,0.08110923989934626,1.1201381615778463,-0.12596699364478892,0.08921146653109635,1.188489086966596,-0.12596699364478858
u56,10.0,band,0.08,False,1.122239255275937,0.08550931115745986,1.1499820863617745,-0.1446691867564126,0.09057445172143797,1.1725783987824188,-0.1446691867564125
u56,25.0,band,0.08,False,1.099335196315147,0.0836769831415396,1.1269231715657297,-0.14483507024745002,0.08865440016157455,1.1493708707085168,-0.14483507024745024
u56,10.0,band,0.12,False,1.1202466050744107,0.08716188349209819,1.1514629005717494,-0.12150483874394236,0.09020962099573904,1.1765276356610441,-0.12150483874394236
u56,25.0,band,0.12,False,1.1029696912089513,0.08565942033275453,1.1328879370038296,-0.12160756072003942,0.08860436849468667,1.156906922066175,-0.12160756072003931
