book,family,parent,arm,rec_cad,screened_cad,screen_passes,IS_persistence,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
SMALL439,SMALL,SMALL,CONST-W0,6W,W,False,1.82213189431635,0.487330838507868,0.07232854473169592,-0.2743260458646113
SMALL439,SMALL,SMALL,REC,6W,W,False,1.82213189431635,0.4059905153747035,0.05969191590663092,-0.3949571667566285
SMALL439,SMALL,SMALL,SCREENED,6W,W,False,1.82213189431635,0.487330838507868,0.07232854473169592,-0.2743260458646113
SMALL439,SMALL,SMALL,PHASE-AVG,6W,W,False,1.82213189431635,0.44115850853462313,0.0637342874791238,-0.3403491439671946
U56,U56,U56,CONST-W0,M,W,False,4.0289929690527595,1.17749120356185,0.14486778681551393,-0.18207063572861204
U56,U56,U56,REC,M,W,False,4.0289929690527595,1.28664832783805,0.1671339581774811,-0.19576936646959642
U56,U56,U56,SCREENED,M,W,False,4.0289929690527595,1.17749120356185,0.14486778681551393,-0.18207063572861204
U56,U56,U56,PHASE-AVG,M,W,False,4.0289929690527595,1.28664832783805,0.1671339581774811,-0.19576936646959642
ETF36,ETF,U56,CONST-W0,M,M,True,5.767033811693204,0.9048869067847203,0.07628977943243997,-0.1523376759698125
ETF36,ETF,U56,REC,M,M,True,5.767033811693204,0.9690230351788073,0.08432199273557428,-0.13410320963748046
ETF36,ETF,U56,SCREENED,M,M,True,5.767033811693204,0.9690230351788073,0.08432199273557428,-0.13410320963748046
ETF36,ETF,U56,PHASE-AVG,M,M,True,5.767033811693204,0.9690230351788073,0.08432199273557428,-0.13410320963748046
SMALLk20d00,SMALL,SMALL,CONST-W0,M,W,False,5.06545861556572,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181
SMALLk20d00,SMALL,SMALL,REC,M,W,False,5.06545861556572,0.09882517596245909,0.004142691217453365,-0.16345605101339933
SMALLk20d00,SMALL,SMALL,SCREENED,M,W,False,5.06545861556572,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181
SMALLk20d00,SMALL,SMALL,PHASE-AVG,M,W,False,5.06545861556572,0.09882517596245909,0.004142691217453365,-0.16345605101339933
SMALLk20d01,SMALL,SMALL,CONST-W0,Q,Q,True,3.099073575657988,0.4710929506618517,0.028968269933667967,-0.1368951488648249
SMALLk20d01,SMALL,SMALL,REC,Q,Q,True,3.099073575657988,0.291021046208929,0.01813774623216835,-0.16398893590859343
SMALLk20d01,SMALL,SMALL,SCREENED,Q,Q,True,3.099073575657988,0.291021046208929,0.01813774623216835,-0.16398893590859343
SMALLk20d01,SMALL,SMALL,PHASE-AVG,Q,Q,True,3.099073575657988,0.291021046208929,0.01813774623216835,-0.16398893590859343
SMALLk20d02,SMALL,SMALL,CONST-W0,M,W,False,4.985482560049804,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757
SMALLk20d02,SMALL,SMALL,REC,M,W,False,4.985482560049804,0.37419803040583427,0.02071702619697735,-0.17892027756857498
SMALLk20d02,SMALL,SMALL,SCREENED,M,W,False,4.985482560049804,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757
SMALLk20d02,SMALL,SMALL,PHASE-AVG,M,W,False,4.985482560049804,0.37419803040583427,0.02071702619697735,-0.17892027756857498
SMALLk20d03,SMALL,SMALL,CONST-W0,Q,W,False,2.616090826266732,0.25017900097394474,0.012596454894747255,-0.17535031658153077
SMALLk20d03,SMALL,SMALL,REC,Q,W,False,2.616090826266732,0.31529706960412207,0.01847281552421931,-0.13997070255191013
SMALLk20d03,SMALL,SMALL,SCREENED,Q,W,False,2.616090826266732,0.25017900097394474,0.012596454894747255,-0.17535031658153077
SMALLk20d03,SMALL,SMALL,PHASE-AVG,Q,W,False,2.616090826266732,0.31529706960412207,0.01847281552421931,-0.13997070255191013
SMALLk20d04,SMALL,SMALL,CONST-W0,2W,W,False,7.4226870255717445,0.4063393746297262,0.022629242117635506,-0.13456584751801348
SMALLk20d04,SMALL,SMALL,REC,2W,W,False,7.4226870255717445,0.38320404618116016,0.02140098479985464,-0.1298073952388763
SMALLk20d04,SMALL,SMALL,SCREENED,2W,W,False,7.4226870255717445,0.4063393746297262,0.022629242117635506,-0.13456584751801348
SMALLk20d04,SMALL,SMALL,PHASE-AVG,2W,W,False,7.4226870255717445,0.39264115852258674,0.021699831514771173,-0.12413043153919778
SMALLk20d05,SMALL,SMALL,CONST-W0,2W,W,False,7.215379494007989,0.0723981417014828,0.0025714142980384214,-0.19687298578673385
SMALLk20d05,SMALL,SMALL,REC,2W,W,False,7.215379494007989,0.11965257145167875,0.005622167217542495,-0.21852285753216927
SMALLk20d05,SMALL,SMALL,SCREENED,2W,W,False,7.215379494007989,0.0723981417014828,0.0025714142980384214,-0.19687298578673385
SMALLk20d05,SMALL,SMALL,PHASE-AVG,2W,W,False,7.215379494007989,0.15518027179155802,0.007737219216684688,-0.1701431251580664
SMALLk20d06,SMALL,SMALL,CONST-W0,Q,W,False,2.8785498123713835,0.2831844230329116,0.01551090186674875,-0.1543325061513715
SMALLk20d06,SMALL,SMALL,REC,Q,W,False,2.8785498123713835,0.4732251556687955,0.032011218616569526,-0.17127972001103298
SMALLk20d06,SMALL,SMALL,SCREENED,Q,W,False,2.8785498123713835,0.2831844230329116,0.01551090186674875,-0.1543325061513715
SMALLk20d06,SMALL,SMALL,PHASE-AVG,Q,W,False,2.8785498123713835,0.4732251556687955,0.032011218616569526,-0.17127972001103298
SMALLk20d07,SMALL,SMALL,CONST-W0,6W,W,False,3.5334553928095875,-0.36823020094728826,-0.02400347406609704,-0.23812107653960213
SMALLk20d07,SMALL,SMALL,REC,6W,W,False,3.5334553928095875,-0.2216215510093478,-0.015643493662136243,-0.21233846744527596
SMALLk20d07,SMALL,SMALL,SCREENED,6W,W,False,3.5334553928095875,-0.36823020094728826,-0.02400347406609704,-0.23812107653960213
SMALLk20d07,SMALL,SMALL,PHASE-AVG,6W,W,False,3.5334553928095875,-0.10553488274488591,-0.00797906272207427,-0.16096440715762783
SMALLk20d08,SMALL,SMALL,CONST-W0,2W,W,False,6.242783085336057,0.6080241436352218,0.03730572262504217,-0.09441826454807711
SMALLk20d08,SMALL,SMALL,REC,2W,W,False,6.242783085336057,0.5971119321518966,0.03642207210059234,-0.10240836329410907
SMALLk20d08,SMALL,SMALL,SCREENED,2W,W,False,6.242783085336057,0.6080241436352218,0.03730572262504217,-0.09441826454807711
SMALLk20d08,SMALL,SMALL,PHASE-AVG,2W,W,False,6.242783085336057,0.6112151676134681,0.03697643869520073,-0.09721552121891663
SMALLk20d09,SMALL,SMALL,CONST-W0,M,W,False,4.334645251758717,0.19082317495507342,0.010390548399896504,-0.18544750906457375
SMALLk20d09,SMALL,SMALL,REC,M,W,False,4.334645251758717,0.4381314758103187,0.028052726815857465,-0.11758474124709595
SMALLk20d09,SMALL,SMALL,SCREENED,M,W,False,4.334645251758717,0.19082317495507342,0.010390548399896504,-0.18544750906457375
SMALLk20d09,SMALL,SMALL,PHASE-AVG,M,W,False,4.334645251758717,0.4381314758103187,0.028052726815857465,-0.11758474124709595
SMALLk20d10,SMALL,SMALL,CONST-W0,2W,W,False,6.131886651131825,0.16109681676507062,0.007655220027058096,-0.11457084021244912
SMALLk20d10,SMALL,SMALL,REC,2W,W,False,6.131886651131825,0.19646251382082702,0.009738191789234962,-0.11987300244766752
SMALLk20d10,SMALL,SMALL,SCREENED,2W,W,False,6.131886651131825,0.16109681676507062,0.007655220027058096,-0.11457084021244912
SMALLk20d10,SMALL,SMALL,PHASE-AVG,2W,W,False,6.131886651131825,0.10883772530336172,0.0045771311124358505,-0.12902246124233008
SMALLk20d11,SMALL,SMALL,CONST-W0,M,M,True,5.263304100280086,-0.169972707849307,-0.011937374660160316,-0.2186820907154463
SMALLk20d11,SMALL,SMALL,REC,M,M,True,5.263304100280086,-0.0802273167210197,-0.0068557916366478455,-0.22843188993106478
SMALLk20d11,SMALL,SMALL,SCREENED,M,M,True,5.263304100280086,-0.0802273167210197,-0.0068557916366478455,-0.22843188993106478
SMALLk20d11,SMALL,SMALL,PHASE-AVG,M,M,True,5.263304100280086,-0.0802273167210197,-0.0068557916366478455,-0.22843188993106478
SMALLk20d12,SMALL,SMALL,CONST-W0,W,W,False,10.150598584603244,0.16674468257003003,0.008601215618777358,-0.17706259439736505
SMALLk20d12,SMALL,SMALL,REC,W,W,False,10.150598584603244,0.16674468257003003,0.008601215618777358,-0.17706259439736505
SMALLk20d12,SMALL,SMALL,SCREENED,W,W,False,10.150598584603244,0.16674468257003003,0.008601215618777358,-0.17706259439736505
SMALLk20d12,SMALL,SMALL,PHASE-AVG,W,W,False,10.150598584603244,0.16674468257003003,0.008601215618777358,-0.17706259439736505
SMALLk20d13,SMALL,SMALL,CONST-W0,2W,W,False,6.754076046752478,0.36022396963445935,0.02119177271367856,-0.1489133680937914
SMALLk20d13,SMALL,SMALL,REC,2W,W,False,6.754076046752478,0.3102511904889043,0.01836469477133673,-0.16342519079641304
SMALLk20d13,SMALL,SMALL,SCREENED,2W,W,False,6.754076046752478,0.36022396963445935,0.02119177271367856,-0.1489133680937914
SMALLk20d13,SMALL,SMALL,PHASE-AVG,2W,W,False,6.754076046752478,0.37387879234857685,0.022073697330485587,-0.14443611955289326
SMALLk20d14,SMALL,SMALL,CONST-W0,M,W,False,4.045808081436589,0.5168936621856444,0.026028756199126146,-0.0873666632180049
SMALLk20d14,SMALL,SMALL,REC,M,W,False,4.045808081436589,0.22258028694261425,0.010379317371751684,-0.16186858106410984
SMALLk20d14,SMALL,SMALL,SCREENED,M,W,False,4.045808081436589,0.5168936621856444,0.026028756199126146,-0.0873666632180049
SMALLk20d14,SMALL,SMALL,PHASE-AVG,M,W,False,4.045808081436589,0.22258028694261425,0.010379317371751684,-0.16186858106410984
SMALLk20d15,SMALL,SMALL,CONST-W0,M,M,True,5.656090944161679,0.24457215162816193,0.013918535089067596,-0.16973854924627263
SMALLk20d15,SMALL,SMALL,REC,M,M,True,5.656090944161679,0.4585072375551972,0.0284540517962395,-0.12474492947619298
SMALLk20d15,SMALL,SMALL,SCREENED,M,M,True,5.656090944161679,0.4585072375551972,0.0284540517962395,-0.12474492947619298
SMALLk20d15,SMALL,SMALL,PHASE-AVG,M,M,True,5.656090944161679,0.4585072375551972,0.0284540517962395,-0.12474492947619298
SMALLk40d00,SMALL,SMALL,CONST-W0,6W,W,False,3.866645467734563,-0.04068213988892199,-0.00855898057007154,-0.37309290399462725
SMALLk40d00,SMALL,SMALL,REC,6W,W,False,3.866645467734563,-0.10904919955380696,-0.018294864639009534,-0.3193457761352002
SMALLk40d00,SMALL,SMALL,SCREENED,6W,W,False,3.866645467734563,-0.04068213988892199,-0.00855898057007154,-0.37309290399462725
