book,family,parent,arm,rec_cad,screened_cad,screen_passes,IS_persistence,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
SMALLk40d00,SMALL,SMALL,PHASE-AVG,6W,W,False,3.866645467734563,0.15769776713523023,0.010736510832954238,-0.23627679422701575
SMALLk40d01,SMALL,SMALL,CONST-W0,M,W,False,4.86679742325548,0.5636652133286768,0.0568708582536217,-0.19435104725592012
SMALLk40d01,SMALL,SMALL,REC,M,W,False,4.86679742325548,0.5621278946496869,0.05755980819386641,-0.19144787823836174
SMALLk40d01,SMALL,SMALL,SCREENED,M,W,False,4.86679742325548,0.5636652133286768,0.0568708582536217,-0.19435104725592012
SMALLk40d01,SMALL,SMALL,PHASE-AVG,M,W,False,4.86679742325548,0.5621278946496869,0.05755980819386641,-0.19144787823836174
SMALLk40d02,SMALL,SMALL,CONST-W0,2W,W,False,6.86733967113616,0.1722983798053847,0.012822897160944091,-0.184466761722623
SMALLk40d02,SMALL,SMALL,REC,2W,W,False,6.86733967113616,0.32117615738384114,0.029499509499733456,-0.22374891363399574
SMALLk40d02,SMALL,SMALL,SCREENED,2W,W,False,6.86733967113616,0.1722983798053847,0.012822897160944091,-0.184466761722623
SMALLk40d02,SMALL,SMALL,PHASE-AVG,2W,W,False,6.86733967113616,0.18870915596415655,0.014619297037136159,-0.21660152510081687
SMALLk40d03,SMALL,SMALL,CONST-W0,M,W,False,4.5324153161638145,-0.03573423719760905,-0.010365598360566941,-0.3041704892674376
SMALLk40d03,SMALL,SMALL,REC,M,W,False,4.5324153161638145,-0.023219829283143787,-0.009445036951504893,-0.2895656762289087
SMALLk40d03,SMALL,SMALL,SCREENED,M,W,False,4.5324153161638145,-0.03573423719760905,-0.010365598360566941,-0.3041704892674376
SMALLk40d03,SMALL,SMALL,PHASE-AVG,M,W,False,4.5324153161638145,-0.023219829283143787,-0.009445036951504893,-0.2895656762289087
SMALLk40d04,SMALL,SMALL,CONST-W0,2W,W,False,6.806438262496852,0.2731141042693382,0.023889467433987344,-0.19156496736669282
SMALLk40d04,SMALL,SMALL,REC,2W,W,False,6.806438262496852,0.2800920296469259,0.02502247050255857,-0.21245395106588227
SMALLk40d04,SMALL,SMALL,SCREENED,2W,W,False,6.806438262496852,0.2731141042693382,0.023889467433987344,-0.19156496736669282
SMALLk40d04,SMALL,SMALL,PHASE-AVG,2W,W,False,6.806438262496852,0.290627669636454,0.0257546081351272,-0.20903379374044706
SMALLk40d05,SMALL,SMALL,CONST-W0,M,W,False,4.480946972663899,-0.00042686696480976407,-0.004976547561299394,-0.2675296957141363
SMALLk40d05,SMALL,SMALL,REC,M,W,False,4.480946972663899,0.23107073924847618,0.018655711069204273,-0.26161722547536803
SMALLk40d05,SMALL,SMALL,SCREENED,M,W,False,4.480946972663899,-0.00042686696480976407,-0.004976547561299394,-0.2675296957141363
SMALLk40d05,SMALL,SMALL,PHASE-AVG,M,W,False,4.480946972663899,0.23107073924847618,0.018655711069204273,-0.26161722547536803
SMALLk40d06,SMALL,SMALL,CONST-W0,M,W,False,4.39417909109098,0.04036933079593232,-0.0014524604250667483,-0.26905403046988563
SMALLk40d06,SMALL,SMALL,REC,M,W,False,4.39417909109098,0.2784750806245236,0.02497358908154279,-0.2764226002610465
SMALLk40d06,SMALL,SMALL,SCREENED,M,W,False,4.39417909109098,0.04036933079593232,-0.0014524604250667483,-0.26905403046988563
SMALLk40d06,SMALL,SMALL,PHASE-AVG,M,W,False,4.39417909109098,0.2784750806245236,0.02497358908154279,-0.2764226002610465
SMALLk40d07,SMALL,SMALL,CONST-W0,M,W,False,4.58859615750428,0.28969103620446174,0.025917392345925494,-0.20577019167108013
SMALLk40d07,SMALL,SMALL,REC,M,W,False,4.58859615750428,0.3209313027392065,0.029831956697529582,-0.2769001772618328
SMALLk40d07,SMALL,SMALL,SCREENED,M,W,False,4.58859615750428,0.28969103620446174,0.025917392345925494,-0.20577019167108013
SMALLk40d07,SMALL,SMALL,PHASE-AVG,M,W,False,4.58859615750428,0.3209313027392065,0.029831956697529582,-0.2769001772618328
SMALLk40d08,SMALL,SMALL,CONST-W0,2W,W,False,6.175334402614697,0.3320939039940841,0.029302300699243,-0.2989045841676764
SMALLk40d08,SMALL,SMALL,REC,2W,W,False,6.175334402614697,0.32037569503466345,0.028230526754347007,-0.284103371767074
SMALLk40d08,SMALL,SMALL,SCREENED,2W,W,False,6.175334402614697,0.3320939039940841,0.029302300699243,-0.2989045841676764
SMALLk40d08,SMALL,SMALL,PHASE-AVG,2W,W,False,6.175334402614697,0.3308838848699677,0.029124785623386495,-0.29175500170360313
SMALLk40d09,SMALL,SMALL,CONST-W0,M,W,False,4.891809038043437,-0.0586558998536816,-0.011057889878251737,-0.2883562494788857
SMALLk40d09,SMALL,SMALL,REC,M,W,False,4.891809038043437,0.09830941070801823,0.004825871598928222,-0.270560019161569
SMALLk40d09,SMALL,SMALL,SCREENED,M,W,False,4.891809038043437,-0.0586558998536816,-0.011057889878251737,-0.2883562494788857
SMALLk40d09,SMALL,SMALL,PHASE-AVG,M,W,False,4.891809038043437,0.09830941070801823,0.004825871598928222,-0.270560019161569
SMALLk40d10,SMALL,SMALL,CONST-W0,2W,W,False,7.3159238662175925,0.010008907568908374,-0.004280061455398498,-0.3020667128942949
SMALLk40d10,SMALL,SMALL,REC,2W,W,False,7.3159238662175925,0.08453239274686741,0.0033810775271663207,-0.2860083600538379
SMALLk40d10,SMALL,SMALL,SCREENED,2W,W,False,7.3159238662175925,0.010008907568908374,-0.004280061455398498,-0.3020667128942949
SMALLk40d10,SMALL,SMALL,PHASE-AVG,2W,W,False,7.3159238662175925,0.11351883744002325,0.0064118972231688165,-0.269693262457938
SMALLk40d11,SMALL,SMALL,CONST-W0,M,W,False,4.764748901292232,0.014894857226768846,-0.0032683203816081807,-0.18814511349316942
SMALLk40d11,SMALL,SMALL,REC,M,W,False,4.764748901292232,0.35996783330281296,0.03158501149860027,-0.19648789474697148
SMALLk40d11,SMALL,SMALL,SCREENED,M,W,False,4.764748901292232,0.014894857226768846,-0.0032683203816081807,-0.18814511349316942
SMALLk40d11,SMALL,SMALL,PHASE-AVG,M,W,False,4.764748901292232,0.35996783330281296,0.03158501149860027,-0.19648789474697148
SMALLk40d12,SMALL,SMALL,CONST-W0,M,W,False,4.673364925197776,0.31149107296236556,0.02666875176444372,-0.15975415664749182
SMALLk40d12,SMALL,SMALL,REC,M,W,False,4.673364925197776,0.45592195665119173,0.042942823122888774,-0.20014766827931618
SMALLk40d12,SMALL,SMALL,SCREENED,M,W,False,4.673364925197776,0.31149107296236556,0.02666875176444372,-0.15975415664749182
SMALLk40d12,SMALL,SMALL,PHASE-AVG,M,W,False,4.673364925197776,0.45592195665119173,0.042942823122888774,-0.20014766827931618
SMALLk40d13,SMALL,SMALL,CONST-W0,M,W,False,4.670019771617642,0.17432358827690994,0.012587076842563771,-0.21380793148905264
SMALLk40d13,SMALL,SMALL,REC,M,W,False,4.670019771617642,0.022707874674957253,-0.0029538425928129497,-0.28708812638908654
SMALLk40d13,SMALL,SMALL,SCREENED,M,W,False,4.670019771617642,0.17432358827690994,0.012587076842563771,-0.21380793148905264
SMALLk40d13,SMALL,SMALL,PHASE-AVG,M,W,False,4.670019771617642,0.022707874674957253,-0.0029538425928129497,-0.28708812638908654
SMALLk40d14,SMALL,SMALL,CONST-W0,M,W,False,4.118189081225034,-0.043406998511725296,-0.00799731880878718,-0.30680999371980433
SMALLk40d14,SMALL,SMALL,REC,M,W,False,4.118189081225034,-0.02257987624906202,-0.006261215353298377,-0.3060165008037937
SMALLk40d14,SMALL,SMALL,SCREENED,M,W,False,4.118189081225034,-0.043406998511725296,-0.00799731880878718,-0.30680999371980433
SMALLk40d14,SMALL,SMALL,PHASE-AVG,M,W,False,4.118189081225034,-0.02257987624906202,-0.006261215353298377,-0.3060165008037937
SMALLk40d15,SMALL,SMALL,CONST-W0,M,W,False,4.0775983780420075,0.4692517143742469,0.04560815498589332,-0.14068855767264965
SMALLk40d15,SMALL,SMALL,REC,M,W,False,4.0775983780420075,0.49266583996103835,0.04947602438171739,-0.17968476477269513
SMALLk40d15,SMALL,SMALL,SCREENED,M,W,False,4.0775983780420075,0.4692517143742469,0.04560815498589332,-0.14068855767264965
SMALLk40d15,SMALL,SMALL,PHASE-AVG,M,W,False,4.0775983780420075,0.49266583996103835,0.04947602438171739,-0.17968476477269513
SMALLk80d00,SMALL,SMALL,CONST-W0,M,W,False,3.5978241545332836,0.3789330203825529,0.04364143397989406,-0.3021060403440653
SMALLk80d00,SMALL,SMALL,REC,M,W,False,3.5978241545332836,0.27827829908833285,0.029856942165700895,-0.324378637490089
SMALLk80d00,SMALL,SMALL,SCREENED,M,W,False,3.5978241545332836,0.3789330203825529,0.04364143397989406,-0.3021060403440653
SMALLk80d00,SMALL,SMALL,PHASE-AVG,M,W,False,3.5978241545332836,0.27827829908833285,0.029856942165700895,-0.324378637490089
SMALLk80d01,SMALL,SMALL,CONST-W0,M,W,False,3.6421840692253005,0.2349718552166644,0.023429791112285603,-0.3113433446157631
SMALLk80d01,SMALL,SMALL,REC,M,W,False,3.6421840692253005,0.1871099550811184,0.016856072742629014,-0.3890029872747721
SMALLk80d01,SMALL,SMALL,SCREENED,M,W,False,3.6421840692253005,0.2349718552166644,0.023429791112285603,-0.3113433446157631
SMALLk80d01,SMALL,SMALL,PHASE-AVG,M,W,False,3.6421840692253005,0.1871099550811184,0.016856072742629014,-0.3890029872747721
SMALLk80d02,SMALL,SMALL,CONST-W0,M,W,False,3.486964267423655,0.20386159464877632,0.01919411687686501,-0.3413607212468893
SMALLk80d02,SMALL,SMALL,REC,M,W,False,3.486964267423655,0.1945291466925838,0.01801942355604469,-0.37765367167846653
SMALLk80d02,SMALL,SMALL,SCREENED,M,W,False,3.486964267423655,0.20386159464877632,0.01919411687686501,-0.3413607212468893
SMALLk80d02,SMALL,SMALL,PHASE-AVG,M,W,False,3.486964267423655,0.1945291466925838,0.01801942355604469,-0.37765367167846653
SMALLk80d03,SMALL,SMALL,CONST-W0,M,W,False,3.5585796239509078,0.2179225740272465,0.021085085203266463,-0.29130343312260765
SMALLk80d03,SMALL,SMALL,REC,M,W,False,3.5585796239509078,0.19328078413789448,0.017726581804619945,-0.33427336851655365
SMALLk80d03,SMALL,SMALL,SCREENED,M,W,False,3.5585796239509078,0.2179225740272465,0.021085085203266463,-0.29130343312260765
SMALLk80d03,SMALL,SMALL,PHASE-AVG,M,W,False,3.5585796239509078,0.19328078413789448,0.017726581804619945,-0.33427336851655365
SMALLk80d04,SMALL,SMALL,CONST-W0,M,W,False,3.39281672693781,0.23935691853444932,0.024108482184005853,-0.26503566923519484
SMALLk80d04,SMALL,SMALL,REC,M,W,False,3.39281672693781,0.2813817336827908,0.030560429725917215,-0.2654382874134258
SMALLk80d04,SMALL,SMALL,SCREENED,M,W,False,3.39281672693781,0.23935691853444932,0.024108482184005853,-0.26503566923519484
SMALLk80d04,SMALL,SMALL,PHASE-AVG,M,W,False,3.39281672693781,0.2813817336827908,0.030560429725917215,-0.2654382874134258
SMALLk80d05,SMALL,SMALL,CONST-W0,M,W,False,3.460087938304483,0.0059954751232779106,-0.009230304530925104,-0.42043372706328197
SMALLk80d05,SMALL,SMALL,REC,M,W,False,3.460087938304483,0.08717829446600102,0.00208851830465151,-0.36939231262609185
SMALLk80d05,SMALL,SMALL,SCREENED,M,W,False,3.460087938304483,0.0059954751232779106,-0.009230304530925104,-0.42043372706328197
SMALLk80d05,SMALL,SMALL,PHASE-AVG,M,W,False,3.460087938304483,0.08717829446600102,0.00208851830465151,-0.36939231262609185
SMALLk80d06,SMALL,SMALL,CONST-W0,M,W,False,3.3935883573859744,0.14204229753616118,0.010121841238560414,-0.277036623726006
SMALLk80d06,SMALL,SMALL,REC,M,W,False,3.3935883573859744,0.21063135929403895,0.020130907146416632,-0.35892541491422625
SMALLk80d06,SMALL,SMALL,SCREENED,M,W,False,3.3935883573859744,0.14204229753616118,0.010121841238560414,-0.277036623726006
SMALLk80d06,SMALL,SMALL,PHASE-AVG,M,W,False,3.3935883573859744,0.21063135929403895,0.020130907146416632,-0.35892541491422625
SMALLk80d07,SMALL,SMALL,CONST-W0,M,W,False,3.56190768125393,0.25779922784075526,0.026076599167989878,-0.2725534850511454
SMALLk80d07,SMALL,SMALL,REC,M,W,False,3.56190768125393,0.11311239941238115,0.0059148278760539075,-0.4178326991209773
SMALLk80d07,SMALL,SMALL,SCREENED,M,W,False,3.56190768125393,0.25779922784075526,0.026076599167989878,-0.2725534850511454
SMALLk80d07,SMALL,SMALL,PHASE-AVG,M,W,False,3.56190768125393,0.11311239941238115,0.0059148278760539075,-0.4178326991209773
SMALLk80d08,SMALL,SMALL,CONST-W0,M,W,False,3.500510371670664,0.430717862325908,0.05064216464559945,-0.2122730700372104
SMALLk80d08,SMALL,SMALL,REC,M,W,False,3.500510371670664,0.42265695891823846,0.05083668949515019,-0.2371365576973845
SMALLk80d08,SMALL,SMALL,SCREENED,M,W,False,3.500510371670664,0.430717862325908,0.05064216464559945,-0.2122730700372104
SMALLk80d08,SMALL,SMALL,PHASE-AVG,M,W,False,3.500510371670664,0.42265695891823846,0.05083668949515019,-0.2371365576973845
SMALLk80d09,SMALL,SMALL,CONST-W0,M,W,False,3.5670491778751927,0.288144486923935,0.031098791912981927,-0.2864575488506045
SMALLk80d09,SMALL,SMALL,REC,M,W,False,3.5670491778751927,0.3461006910212171,0.04166192493838872,-0.36637828233166925
SMALLk80d09,SMALL,SMALL,SCREENED,M,W,False,3.5670491778751927,0.288144486923935,0.031098791912981927,-0.2864575488506045
SMALLk80d09,SMALL,SMALL,PHASE-AVG,M,W,False,3.5670491778751927,0.3461006910212171,0.04166192493838872,-0.36637828233166925
SMALLk80d10,SMALL,SMALL,CONST-W0,M,W,False,3.3940840273736894,0.37191815854777593,0.042686020150588755,-0.3072610346354182
SMALLk80d10,SMALL,SMALL,REC,M,W,False,3.3940840273736894,0.3956132892246517,0.04738889417558778,-0.2958072088949827
SMALLk80d10,SMALL,SMALL,SCREENED,M,W,False,3.3940840273736894,0.37191815854777593,0.042686020150588755,-0.3072610346354182
SMALLk80d10,SMALL,SMALL,PHASE-AVG,M,W,False,3.3940840273736894,0.3956132892246517,0.04738889417558778,-0.2958072088949827
SMALLk80d11,SMALL,SMALL,CONST-W0,M,W,False,3.3844784967560986,0.3851319928034621,0.04805528649060409,-0.3224674600434243
SMALLk80d11,SMALL,SMALL,REC,M,W,False,3.3844784967560986,0.20430063990603292,0.019718245381382893,-0.3493974518633354
SMALLk80d11,SMALL,SMALL,SCREENED,M,W,False,3.3844784967560986,0.3851319928034621,0.04805528649060409,-0.3224674600434243
SMALLk80d11,SMALL,SMALL,PHASE-AVG,M,W,False,3.3844784967560986,0.20430063990603292,0.019718245381382893,-0.3493974518633354
SMALLk80d12,SMALL,SMALL,CONST-W0,M,W,False,3.4772528403686858,0.30092128124991646,0.03225898630935431,-0.3268428558324111
SMALLk80d12,SMALL,SMALL,REC,M,W,False,3.4772528403686858,0.4113662658853328,0.04975700852541154,-0.3280468767340352
SMALLk80d12,SMALL,SMALL,SCREENED,M,W,False,3.4772528403686858,0.30092128124991646,0.03225898630935431,-0.3268428558324111
SMALLk80d12,SMALL,SMALL,PHASE-AVG,M,W,False,3.4772528403686858,0.4113662658853328,0.04975700852541154,-0.3280468767340352
SMALLk80d13,SMALL,SMALL,CONST-W0,M,W,False,3.893077070260181,0.19178402425534188,0.016817636345172415,-0.2749699036064337
SMALLk80d13,SMALL,SMALL,REC,M,W,False,3.893077070260181,0.3280855960481195,0.03618735256437744,-0.3135963710583156
SMALLk80d13,SMALL,SMALL,SCREENED,M,W,False,3.893077070260181,0.19178402425534188,0.016817636345172415,-0.2749699036064337
SMALLk80d13,SMALL,SMALL,PHASE-AVG,M,W,False,3.893077070260181,0.3280855960481195,0.03618735256437744,-0.3135963710583156
SMALLk80d14,SMALL,SMALL,CONST-W0,M,W,False,3.3782430985490137,0.3457207557618798,0.0412185633647173,-0.34208241182981347
SMALLk80d14,SMALL,SMALL,REC,M,W,False,3.3782430985490137,0.16177067510555745,0.01312472172071022,-0.43177536569768227
SMALLk80d14,SMALL,SMALL,SCREENED,M,W,False,3.3782430985490137,0.3457207557618798,0.0412185633647173,-0.34208241182981347
SMALLk80d14,SMALL,SMALL,PHASE-AVG,M,W,False,3.3782430985490137,0.16177067510555745,0.01312472172071022,-0.43177536569768227
SMALLk80d15,SMALL,SMALL,CONST-W0,2W,W,False,5.53077534496551,0.246030693084116,0.024221112454010152,-0.2801927151774075
SMALLk80d15,SMALL,SMALL,REC,2W,W,False,5.53077534496551,0.3338082854521803,0.036547464921468764,-0.29407630643561766
SMALLk80d15,SMALL,SMALL,SCREENED,2W,W,False,5.53077534496551,0.246030693084116,0.024221112454010152,-0.2801927151774075
SMALLk80d15,SMALL,SMALL,PHASE-AVG,2W,W,False,5.53077534496551,0.3806966860541409,0.042609389285767296,-0.26609693628070075
