cost,claim_set,H,s,k,n_books,n_ge_080,n_ge_050,median_share,max_share,argmax,min_share,median_bind,live_share
0,MEMO8,756,21,1,8,0,3,0.41193181818181823,0.7272727272727273,K4,0.005681818181818182,0.0,0.25
0,MEMO8,756,21,2,8,0,0,0.3352272727272727,0.48863636363636365,K8,0.005681818181818182,0.09943181818181818,0.20454545454545456
0,MEMO8,756,21,3,8,0,0,0.11079545454545456,0.3068181818181818,K8,0.005681818181818182,0.3068181818181818,0.07954545454545454
0,MEMO8,756,21,4,8,0,0,0.048295454545454544,0.11363636363636363,K8,0.005681818181818182,0.36079545454545453,0.045454545454545456
0,MEMO8,756,63,1,8,0,3,0.423728813559322,0.7457627118644068,K4,0.0,0.0,0.23728813559322035
0,MEMO8,756,63,2,8,0,2,0.35593220338983056,0.5084745762711864,K4,0.0,0.09322033898305085,0.1864406779661017
0,MEMO8,756,63,3,8,0,0,0.11016949152542374,0.3050847457627119,K8,0.0,0.3050847457627119,0.03389830508474576
0,MEMO8,756,63,4,8,0,0,0.059322033898305086,0.1016949152542373,K6,0.0,0.364406779661017,0.05084745762711865
0,MEMO8,1260,21,1,8,1,7,0.618421052631579,0.8618421052631579,K4,0.006578947368421052,0.0,0.17763157894736842
0,MEMO8,1260,21,2,8,0,7,0.5986842105263157,0.7828947368421053,K4,0.006578947368421052,0.023026315789473683,0.17763157894736842
0,MEMO8,1260,21,3,8,0,1,0.3980263157894737,0.6513157894736842,K8,0.006578947368421052,0.1907894736842105,0.08552631578947369
0,MEMO8,1260,21,4,8,0,0,0.15789473684210525,0.4144736842105263,K8,0.006578947368421052,0.4473684210526316,0.05921052631578947
0,MEMO8,1260,63,1,8,1,7,0.6078431372549019,0.8823529411764706,K4,0.0,0.0,0.17647058823529413
0,MEMO8,1260,63,2,8,1,7,0.6078431372549019,0.8235294117647058,K4,0.0,0.00980392156862745,0.17647058823529413
0,MEMO8,1260,63,3,8,0,1,0.4019607843137255,0.6470588235294118,K8,0.0,0.18627450980392157,0.0784313725490196
0,MEMO8,1260,63,4,8,0,0,0.16666666666666669,0.39215686274509803,K8,0.0,0.4117647058823529,0.058823529411764705
0,MEMO12,756,21,1,12,0,5,0.45738636363636365,0.7272727272727273,K4,0.005681818181818182,0.0,0.25
0,MEMO12,756,21,2,12,0,0,0.3068181818181818,0.48863636363636365,K8,0.005681818181818182,0.11647727272727273,0.20454545454545456
0,MEMO12,756,21,3,12,0,0,0.11079545454545456,0.3068181818181818,K8,0.005681818181818182,0.3068181818181818,0.07954545454545454
0,MEMO12,756,21,4,12,0,0,0.048295454545454544,0.11363636363636363,K8,0.0,0.36363636363636365,0.045454545454545456
