panel,book,f,m,cost,CAGR,Sharpe,MaxDD,gross,OOS_Sharpe,m_CAGR,m_DD,pass4b,fail4b,floor_only
u56,R20,0.0,0.6,10.0,0.09236531894959787,1.1701996519086595,-0.13784832771179223,0.4485043198680801,1.1667202695508418,-0.014230995956368342,0.06445508398859734,False,CAGR,True
u56,R20,0.0,0.6,25.0,0.0834533636838537,1.0653086113858703,-0.13871354387585988,0.4485043198680801,1.0704496774282535,-0.023142951222112518,0.06358986782452969,False,CAGR,True
u56,R20,0.0,0.8,10.0,0.12357226427163015,1.1706447644934455,-0.18071925404636513,0.5978274407917609,1.167248333816834,0.016975949365663934,0.02158415765402444,True,-,False
u56,R20,0.0,0.8,25.0,0.1114160117267049,1.0662044279435767,-0.181812649340801,0.5978274407917609,1.0714311836578059,0.004819696820738684,0.020490762359588577,True,-,False
u56,R20,0.0,1.0,10.0,0.1549168325251733,1.17098731330246,-0.22210408719864583,0.747068832234263,1.1676752607259366,0.04832051761920708,-0.01980067549825626,False,DD,False
u56,R20,0.0,1.0,25.0,0.13936214243464784,1.0668696117978038,-0.2234027013672909,0.747068832234263,1.0721876011978528,0.032765827528681624,-0.021099289666901333,False,DD,False
u56,R20,0.0,1.2,10.0,0.18634807047992163,1.1712052639455732,-0.26203702356332437,0.896232963212687,1.1679809658253095,0.07975175557395542,-0.0597336118629348,False,DD,False
u56,R20,0.0,1.2,25.0,0.16722331868741058,1.067248767881856,-0.26352603303380784,0.896232963212687,1.0726680188077793,0.060627003781444366,-0.06122262133341827,False,DD,False
u56,R20,0.0,1.4,10.0,0.20629564473273665,1.1614593518388312,-0.2926527595935067,0.9995901932936359,1.1572571949516224,0.09969932982677043,-0.0903493478931171,False,DD,False
u56,R20,0.0,1.4,25.0,0.1841538969135581,1.0553684254274174,-0.2943366900539519,0.9995901932936359,1.0598111638705079,0.07755758200759189,-0.09203327835356234,False,DD,False
u56,S3-5,0.05,0.6,10.0,0.08904379015147268,1.1719847383137776,-0.132499760122897,0.4504514019341594,1.1637126747685025,-0.017552524754493537,0.06980365157749258,False,CAGR,True
u56,S3-5,0.05,0.6,25.0,0.08005999047775836,1.0617865797512822,-0.13336048300556436,0.4504514019341594,1.0626913882571667,-0.026536324428207858,0.06894292869482521,False,CAGR,True
u56,S3-5,0.05,0.8,10.0,0.11911701884188441,1.1723551670129282,-0.17385242483802155,0.6004303323341073,1.1641567682124676,0.012520703935918198,0.028450986862368022,True,-,False
u56,S3-5,0.05,0.8,25.0,0.10685886268031197,1.0624926602080857,-0.1749541015841256,0.6004303323341073,1.063473915663206,0.00026254777434575605,0.02734931011626396,True,-,False
u56,S3-5,0.05,1.0,10.0,0.14932353934873133,1.1726402072597246,-0.21384511172596643,0.7503304180042856,1.1645140375220044,0.04272722444276511,-0.011541700025576862,False,DD,False
u56,S3-5,0.05,1.0,25.0,0.13363707386260248,1.0630104306474137,-0.2151728477329663,0.7503304180042856,1.0640675469076881,0.02704075895663627,-0.012869436032576731,False,DD,False
u56,S3-5,0.05,1.2,10.0,0.1796199594330854,1.1728246325795821,-0.2525066834772737,0.9001558232962967,1.1647703394255406,0.07302364452711918,-0.050203271776884106,False,DD,False
u56,S3-5,0.05,1.2,25.0,0.16033830590093245,1.0633018090044908,-0.25405173259369285,0.9001558232962967,1.064436639832391,0.05374199099496624,-0.05174832089330328,False,DD,False
u56,S3-5,0.05,1.4,10.0,0.19984598320391744,1.1728937610450076,-0.2775524937876215,1.0,1.164888695357909,0.09324966829795123,-0.07524908208723191,False,DD,False
u56,S3-5,0.05,1.4,25.0,0.1780695237891352,1.0633753507830397,-0.2792357221756542,1.0,1.0645666107446519,0.07147320888316899,-0.07693231047526461,False,DD,False
u56,S3-10,0.1,0.6,10.0,0.08609091839794325,1.1847938697112144,-0.12478801646966076,0.45043696324531796,1.1732301057746348,-0.020505396508022966,0.07751539523072881,False,CAGR,True
u56,S3-10,0.1,0.6,25.0,0.07723018398832271,1.0707767846702956,-0.12563915672326442,0.45043696324531796,1.0692110265289996,-0.029366130917643507,0.07666425497712515,False,CAGR,True
u56,S3-10,0.1,0.8,10.0,0.11518677091442986,1.1851397652416384,-0.16390638692468007,0.6004169590912195,1.1736466382460067,0.008590456008463643,0.0383970247757095,True,-,False
u56,S3-10,0.1,0.8,25.0,0.10310156723150565,1.071424203378024,-0.1650006304858216,0.6004169590912195,1.069928786062236,-0.0034947476744605632,0.03730278121456798,False,CAGR,True
u56,S3-10,0.1,1.0,10.0,0.14442737348881796,1.185404409923423,-0.20182521725193803,0.750320461804211,1.1739805295940593,0.03783105858285174,0.000478194448451541,True,-,False
u56,S3-10,0.1,1.0,25.0,0.12896881553015538,1.071891066964949,-0.2031505702707619,0.750320461804211,1.0704653416723076,0.022372500624189162,-0.0008471585703723195,False,DD,False
u56,S3-10,0.1,1.2,10.0,0.17377702961388541,1.185587191461416,-0.23856413544790267,0.9001512809898066,1.1742305897058527,0.0671807147079192,-0.0362607237475131,False,DD,False
u56,S3-10,0.1,1.2,25.0,0.1547873491167837,1.0721757396230323,-0.24010788981949072,0.9001512809898066,1.070817333738499,0.048191034210817496,-0.03780447811910115,False,DD,False
u56,S3-10,0.1,1.4,10.0,0.1933852948079775,1.1856619466396554,-0.26241177399795357,1.0,1.1743499946557896,0.08678897990201129,-0.060108362297564,False,DD,False
u56,S3-10,0.1,1.4,25.0,0.17194888625818705,1.0722602114154929,-0.2640950351610054,1.0,1.0709474555515488,0.06535257135222083,-0.06179162346061584,False,DD,False
u56,S3-15,0.15,0.6,10.0,0.08307834950810089,1.197665233572077,-0.11793919479185833,0.4504221829918368,1.1826835032587049,-0.023517965397865326,0.08436421690853124,False,CAGR,True
u56,S3-15,0.15,0.6,25.0,0.07431934551210828,1.079213953347102,-0.11878695706469988,0.4504221829918368,1.0751760786156213,-0.032276969393857935,0.08351645463568969,False,CAGR,True
u56,S3-15,0.15,0.8,10.0,0.11117179122045817,1.1979882037193632,-0.15505335204517334,0.6004032211868408,1.1830668473430344,0.004575476314491955,0.047250059655216226,True,-,False
u56,S3-15,0.15,0.8,25.0,0.09923075005489768,1.079805269163421,-0.15614467465116877,0.6004032211868408,1.0758190552619786,-0.00736556485106854,0.0461587370492208,False,CAGR,True
u56,S3-15,0.15,1.0,10.0,0.13941929993472768,1.1982424682758457,-0.191099897557804,0.7503101943717538,1.1833765249585766,0.032822985028761464,0.01120351414258558,True,-,False
u56,S3-15,0.15,1.0,25.0,0.12415404508709482,1.0802453466965005,-0.19242165691624924,0.7503101943717538,1.0763010908002777,0.017557730181128606,0.009881754784140329,True,-,False
u56,S3-15,0.15,1.2,10.0,0.16779054079534683,1.1984266640000312,-0.2260959995122881,0.9001465765229747,1.1836156806835645,0.061194225889380616,-0.023792587811898525,False,DD,False
u56,S3-15,0.15,1.2,25.0,0.1490513958510662,1.0805305603557638,-0.22763612979653403,0.9001465765229747,1.076629611819977,0.04245508094509998,-0.025332718096144458,False,DD,False
u56,S3-15,0.15,1.4,10.0,0.18675733128473238,1.1985075593860752,-0.24885170298935988,1.0,1.1837336333290787,0.08016101637876616,-0.04654829128897031,False,DD,False
u56,S3-15,0.15,1.4,25.0,0.16561463214464855,1.080627242748517,-0.25053137684377624,1.0,1.076757488246662,0.05901831723868234,-0.048227965143386675,False,DD,False
u56,S3-20,0.2,0.6,10.0,0.08000585337128707,1.210569885204456,-0.11143530859894135,0.4504070390876397,1.1920676800146632,-0.026590461534679144,0.09086810310144822,False,CAGR,True
u56,S3-20,0.2,0.6,25.0,0.07133343262925229,1.0870706260311522,-0.11227656255730734,0.4504070390876397,1.0805608299906737,-0.035262882276713925,0.09002684914308223,False,CAGR,True
u56,S3-20,0.2,0.8,10.0,0.10707230520172306,1.2108719673046227,-0.14663105608797122,0.6003890980217833,1.192413530416626,0.00047599029575684515,0.055672355612418345,True,-,False
u56,S3-20,0.2,0.8,25.0,0.09525534238485922,1.0876092096136456,-0.14771559021627967,0.6003890980217833,1.0811220078644839,-0.011340972521106996,0.0545878214841099,False,CAGR,True
u56,S3-20,0.2,1.0,10.0,0.13429888179210647,1.2111172977962321,-0.18087748176451712,0.7502996002901692,1.1926989589925625,0.027702566886140256,0.021425929935872445,True,-,False
u56,S3-20,0.2,1.0,25.0,0.11920166424488698,1.0880245532900068,-0.18219109963650482,0.7502996002901692,1.0815535891630756,0.012605349338920768,0.020112312063884752,True,-,False
u56,S3-20,0.2,1.2,10.0,0.16165996146953177,1.2113027463611505,-0.21419041751221424,0.9001417028423723,1.1929228915114134,0.05506364656356555,-0.011887005811824669,False,DD,False
