rule,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,vs_SPY,vs_v1,OOS_4b,note
S_LVL,STK20/CAND20,0.13941730843529965,1.4458357630694096,-0.1211394688166969,0.5638249958871254,0.6987719283777156,PASS,highest IS level Sharpe
S_CORR,SMALL484/CAND20,0.07733245191648264,0.5103667394938518,-0.2634680191668777,-0.3716440276884324,-0.2366970951978422,FAIL,LOWEST IS mean pairwise correlation
S_XSMOM,ETF36/CAND20,0.08073733344914702,0.9418936547049168,-0.15168285881703936,0.0598828875226326,0.1948298200132228,FAIL,highest IS cross-sectional momentum efficacy
S_TSMOM,STK20/CAND20,0.13941730843529965,1.4458357630694096,-0.1211394688166969,0.5638249958871254,0.6987719283777156,PASS,highest IS per-name trend persistence
S_DISP,SMALL484/CAND20,0.07733245191648264,0.5103667394938518,-0.2634680191668777,-0.3716440276884324,-0.2366970951978422,FAIL,highest IS dispersion (idea 73's S3)
S_ISS,BSTK100/CAND20,0.13172766443583872,0.9383178038128173,-0.2040229831041933,0.05630703663053305,0.19125396912112325,FAIL,highest IS Sharpe at n=20
S1,STK20/CAND10,0.21130645694099348,1.3635356506313179,-0.17267346083768687,0.48152488344903366,0.6164718159396239,PASS,idea 73's S1
NOTHING,U56/CAND20,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.2859804666246807,0.4209273991152709,PASS,"incumbent universe, no selection"
