clause,q,panel,ladder,stat,rungs,peak,gap,spread,floor,published_set,set_size,decided,content,exp_false,err,price,contentless,note,coarse,M
LONGER_TAPE,0.8,U56,CADENCE,CAGR,4,W,0.16042241106593025,0.906597672704823,0.906597672704823,"['D', 'W', 'Q']",3,1,0.3333333333333333,0.06727342989945284,0.06727342989945284,14.864709611128855,False,"M=2x tape, PROJECTED floor 0.723088 (was 0.906598)",,2.0
LONGER_TAPE_M4,0.8,U56,CADENCE,CAGR,4,W,0.16042241106593025,0.906597672704823,0.906597672704823,"['D', 'W', 'Q']",3,1,0.3333333333333333,0.017162062798339095,0.017162062798339095,58.268053890163934,False,"M=4x tape, PROJECTED floor 0.723088 (was 0.906598)",,4.0
LONGER_TAPE_M8,0.8,U56,CADENCE,CAGR,4,W,0.16042241106593025,0.906597672704823,0.906597672704823,"['D', 'W', 'Q']",3,1,0.3333333333333333,0.001382064114829662,0.001382064114829662,723.5554336950923,False,"M=8x tape, PROJECTED floor 0.723088 (was 0.906598)",,8.0
AS_WRITTEN,0.8,U56,CADENCE,DD,4,W,0.8170754711183754,4.003291955027809,inf,"['D', 'W', 'M', 'Q']",4,0,0.0,0.0,,,True,"floor inf, tie 4 of 4",,
ANNOTATED,0.8,U56,CADENCE,DD,4,W,0.8170754711183754,4.003291955027809,inf,['W'],1,3,1.0,0.8039999999999999,0.26799999999999996,3.7313432835820897,False,"point argmax, gap 0.817075 vs floor inf",,
WIDER_RUNGS,0.8,U56,CADENCE,DD,4,Q,0.8170754711183754,4.003291955027809,inf,"['D', 'W', 'M', 'Q']",4,0,0.0,0.0,,,True,"coarse 3 of 4 rungs, floor inf, 1 unadjudicated",step2,
WIDER_RUNGS_ENDS,0.8,U56,CADENCE,DD,4,Q,0.8170754711183754,4.003291955027809,inf,"['D', 'W', 'M', 'Q']",4,0,0.0,0.0,,,True,"ENDS-ONLY, reported beside, never selected on",ends,
LONGER_TAPE,0.8,U56,CADENCE,DD,4,W,0.8170754711183754,4.003291955027809,inf,"['D', 'W', 'M', 'Q']",4,0,0.0,0.0,,,True,"M=2x tape, PROJECTED floor inf (was inf)",,2.0
LONGER_TAPE_M4,0.8,U56,CADENCE,DD,4,W,0.8170754711183754,4.003291955027809,inf,"['W', 'Q']",2,2,0.6666666666666666,0.24772717552586632,0.12386358776293316,8.073397663193278,False,"M=4x tape, PROJECTED floor 3.94979 (was inf)",,4.0
LONGER_TAPE_M8,0.8,U56,CADENCE,DD,4,W,0.8170754711183754,4.003291955027809,inf,"['W', 'Q']",2,2,0.6666666666666666,0.11539545687744945,0.05769772843872473,17.331704853198943,False,"M=8x tape, PROJECTED floor 3.94979 (was inf)",,8.0
AS_WRITTEN,0.8,B136,N,S_FULL,9,30,0.0013056747034598803,0.12053112976248326,0.11922545505902338,"[8, 10, 12, 15, 20, 25, 30, 40]",8,1,0.125,0.18600000000000005,0.18600000000000005,5.376344086021504,False,"floor 0.119225, tie 8 of 9",,
ANNOTATED,0.8,B136,N,S_FULL,9,30,0.0013056747034598803,0.12053112976248326,0.11922545505902338,[30],1,8,1.0,2.5100000000000007,0.3137500000000001,3.187250996015935,False,"point argmax, gap 0.00130567 vs floor 0.119225",,
WIDER_RUNGS,0.8,B136,N,S_FULL,9,25,0.0013056747034598803,0.12053112976248326,0.11922545505902338,"[8, 10, 12, 15, 20, 25, 30, 40]",8,1,0.125,0.16100000000000003,0.16100000000000003,6.211180124223601,False,"coarse 5 of 9 rungs, floor 0.119225, 4 unadjudicated",step2,
WIDER_RUNGS_ENDS,0.8,B136,N,S_FULL,9,40,0.0013056747034598803,0.12053112976248326,0.11922545505902338,"[5, 8, 10, 12, 15, 20, 25, 30, 40]",9,0,0.0,0.0,,,True,"ENDS-ONLY, reported beside, never selected on",ends,
LONGER_TAPE,0.8,B136,N,S_FULL,9,30,0.0013056747034598803,0.12053112976248326,0.11922545505902338,"[10, 12, 15, 20, 25, 30, 40]",7,2,0.25,0.20771431754077074,0.10385715877038537,9.628609253704596,False,"M=2x tape, PROJECTED floor 0.0553342 (was 0.119225)",,2.0
LONGER_TAPE_M4,0.8,B136,N,S_FULL,9,30,0.0013056747034598803,0.12053112976248326,0.11922545505902338,"[15, 25, 30, 40]",4,5,0.625,0.49589046914089263,0.09917809382817852,10.082871745170399,False,"M=4x tape, PROJECTED floor 0.034702 (was 0.119225)",,4.0
