panel,kind,ladder,q,draw,k,Ebar,breadth,Emed,Ebar_IS,breadth_IS,selectivity20,EW_Sharpe,EW_OOS_Sharpe,ADAPT_Sharpe,S1_rho_n_OOS,S2_overlap,S3_reversal,S4_argmax_n,S5_fix_minus_adapt,best_prem,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD
MIX q=0.50 k=40 d0,mix,lad,0.5,0,40.0,19.66987951807229,0.49174698795180727,20.0,19.067692307692308,0.47669230769230775,1.016783045448977,0.9281122286080226,0.8533119265515576,0.9190711240009224,0.7,0.9499999999999998,0.6,15.0,-0.03018758356969753,0.030877191794648984,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0429174134873096,0.07426097410396748,-0.11607526086489217
MIX q=0.50 k=40 d1,mix,lad,0.5,1,40.0,21.44457831325301,0.5361144578313253,23.0,21.51076923076923,0.5377692307692308,0.9326366649811788,0.7982015547493516,0.7476770556604538,0.7895933397894858,0.8999999999999998,0.9242907801418438,0.8,30.0,0.1530816140156338,0.18494947922975868,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.265560803207627,0.10778469067714536,-0.1244195372723309
MIX q=0.50 k=40 d2,mix,lad,0.5,2,40.0,19.773493975903616,0.49433734939759033,21.0,19.676923076923078,0.4919230769230769,1.011455032902754,0.8358674055943419,0.778340731623251,0.8371303278192284,0.9999999999999999,0.9451020408163265,0.8,30.0,-0.03634293134597433,0.013323672644523277,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7768365216113734,0.061825905529166336,-0.13186610095172346
MIX q=0.50 k=60 d0,mix,lad,0.5,0,60.0,31.73975903614458,0.528995983935743,34.0,32.72923076923077,0.5454871794871795,0.6301245065290009,0.7280091273360778,0.6799321297577592,0.6849284628971027,0.0,0.8322128851540617,0.7,30.0,0.03992943843878172,0.043833578200479395,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.8366791935856176,0.06350440913210087,-0.11024744356633487
MIX q=0.50 k=60 d1,mix,lad,0.5,1,60.0,29.680722891566266,0.4946787148594378,32.0,30.22153846153846,0.5036923076923077,0.6738380353156078,0.7963945697854682,0.7639352157387826,0.6420927258441327,0.9999999999999999,0.8427442528735631,0.6,30.0,0.16589659661285328,0.09558786787866069,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.8932958041196518,0.06881269352534525,-0.11140203322045072
MIX q=0.50 k=60 d2,mix,lad,0.5,2,60.0,31.149397590361446,0.5191566265060241,33.0,31.264615384615386,0.5210769230769231,0.6420669915680359,0.7446369146579196,0.7415182436938915,0.7842021640956434,0.8999999999999998,0.844170096021948,0.3,20.0,0.04144666867812774,0.08101191811585151,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.8936601428903408,0.06266914649905009,-0.11298559506638983
MIX q=0.50 k=80 d0,mix,lad,0.5,0,80.0,39.66867469879518,0.49585843373493976,42.0,39.4,0.4925,0.5041761579347,0.7072511154978538,0.5734864151495974,0.6786518016912981,0.8999999999999998,0.7705960264900662,0.3,30.0,0.010799597260618299,0.08459827777453255,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.933194419148442,0.0647706357320994,-0.11240066691988171
MIX q=0.50 k=80 d1,mix,lad,0.5,1,80.0,39.95180722891566,0.49939759036144576,42.0,39.42769230769231,0.4928461538461539,0.5006031363088058,0.7991326790824096,0.6965369364493411,0.7360712179198161,0.19999999999999998,0.7798026315789474,0.1,5.0,0.0743556063719818,0.14568341814368524,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.8060023567037485,0.055699631571394015,-0.11823932551697613
MIX q=0.50 k=80 d2,mix,lad,0.5,2,80.0,39.189156626506026,0.48986445783132526,41.0,38.79076923076923,0.4848846153846154,0.5103452516371014,0.7758608988518629,0.7486017403712062,0.7114185333284673,0.7999999999999999,0.7764163372859024,0.7,30.0,-0.003973268992379597,-0.050203304638856916,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.8927788163151682,0.06003988500105106,-0.11368716895359932
MIX q=0.50 k=100 d0,mix,lad,0.5,0,100.0,53.112048192771084,0.5311204819277109,56.0,52.32923076923077,0.5232923076923077,0.37656239366649275,0.8490844038065706,0.8906606309284342,0.7618184543551901,0.9999999999999999,0.6952651515151514,0.9,30.0,-0.06107664620236142,-0.11669338130011564,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.934782794058489,0.06673286055892991,-0.11599236305729388
