stat,repair,med_LSENS,flip_rate,cells
CAGR,P_RAW,2.608161044415109,0.16666666666666666,12
CAGR,P_FREEZE,1.0,0.0,12
CAGR,P_CMATCH,2.249413056352026,0.0,12
CAGR,P_CMNORM,3.0406509241178012,0.0,12
CAGR,P_ELAST,3.767867298125817,0.0,12
VOL,P_RAW,1.7154129642937508,0.0,12
VOL,P_FREEZE,1.0,0.0,12
VOL,P_CMATCH,2.0180841108474135,0.0,12
VOL,P_CMNORM,2.612796189933728,0.0,12
VOL,P_ELAST,1.9519031465859218,0.0,12
SHARPE,P_RAW,7.415728951002951,0.0,12
SHARPE,P_FREEZE,1.0,0.0,12
SHARPE,P_CMATCH,1.893474886595282,0.0,12
SHARPE,P_CMNORM,2.6428401952304075,0.0,12
SHARPE,P_ELAST,14.022551949665365,0.0,12
MAXDD,P_RAW,1.9967776787248404,0.4166666666666667,12
MAXDD,P_FREEZE,1.0,0.0,12
MAXDD,P_CMATCH,1.2951813396815723,0.4166666666666667,12
MAXDD,P_CMNORM,1.1817455616873191,0.4166666666666667,12
MAXDD,P_ELAST,1.1679505429094406,0.3333333333333333,12
ULCER,P_RAW,3.156669583947701,1.0,12
ULCER,P_FREEZE,1.0,0.0,12
ULCER,P_CMATCH,1.6482626048520148,0.0,12
ULCER,P_CMNORM,1.3210222927824575,0.0,12
ULCER,P_ELAST,1.3751743108004502,0.0,12
CALMAR,P_RAW,2.226407618409185,0.3333333333333333,12
CALMAR,P_FREEZE,1.0,0.0,12
CALMAR,P_CMATCH,1.807421369122475,0.0,12
CALMAR,P_CMNORM,2.0090244843164005,0.08333333333333333,12
CALMAR,P_ELAST,2.2422197510321866,0.0,12
