panel,selector,edge_real,edge_ctrl_mean,edge_ctrl_sd,z,ctrl_pct,rec4b_real,rec4b_ctrl
U56,PICK-4b-IS,0.07944931588715831,0.005649965290515321,0.12445111994777759,0.5929986859709322,0.7,1.0,0.1
U56,PICK-SHARPE,0.08018926099320423,-0.017115897022604448,0.1363841545660703,0.7134638061540346,0.7666666666666667,0.0,0.0
U56,PICK-CALMAR,0.08018926099320423,-0.011598553604283727,0.11822642047108084,0.7763731172080949,0.7333333333333333,0.0,0.0
U56,PICK-J,0.06736115009376742,-0.01997224271498133,0.11692178025990431,0.7469386166941367,0.7333333333333333,1.0,0.16666666666666666
U56,ANCHOR,0.06736115009376742,0.036019818053633613,0.07193857362296473,0.4356679659009643,0.7333333333333333,1.0,0.23333333333333334
U56,CORPUS-MEAN,0.0,0.0,0.0,,1.0,0.4666666666666667,0.09555555555555557
B136,PICK-4b-IS,-0.06020141404188495,-0.005836305681993773,0.10505758089392009,-0.5174791566425399,0.23333333333333334,1.0,0.0
B136,PICK-SHARPE,-0.05366215890101056,-0.006224202054643232,0.10490164342263797,-0.4522136669989493,0.26666666666666666,0.0,0.0
B136,PICK-CALMAR,0.08560432953385566,0.03197112022314092,0.10372726841427574,0.5170598833906372,0.6666666666666666,0.0,0.0
B136,PICK-J,0.08712996503750092,0.023676203804909677,0.09713219427121,0.6532721896039669,0.7333333333333333,0.0,0.23333333333333334
B136,ANCHOR,0.04441145355117626,0.017721718934422512,0.08123815756088056,0.32853692671146856,0.5666666666666667,1.0,0.16666666666666666
B136,CORPUS-MEAN,0.0,0.0,0.0,,1.0,0.4,0.06222222222222225
SMALL,PICK-4b-IS,0.0032984029680037663,0.023040653838932827,0.1346372499443424,-0.14663290344306867,0.5,0.0,0.0
SMALL,PICK-SHARPE,0.0032984029680037663,0.016230590778844915,0.13436717067703538,-0.09624514489424597,0.5333333333333333,0.0,0.0
SMALL,PICK-CALMAR,0.0032984029680037663,0.011934322547192072,0.14640340490384007,-0.05898714981977711,0.5666666666666667,0.0,0.0
SMALL,PICK-J,0.04553873821423621,-0.01709923066678431,0.14123896920539686,0.44348928085087636,0.7,0.0,0.0
SMALL,ANCHOR,0.047481707878078316,-0.03939324452011949,0.10590839359855837,0.8202839212866727,0.8666666666666667,0.0,0.0
SMALL,CORPUS-MEAN,0.0,0.0,0.0,,1.0,0.0,0.0
