panel,statistic,arm,threshold,gross,panel_dependent,IS_Sharpe,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,rate,episodes,pass4a,pass4b,base_CAGR,base_Sharpe,base_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
B136,BREADTH,QUANT,0.4,1.0,True,1.116839206751909,0.1579489503320166,1.162991545759832,-0.20018993141011487,1.2104129941975417,1.1275807618352847,0.14166159544253487,1.258300852064571,-0.14803220440402265,0.12435233160621761,37,False,True,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,DISP,ABS,0.5,1.0,True,1.1480524682716666,0.18923588424462268,1.12201871066808,-0.32721478414341365,1.2332369225764623,1.0226050579153692,0.1859250895188882,1.100579361004539,-0.32721478414341376,0.0,0,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,DISP,QUANT,0.5,1.0,True,1.1480524682716666,0.1896626055589612,1.162695354119288,-0.255855883392356,1.2332369225764623,1.0932056842351126,0.18670190783459906,1.1763677320758568,-0.2558558833923561,0.008560486596080198,9,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,VOL20,ABS,0.3,1.0,True,1.3142422219334762,0.13980599341838973,1.106852440916183,-0.22182057317798687,1.4255560164955996,0.7946926469215387,0.11198073690789379,0.927696061999829,-0.22182057317798742,0.13313809416535255,30,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,VOL20,QUANT,0.6,1.0,True,1.1480524682716666,0.1827775632628863,1.1722366539822509,-0.20018993141011487,1.2332369225764623,1.1079461915235171,0.17419622745385355,1.2023083800866534,-0.19436008226343626,0.01531876548772246,5,False,True,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,CORR,ABS,0.6,1.0,True,1.1063362937850674,0.17048915099458584,1.118891393258144,-0.2558558833923562,1.203749554564778,1.037344801139918,0.16929253464782512,1.1298392421542183,-0.2558558833923561,0.0326650146429376,5,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,CORR,QUANT,0.6,1.0,True,1.12640296662993,0.18515628727874556,1.1944946664244573,-0.20018993141011487,1.2160714093080367,1.1722902198940084,0.18582587502266312,1.2620676953187908,-0.1943600822634367,0.019148456859653076,11,False,True,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,SPYTR,ABS,-0.05,1.0,False,1.0007772546430136,0.13999190844575304,1.03632108518971,-0.2558558833923561,1.1263034066620266,0.9576832555566656,0.14642959233792463,1.0647677056221863,-0.2558558833923561,0.08042351881054291,38,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
B136,SPYTR,QUANT,-0.05,1.0,False,1.150096306431684,0.1595053245708633,1.0781236117400903,-0.2558558833923562,1.2391968246691727,0.9032550367318235,0.13668731655113264,1.0153843184729656,-0.2558558833923561,0.05992340617256139,25,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
SMALL439,BREADTH,ABS,0.4,0.75,True,0.9034103599815665,0.0678821827762619,0.6438496270820948,-0.2803720759624696,0.8331954363746172,0.4957137129282836,0.05464073634436084,0.5098149185518883,-0.2803720759624686,0.2597864768683274,58,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,BREADTH,QUANT,0.48,1.0,True,0.8868151300498746,0.11737728856561191,0.7461801419551453,-0.29297975847581903,0.8636590228049682,0.639791503682093,0.09991016498211902,0.6569928018193044,-0.29297975847581703,0.19496695475343162,39,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,DISP,ABS,0.5,1.0,True,0.7737304115156103,0.13122175544841364,0.6770308933152683,-0.46032779538269797,0.7968992103547006,0.6123984905213491,0.1287568374526633,0.6351153641844326,-0.4603277953826991,0.0,0,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,DISP,QUANT,0.5,0.75,True,0.7591574291408658,0.0977862353898924,0.6607570923009621,-0.361663735820841,0.7439336264972549,0.6192847263379626,0.0958728580939392,0.6166277314938955,-0.3616637358208423,0.009913573970513472,11,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,VOL20,ABS,0.6,0.75,True,0.7069869170321088,0.06873653868628926,0.5282163047992603,-0.2900144379508166,0.746694777619214,0.3718554350041494,0.05695830180568562,0.43622413518237885,-0.2900144379508163,0.04194204372140315,8,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,VOL20,QUANT,0.6,1.0,True,0.7737304115156103,0.14183975113926883,0.7583408046523982,-0.32841873640246966,0.7968992103547006,0.7389444239750201,0.14594468344692157,0.7518055063932203,-0.3284187364024693,0.010421962379257754,3,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,CORR,ABS,0.2,0.75,True,0.8540515311494704,0.05031969265389313,0.4695400975148161,-0.34731135027156224,0.8714919416211244,0.12664276761109708,0.023555421343202765,0.25062923920233277,-0.34731135027156135,0.2320793085917641,34,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,CORR,QUANT,0.5,1.0,True,0.7737304115156103,0.07206686691496156,0.4525231650645649,-0.4810502368326821,0.7968992103547006,0.1783386395608445,0.03482875890405612,0.2706093299062977,-0.48105023683268266,0.05693950177935943,7,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,SPYTR,ABS,-0.05,0.75,False,0.6864811392721337,0.07571663383853577,0.5888020503314695,-0.3178152565521394,0.7354163261920332,0.49599981621138306,0.07363279680510648,0.5449365187176908,-0.3178152565521386,0.06863243518047789,31,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
SMALL439,SPYTR,QUANT,-0.05,0.75,False,0.7708173640297176,0.07756051590334789,0.5924930640783218,-0.3460119983547404,0.7678340897818652,0.4602874969366885,0.0646451365733216,0.49477511789699413,-0.34601199835473995,0.06761565836298933,25,False,False,0.0381370687657927,0.572473372401616,-0.14684660581330145,0.5680478246931868,0.038484818306812274,-0.1468466058133001,0.1412985547640384,0.8615351653832923,-0.33717235283398306,0.8820107009842559,0.15450723909089614,-0.33717235283398284
