panel,statistic,arm,threshold,gross,panel_dependent,IS_Sharpe,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,rate,episodes,pass4a,pass4b,base_CAGR,base_Sharpe,base_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,BREADTH,ABS,0.3,1.0,True,1.0383544163481249,0.14835763730284612,1.1111861033793589,-0.23592902474277277,1.1442610882020279,1.0827605775989106,0.1585401509747668,1.1701154443856545,-0.23592902474277277,0.06530060797117766,29,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,BREADTH,QUANT,0.4,1.0,True,1.1471591534892576,0.1565559365003184,1.1772689652187867,-0.24491843955398063,1.2362886899064367,1.1150707306387393,0.15001067831609105,1.2127916506951038,-0.24491843955398085,0.12159423553253772,33,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,DISP,ABS,0.5,1.0,True,1.111579601178567,0.17694510466682623,1.1221218545518195,-0.29178995433898613,1.195150901420334,1.064237099836313,0.18388417069527785,1.131128178425587,-0.291789954338986,0.0,0,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,DISP,QUANT,0.5,1.0,True,1.1186293794246631,0.17916110430667365,1.1673552907755618,-0.23592902474277277,1.2018270799785062,1.1375444962113452,0.18696317889400693,1.2069878445490658,-0.23592902474277266,0.008106282368835848,13,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,VOL20,ABS,0.3,1.0,True,1.1915535550394551,0.14923140109013922,1.178687533666769,-0.17906117517435194,1.2981464782833687,1.0742863971452172,0.15034213615542424,1.1686180980300185,-0.17906117517435216,0.09930195901823914,25,False,True,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,VOL20,QUANT,0.6,1.0,True,1.111579601178567,0.16883669093601683,1.1459373091755558,-0.22210770185432405,1.195150901420334,1.0972057190933413,0.16904487494433584,1.1769119325287414,-0.22210770185432438,0.016662913758162576,5,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,CORR,ABS,0.5,1.0,True,1.1842572968276188,0.14783827552784135,1.1275279477303635,-0.25146858871290856,1.2840027218732586,0.9862122021709614,0.14210577950512948,1.0814104043059345,-0.25146858871290834,0.11573969826615627,17,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,CORR,QUANT,0.3,1.0,True,1.141068802347105,0.1179932701299915,1.0416693376954,-0.16479411280027878,1.2445595682948485,0.8079307485122157,0.094390210600519,0.9529464227866287,-0.14938226106225294,0.2672821436613375,32,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,SPYTR,ABS,-0.05,0.75,False,0.9299794724777685,0.09960727600648789,1.0290261487927634,-0.21525296203423538,1.051072015167322,1.014844414918571,0.1114323074994894,1.1058740231002866,-0.2152529620342346,0.08038730015762216,38,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
U56,SPYTR,QUANT,-0.05,1.0,False,1.1042248762674056,0.1497216122689664,1.0774204611410683,-0.24685366008508403,1.192318412606568,0.9600351886599192,0.13972901699351592,1.0552295497744764,-0.24685366008508247,0.0598964197252871,25,False,False,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2788365375971416,0.09481988847882783,-0.12054946142590717,0.1515424356997792,0.8855285842005364,-0.33717235283398295,0.8757783801289708,0.15315660628921846,-0.33717235283398284
B136,BREADTH,ABS,0.68,1.0,True,1.084114071865222,0.08807436038306582,0.9122195603970233,-0.17367466056422498,1.2490314370483107,0.5633856243057278,0.06907206944514122,0.7589912503384082,-0.1736746605642252,0.31155665690470824,104,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301
