point,kind,signal,n,CAGR,Vol,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,flips,gross,p4a,f4b,p4b,universe
v1,v1,-,,0.06478305297139286,0.10201929170574103,0.6664694744160106,-0.13827804821227863,0.6409045653228889,0.6920626625762498,0.5534265921534492,-0.13101807065198634,0.07777518253801574,0.7510632499063633,-0.1382780482122784,23.59063621957033,2.837088778729157,0.7495206975788611,False,"H1,H2,OOS,CAGR",False,universe.json
EWall,EWall,-,,0.10419225399116971,0.09907450407375559,1.0502449533938494,-0.1587469210684226,1.0684700041784772,1.0368079185677916,0.9696248694958355,-0.11203541488811963,0.11355844421518202,1.1140654405512067,-0.15874692106842236,8.210608911022444,3.7952906714736363,0.7502083884909142,False,CAGR,False,universe.json
COMP-n5,CAND,COMP,5.0,0.16547784756550676,0.17753704166399567,0.9515698108696748,-0.2157979157871267,0.8991127827463379,1.0019385698157284,0.8949568146894503,-0.18250404815381482,0.18501828664569198,0.9959729349757686,-0.21579791578712604,17.626443416664245,2.0857368183866605,0.7411349544523773,False,"H1,DD",False,universe.json
COMP-n10,CAND,COMP,10.0,0.12870217155903663,0.14101042540742337,0.929411710027175,-0.1753816316402228,0.9175672405452285,0.9451159500140361,0.8694950769881696,-0.1410886196207678,0.14387553152413513,0.9760402744346048,-0.1753816316402228,13.860173008674133,3.2213835060838214,0.7371528162660693,False,H1,False,universe.json
COMP-n20,CAND,COMP,20.0,0.1267328078382215,0.11528163443139272,1.0930789903925349,-0.18308321629461444,1.0882783023843388,1.1033179868221341,0.9928957406191273,-0.11653191428501597,0.14386392023085048,1.169657001611733,-0.1830832162946141,9.632867058472202,4.384407390716539,0.7168040100062943,False,-,True,universe.json
COMP-n30,CAND,COMP,30.0,0.11037353055914534,0.09978520713914618,1.0994447105264578,-0.1656230017087934,1.0256489635214978,1.1684542582610968,0.9171005269186504,-0.12110559188998615,0.13045618512705537,1.240089462945948,-0.16562300170879352,6.976712555765023,4.6784587652095535,0.6880456752142957,False,-,True,universe.json
PROX-n5,CAND,PROX,5.0,0.015388156487746718,0.09143024521904024,0.21284327490603022,-0.21001326910032492,0.13444902674191994,0.2753847470424621,0.14473909744835978,-0.21001326910032492,0.02123347275648313,0.25947219463507326,-0.13300692866953323,40.18502883707531,4.830554303740423,0.6703114687337101,False,"H1,H2,OOS,DD,CAGR",False,universe.json
PROX-n10,CAND,PROX,10.0,0.05648676761960636,0.08789034038676206,0.669310811777109,-0.15353726596197548,0.6587025915433957,0.6815896144144007,0.5512230108081212,-0.09338355114523134,0.06742710683778519,0.7593153861803511,-0.15353726596197614,31.14937220228549,7.4344299233889135,0.7707398542706312,False,"H1,H2,OOS,CAGR",False,universe.json
PROX-n20,CAND,PROX,20.0,0.07893683756060921,0.08512709349330312,0.9352971635877315,-0.1459706825527588,0.9978323000033783,0.8809990043961545,0.8973515418159491,-0.09917787407269485,0.0833256786612464,0.9654924065301296,-0.14597068255275902,14.840864605325333,7.0004506534474995,0.7208831753271834,False,CAGR,False,universe.json
PROX-n30,CAND,PROX,30.0,0.08861632852708357,0.08386004272485277,1.0546800278239263,-0.14529265267207347,1.0345190223338283,1.0747536022433688,0.924799501957382,-0.11105176357517976,0.09933037959219648,1.159223142555162,-0.1452926526720737,7.8286717180677465,5.398377647589004,0.6893088126302477,False,CAGR,False,universe.json
BLEND-n5,CAND,BLEND,5.0,0.07340962211385205,0.12904112131720077,0.6137138072822903,-0.2403074509618388,0.4344368023064278,0.7660300517032099,0.41482501599152904,-0.17233941966643396,0.09938161026696446,0.757135650876545,-0.24030745096183914,36.36336611237198,4.3681838666065795,0.7352320518451366,False,"H1,H2,OOS,DD,CAGR",False,universe.json
BLEND-n10,CAND,BLEND,10.0,0.08052236191075468,0.1102235082925659,0.7579716242361417,-0.17104186078915373,0.7308584705583969,0.7861560834044156,0.6645975466838637,-0.13281297739565678,0.09395813665085706,0.828084435731524,-0.17104186078915384,24.71538955456939,5.889139251915277,0.7333209375392937,False,"H1,H2,OOS,CAGR",False,universe.json
BLEND-n20,CAND,BLEND,20.0,0.0984498040871844,0.09830237420689272,1.0046555088682283,-0.16770348056338635,0.981987337922596,1.0284436400644783,0.8632732701226489,-0.11360565556210245,0.11433949096704277,1.1134097817596098,-0.1677034805633867,13.314368700440596,6.2359170797656605,0.7156426660417977,False,CAGR,False,universe.json
BLEND-n30,CAND,BLEND,30.0,0.10067652712802033,0.0908513079564115,1.1015661375997192,-0.15220367766273424,1.0859953438178853,1.118375625790595,0.9780790278775419,-0.10865774114410398,0.11347403930513567,1.1981315922246998,-0.15220367766273435,7.794536447001184,5.321315908066697,0.6871998258675798,False,CAGR,False,universe.json
v1,v1,-,,0.06443803465431697,0.1064509838261457,0.64005636864085,-0.2119126252012078,0.761663824992074,0.5367002871519412,0.7206752376579383,-0.09475658146654786,0.05993465987462976,0.5806254196652835,-0.21191262520120724,29.436446075058328,1.4888662089441453,0.7498269085175049,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
EWall,EWall,-,,0.10732139175775979,0.10457986772551611,1.0274084463596747,-0.17687931105226484,1.1455805669458592,0.9169029133083803,1.0349817468504359,-0.11419657283809181,0.10612635786550473,1.0209055859743943,-0.17687931105226518,8.268360031431378,3.923408795694934,0.750189981176897,True,-,True,universe_broad.json
COMP-n5,CAND,COMP,5.0,0.1665084073899452,0.19677319880713365,0.8814911069842879,-0.23360216875142314,1.016006756794844,0.7767017667394427,0.980892393108672,-0.21978080239862174,0.1610605931746525,0.8159951604600952,-0.23360216875142348,21.33818137750315,1.0763592503247357,0.745138220751322,False,"H2,OOS,DD",False,universe_broad.json
COMP-n10,CAND,COMP,10.0,0.1416981508852826,0.1633210059750692,0.893457586495665,-0.2144479293225957,1.1101910285228564,0.7141236485214572,1.0479956493179798,-0.18637186356927726,0.12763659195941246,0.7838656117905733,-0.21444792932259593,17.530007616520276,1.7214232696233067,0.7447518839537868,False,"H2,OOS,DD",False,universe_broad.json
COMP-n20,CAND,COMP,20.0,0.13105840449757844,0.13862354703148685,0.9581005002731565,-0.20052048331108308,1.1245793721813317,0.8135015892469585,1.0438252085761737,-0.13640152927004,0.125223365010801,0.893984757566131,-0.20052048331108285,13.776359919962262,2.6470588235294117,0.7390521142119715,True,H2,False,universe_broad.json
COMP-n30,CAND,COMP,30.0,0.12234219915304223,0.127041740200609,0.972397321160889,-0.20296607416739587,1.145838659691442,0.8184379525328943,1.060563703261231,-0.12747576563921525,0.11555287409271009,0.9043262348025412,-0.20296607416739565,11.800806399521857,3.35892558916311,0.7345736079606159,True,"H2,DD",False,universe_broad.json
PROX-n5,CAND,PROX,5.0,0.00743214411263704,0.0901290145201647,0.12730693392404893,-0.22319908053094473,-0.03490249468480158,0.26632716302124965,-0.026396956615939913,-0.22319908053094473,0.01866647790864473,0.24541139856637156,-0.18388663165102803,36.13165875750295,1.8262200779365376,0.48004097436619,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
PROX-n10,CAND,PROX,10.0,0.03435359501734525,0.09641340051887501,0.3986566581092942,-0.22099080779854907,0.4474032485902135,0.364550775879754,0.43331871278123296,-0.13427896429277908,0.03452469169254391,0.3779305740880985,-0.22099080779854963,44.587094587306595,4.421089255891631,0.6807233856436377,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
PROX-n20,CAND,PROX,20.0,0.05184834088804835,0.0945607487153197,0.5820025765011952,-0.1501994548805613,0.7304842541624984,0.45535345563325647,0.6177738520478453,-0.11278336820044277,0.050806720454644516,0.5554148279148756,-0.1501994548805614,35.76496847003836,7.04393208387456,0.7671079558455115,False,"H1,H2,OOS,CAGR",False,universe_broad.json
PROX-n30,CAND,PROX,30.0,0.07219472477001232,0.09301294107566067,0.7961627505075582,-0.15391833003936872,0.9367848209160297,0.6695825112820224,0.8331314317974233,-0.10277347881041254,0.07009131851180794,0.7664757962011721,-0.15391833003936906,25.322853611894764,7.450593802189646,0.7466366304747266,True,"H1,H2,OOS,CAGR",False,universe_broad.json
BLEND-n5,CAND,BLEND,5.0,0.07542241556595553,0.14427662991173237,0.57637066157957,-0.2719851199381773,0.6479601796726926,0.5160633721657236,0.5381448206497066,-0.25409428893319586,0.0829977540047464,0.606082354685666,-0.27198511993817553,45.7288446449712,2.2938393022824273,0.7391717931820417,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
BLEND-n10,CAND,BLEND,10.0,0.06943169883368472,0.12458147880467711,0.6013433368743957,-0.20105079182864305,0.6551072618014097,0.5561797519771732,0.599508639036168,-0.14878636912737486,0.07205944400601383,0.6035274425840619,-0.20105079182864172,37.02434513025675,3.674568565596586,0.7394002477459791,False,"H1,H2,OOS,CAGR",False,universe_broad.json
