panel,target,window,gross,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_CAGR,IS_MaxDD,realised_gross,turnover_yr,keep4a,keep4b_full,keep4b_oos
U56,0.1,10,1.0,0,0.12603841529362048,1.2268436151334103,-0.14149243730913708,1.2563128549997007,1.1999831963249965,0.13654862964814973,1.315594157941823,-0.14149243730913708,1.118020800676488,0.11338634306477391,-0.10102994550887678,0.7991772273839912,4.847343799579152,False,True,True
U56,0.1,10,1.0,10,0.12058689460514538,1.1787139718706556,-0.14224796817699958,1.2101722669770065,1.1499315658025802,0.1310542309961491,1.2677980318675584,-0.1422479681769997,1.0695197394061315,0.10798653715733275,-0.1028779785875924,0.7991772273839912,4.847343799579152,False,True,True
U56,0.1,10,1.0,25,0.11245694408236173,1.106336933585359,-0.14338063426248404,1.140808459963732,1.074644460401092,0.12286022293588816,1.1958821797761392,-0.14338063426248382,0.9966333603099011,0.0999338445605944,-0.1075928810950938,0.7991772273839912,4.847343799579152,False,True,True
U56,0.1,10,1.0,50,0.09903231022115655,0.985331555858273,-0.1497594687782754,1.0248944844665675,0.9487258740002049,0.10932951620839826,1.0755417281241368,-0.14975946877827595,0.8749054893467346,0.08663713845367305,-0.11716274541279426,0.7991772273839912,4.847343799579152,False,False,True
U56,0.1,20,1.0,0,0.12574982989142702,1.2329213856855021,-0.14346551276457498,1.265567007342297,1.202551943453944,0.13571459652947238,1.3215503942956237,-0.14346551276457542,1.1250111916028165,0.11374801069661977,-0.10774024277676364,0.7912393091074524,2.9760093786356427,False,True,True
U56,0.1,20,1.0,10,0.1224003274248624,1.2031140093224206,-0.14550327193017465,1.236901671108042,1.1716356399169061,0.1323475327144108,1.2919291995285271,-0.14550327193017565,1.0950039554715176,0.1104198012373776,-0.10900046684522657,0.7912393091074524,2.9760093786356427,False,True,True
U56,0.1,20,1.0,25,0.11739395903336058,1.15833357496775,-0.14855115767056304,1.1938415474145698,1.1251846604924334,0.1273148820576928,1.2474167327207168,-0.14855115767056282,1.0499383294759677,0.10544529986688644,-0.11088774546370028,0.7912393091074524,2.9760093786356427,False,True,True
U56,0.1,20,1.0,50,0.10909748919433349,1.083540201950867,-0.15360771169564968,1.121934257383212,1.047588357238564,0.11897476712117316,1.1730383646944669,-0.1536077116956499,0.9747102719786753,0.09720174923934422,-0.11402507262557293,0.7912393091074524,2.9760093786356427,False,True,True
U56,0.1,40,1.0,0,0.122685299903867,1.1883858722225016,-0.16856743596605006,1.2462805212238528,1.1356744830995522,0.1313015084414706,1.2554251001805985,-0.1685674359660504,1.1053942455175099,0.11229428934555741,-0.10859133690088829,0.7828756540676165,2.0019218178149623,False,True,True
U56,0.1,40,1.0,10,0.12043741880510495,1.1686799202393268,-0.16921820041595537,1.226974365735724,1.1155613991047686,0.12903439214873957,1.2359181021744574,-0.16921820041595503,1.085456997710098,0.11006958540683054,-0.11006574509405698,0.7828756540676165,2.0019218178149623,False,True,True
