panel,chooser,book,note,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,base_H1,base_H2,base_oos_CAGR,base_oos_Sharpe,base_oos_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_H1,spy_H2,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a
U56,IS_WITHIN,LOWVOL|ALL|1.00,best IS residual vs own family mean,0.15818520781265555,1.14109655607546,-0.22181808476366938,1.1451031674651224,1.1412951186993026,0.17447304412408005,1.2173994245274284,-0.2218180847636695,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
U56,IS_POOLED,MADIST|ALL|1.00,911's chooser: best IS residual,0.15818520781265555,1.14109655607546,-0.22181808476366938,1.1451031674651224,1.1412951186993026,0.17447304412408005,1.2173994245274284,-0.2218180847636695,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
U56,IS_FAMILY,MADIST|40|0.75,"label only: family MADIST, median-ordered book",0.10858238332387748,1.194196398151198,-0.13548934320824113,1.1805177849403665,1.2080207284795403,0.12079138306003201,1.30808570940743,-0.13548934320824102,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,True,False
U56,IS_SHARPE,MOM|5|1.00,reference: best IS Sharpe,0.24931999542815997,1.0163260436280892,-0.3460670057986598,1.2372529712701477,0.8441300257062865,0.2092440005800471,0.8446420847364144,-0.3460670057986601,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
B136,IS_WITHIN,MADIST|40|1.00,best IS residual vs own family mean,0.1808412264949617,1.0753153912723088,-0.2935154454989789,1.1943960369935889,0.975615179407733,0.18284898874018096,1.0540237492167985,-0.2935154454989788,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15122886437149563,0.8843572985123862,-0.3371595330739302,0.9570737071317844,0.8249143544295503,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
B136,IS_POOLED,MADIST|40|1.00,911's chooser: best IS residual,0.1808412264949617,1.0753153912723088,-0.2935154454989789,1.1943960369935889,0.975615179407733,0.18284898874018096,1.0540237492167985,-0.2935154454989788,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15122886437149563,0.8843572985123862,-0.3371595330739302,0.9570737071317844,0.8249143544295503,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
B136,IS_FAMILY,MOMVS|40|0.75,"label only: family MOMVS, median-ordered book",0.10970412518237893,0.9965227802290714,-0.22692484636601984,1.2153433783490526,0.8126813596159111,0.10227007577385439,0.9050935627560017,-0.22692484636601995,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15122886437149563,0.8843572985123862,-0.3371595330739302,0.9570737071317844,0.8249143544295503,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
B136,IS_SHARPE,MOM|20|1.00,reference: best IS Sharpe,0.21839139434499932,1.098714171041151,-0.33675172386421526,1.335309714039662,0.9148464276088757,0.20808941399312553,1.002396398065368,-0.33675172386421526,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15122886437149563,0.8843572985123862,-0.3371595330739302,0.9570737071317844,0.8249143544295503,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
SMALL,IS_WITHIN,MOM|40|1.00,best IS residual vs own family mean,0.06877981312011627,0.4317423993843744,-0.5024978582152604,0.6980647733315839,0.2379544707462825,0.041027648314873044,0.2956446367537486,-0.5024978582152619,0.042581665944861236,0.6588197871048763,-0.14161687822607283,0.8052146057908076,0.54707273808813,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.14032612842505277,0.8570358515115033,-0.3371725672418532,0.9026188000443044,0.8407258540576452,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,IS_POOLED,MADIST|40|1.00,911's chooser: best IS residual,0.08040744738263061,0.48342747730775504,-0.48021492527502163,0.59313585436044,0.40440751199808916,0.07331968974033787,0.43808278151369706,-0.4802149252750221,0.042581665944861236,0.6588197871048763,-0.14161687822607283,0.8052146057908076,0.54707273808813,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.14032612842505277,0.8570358515115033,-0.3371725672418532,0.9026188000443044,0.8407258540576452,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,IS_FAMILY,LOWVOL|40|0.75,"label only: family LOWVOL, median-ordered book",0.06799868407986032,0.743150230730575,-0.33106166634690826,1.5045831346688312,0.3648943630075833,0.04661718957707972,0.4781690268822731,-0.33106166634690715,0.042581665944861236,0.6588197871048763,-0.14161687822607283,0.8052146057908076,0.54707273808813,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.14032612842505277,0.8570358515115033,-0.3371725672418532,0.9026188000443044,0.8407258540576452,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
