panel,cost,n_distinct_cells,oos_Sharpe_spread,oos_CAGR_spread,oos_MaxDD_spread,n_pass_4b_oos,agree_4b_oos,n_reach_g100
U56,0,4,0.13216633102468545,0.06641516214952015,0.11075181446381865,5,False,5
U56,10,4,0.11705491502193399,0.06540357259138285,0.1106557403757451,5,False,5
U56,25,3,0.09433830945922783,0.060786472280946136,0.11051164778240141,5,False,5
U56,50,3,0.08137060659679451,0.06204408075387602,0.1102715428965394,5,False,5
B136,0,4,0.05106985271917619,0.05799036706961136,0.11258173553320716,5,False,5
B136,10,4,0.018718465456692535,0.058256347074505,0.11257068337690879,4,False,5
B136,25,3,0.029898916469627057,0.0590017199973083,0.11255408966204827,5,False,5
B136,50,3,0.11110855570522338,0.06023295062174028,0.11252639219449223,0,True,5
