panel,form,gross,label,is808,family,k,lag,cost,window,CAGR,Sharpe,MaxDD,realised_gross,turnover,m_H1,m_H2,m_OOS,m_DD,m_CAGR,keep4b,keep4a
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,10.0,FULL,0.058839522586845217,1.2045514281898857,-0.08030092537238998,0.3565462069349705,0.9968528404092396,0.2922910464415327,0.33845077724417816,0.38975695622174866,12.20026808783844,-4.7072196174072625,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,10.0,IS,0.054671359766756966,1.131476765131721,-0.05276093689725447,0.3565462069349705,0.9968528404092396,0.14418526750538607,0.2772736305697383,0.2772736305697383,7.96116740431207,-5.004020387676593,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,10.0,OOS,0.062284594512126645,1.2637145175090039,-0.08030092537239009,0.3565462069349705,0.9968528404092396,0.45407623327702606,0.3202343593154745,0.3202343593154745,12.200268087838415,-4.461686018610305,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,25.0,FULL,0.05725815155600067,1.1738562153817105,-0.080608091338219,0.3565462069349705,0.9968528404092396,0.2631109473060642,0.30630145205307746,0.357988156353958,12.169551491255536,-4.865356720491717,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,25.0,IS,0.053182892138923465,1.1021209570927863,-0.05313268905611446,0.3565462069349705,0.9968528404092396,0.11789609563051073,0.2434741749249687,0.2434741749249687,7.923992188426071,-5.152867150459943,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,1,25.0,OOS,0.06062618418694532,1.2319457176412132,-0.08060809133821922,0.3565462069349705,0.9968528404092396,0.4259738593700859,0.2844598721860453,0.2844598721860453,12.1695514912555,-4.627527051128437,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,10.0,FULL,0.05786287123858691,1.1807931827828753,-0.07020576744452212,0.35628611725925363,1.0026927978205085,0.22364331219286848,0.35658627494050676,0.40675180549275436,13.209783880625226,-4.804884752233093,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,10.0,IS,0.051196031511244966,1.0577497042030541,-0.053215170626850106,0.35628611725925363,1.0026927978205085,0.07075913032822012,0.20095758580426315,0.20095758580426315,7.9157440313525065,-5.351553213227793,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,10.0,OOS,0.0633851084236019,1.2807093667800096,-0.07020576744452245,0.35628611725925363,1.0026927978205085,0.49751289722600767,0.3082495187380291,0.3082495187380291,13.209783880625178,-4.351634627462779,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,25.0,FULL,0.05627306092730211,1.1497451161012793,-0.07052265817907577,0.35628611725925363,1.0026927978205085,0.19403967706399183,0.3241481327028882,0.37457946977815215,13.17809480716986,-4.963865783361573,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,25.0,IS,0.049704804147212345,1.0281145671358272,-0.05359722084213758,0.35628611725925363,1.0026927978205085,0.044110213298667045,0.16707450778758437,0.16707450778758437,7.877539009823758,-5.500675949631055,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,0,2,25.0,OOS,0.06171322201951224,1.2485370310654074,-0.07052265817907566,0.35628611725925363,1.0026927978205085,0.4685031135990698,0.2725336124348877,0.2725336124348877,13.178094807169858,-4.5188232678717455,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,10.0,FULL,0.0564584143096607,1.1248726796032207,-0.09620580221446162,0.3570691683547687,1.0261548643482836,0.24057143039772155,0.24066675019990347,0.2915824437751815,10.609780403631275,-4.945330445125714,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,10.0,IS,0.05134106373654368,1.0731777382793317,-0.05766176893790664,0.3570691683547687,1.0261548643482836,0.03808718023679902,0.27680325654329985,0.27680325654329985,7.471084200246852,-5.337049990697921,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,10.0,OOS,0.06069152487180696,1.1655400050624367,-0.09620580221446184,0.3570691683547687,1.0261548643482836,0.2978223008629559,0.28174404709662293,0.28174404709662293,10.60978040363124,-4.6209929826422735,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,25.0,FULL,0.05483363279545861,1.0939509117227963,-0.09636168523083966,0.3570691683547687,1.0261548643482836,0.20952734649231863,0.2097012095729628,0.26080944565908726,10.594192101993471,-5.107808596545923,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,25.0,IS,0.04978840413022301,1.0420098958748931,-0.05853909735075691,0.3570691683547687,1.0261548643482836,0.009762681962011022,0.2415902122790392,0.2415902122790392,7.383351358961826,-5.492315951329989,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,1,25.0,OOS,0.059006850711507575,1.1347670069463425,-0.09636168523083932,0.3570691683547687,1.0261548643482836,0.27117896564465926,0.2457749715880696,0.2457749715880696,10.59419210199349,-4.789460398672212,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,10.0,FULL,0.05652184877495858,1.1195654603774918,-0.09821303142577698,0.35704050440748897,1.0279820126737587,0.22938443825257382,0.2410110711230199,0.2903467306791312,10.40905748249974,-4.938986998595926,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,10.0,IS,0.05099751119503604,1.0624887554390048,-0.05426266551716474,0.35704050440748897,1.0279820126737587,0.004286086399984179,0.2970531086590815,0.2970531086590815,7.810994542321042,-5.3714052448486855,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,10.0,OOS,0.061093234013810616,1.1643042919663864,-0.09821303142577653,0.35704050440748897,1.0279820126737587,0.28778219116373416,0.29097750014097945,0.29097750014097945,10.40905748249977,-4.580822068441908,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,25.0,FULL,0.054894071528061916,1.0887757799989222,-0.09837331943820038,0.35704050440748897,1.0279820126737587,0.1986922343235371,0.21003288285084654,0.2595497106294584,10.393028681257398,-5.1017647232855925,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,25.0,IS,0.04944384677581759,1.0316507033966424,-0.05513615523140436,0.35704050440748897,1.0279820126737587,-0.02351388504808849,0.26159419640785786,0.26159419640785786,7.723645570897081,-5.52677168677053,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,1,2,25.0,OOS,0.059403871441325196,1.1335072719167136,-0.09837331943820038,0.35704050440748897,1.0279820126737587,0.26191970992907043,0.2539912609697653,0.2539912609697653,10.393028681257386,-4.74975832569045,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,10.0,FULL,0.05839481408396119,1.185567683535089,-0.08685678063053459,0.35680634814387674,0.9950711819831977,0.25454467160229854,0.34178055564721854,0.3891439674906181,11.544682562023977,-4.751690467695665,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,10.0,IS,0.05101891489512567,1.0857558799076705,-0.05513059261337294,0.35680634814387674,0.9950711819831977,0.06739183028676143,0.2603460672262621,0.2603460672262621,7.724201832700222,-5.369264874839723,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,10.0,OOS,0.06450811470996087,1.2631015287778733,-0.08685678063053448,0.35680634814387674,0.9950711819831977,0.4208447878460606,0.3532490423424032,0.3532490423424032,11.544682562023976,-4.239333998826882,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,25.0,FULL,0.05681632478322163,1.1549239763932808,-0.08708209904933584,0.35680634814387674,0.9950711819831977,0.2226440816876869,0.31214347936358877,0.35959352906763353,11.522150720143854,-4.909539397769621,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,25.0,IS,0.049438537506965696,1.0536285822543436,-0.0559715887936465,0.35680634814387674,0.9950711819831977,0.03743999961923483,0.22494046701802328,0.22494046701802328,7.640102214672867,-5.52730261365572,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,1,25.0,OOS,0.06293125875493688,1.2335510903548887,-0.08708209904933595,0.35680634814387674,0.9950711819831977,0.3952515267815988,0.3192192447211869,0.3192192447211869,11.522150720143829,-4.397019594329281,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,10.0,FULL,0.05821061360241786,1.1782692882310375,-0.08066384644390767,0.35669013646143094,0.9960117925199977,0.2374247112599639,0.3436779299170637,0.38863642186787395,12.16397598068667,-4.770110515849998,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,10.0,IS,0.05017949253425602,1.0692025890538186,-0.05640185065889536,0.35669013646143094,0.9960117925199977,0.04902383993614812,0.24437053566413947,0.24437053566413947,7.597076028147981,-5.453207110926687,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,10.0,OOS,0.06487076903121647,1.2625939831551292,-0.080663846443908,0.35669013646143094,0.9960117925199977,0.43401061951066966,0.3380106213304631,0.3380106213304631,12.163975980686622,-4.203068566701322,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,25.0,FULL,0.05663031332335633,1.1474315070196206,-0.080890709775441,0.35669013646143094,0.9960117925199977,0.20507081699972174,0.3140313539503933,0.35911381583719315,12.141289647533338,-4.928140543756151,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,25.0,IS,0.04859804436284976,1.0365883576135817,-0.05724541083212553,0.35669013646143094,0.9960117925199977,0.018213895260723922,0.2093769496031399,0.2093769496031399,7.512720010824964,-5.611351928067314,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,2,2,25.0,OOS,0.06329149678867396,1.2330713771244484,-0.08089070977544088,0.35669013646143094,0.9960117925199977,0.4085517219022363,0.30397569598615803,0.30397569598615803,12.141289647533334,-4.360995790955573,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,10.0,FULL,0.05872117972246582,1.1771055239783754,-0.09674149876004001,0.35720218938744497,0.9758508682153234,0.28807443236522046,0.29892342128115457,0.3467114677344074,10.556210749073436,-4.719053903845202,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,10.0,IS,0.052901053519210706,1.1217213007924625,-0.056291901432344194,0.35720218938744497,0.9758508682153234,0.08972224900579329,0.32180553728412153,0.32180553728412153,7.608070950803097,-5.181051012431219,False,True
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,10.0,OOS,0.06353851528690724,1.2206690290216626,-0.0967414987600399,0.35720218938744497,0.9758508682153234,0.31265912737305657,0.38644961484901963,0.38644961484901963,10.556210749073433,-4.336293941132245,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,25.0,FULL,0.057172327134208833,1.1472875637793412,-0.0968961653440158,0.35720218938744497,0.9758508682153234,0.2569889275052828,0.2700305861495008,0.31795833659986483,10.540744090675858,-4.873939162670901,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,25.0,IS,0.051374357107859314,1.0904132153864279,-0.05716464885962502,0.35720218938744497,0.9758508682153234,0.06094761689334838,0.28708925620493564,0.28708925620493564,7.520796208075015,-5.333720653566358,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,1,25.0,OOS,0.06197126720122448,1.19191589788712,-0.09689616534401568,0.35720218938744497,0.9758508682153234,0.2882534679443134,0.3520375025530117,0.3520375025530117,10.540744090675854,-4.493018749700521,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,10.0,FULL,0.058984968711728536,1.1652219902889838,-0.10138092626423367,0.3571769262461357,0.9798093708362747,0.2722887521289499,0.2906718478014373,0.33555853570471794,10.09226799865407,-4.6926750049189305,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,10.0,IS,0.053033076678110413,1.1088409546139413,-0.05639844263932192,0.3571769262461357,0.9798093708362747,0.09190054027109651,0.29708618412796994,0.29708618412796994,7.597416830105325,-5.167848696541248,False,True
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,10.0,OOS,0.06391192301650417,1.2095160969919732,-0.1013809262642339,0.3571769262461357,0.9798093708362747,0.3283294779180814,0.3424805165858057,0.3424805165858057,10.092267998654034,-4.298953168172552,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,25.0,FULL,0.05742982084329129,1.1358915401888043,-0.10153617271015147,0.3571769262461357,0.9798093708362747,0.2414244272855055,0.26246723565389496,0.3074398464610597,10.07674335406229,-4.848189791762655,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,25.0,IS,0.0514935284826783,1.0778230522277688,-0.05728970677307432,0.3571769262461357,0.9798093708362747,0.06434081343932463,0.2611749811198234,0.2611749811198234,7.508290416730085,-5.32180351608446,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,3,2,25.0,OOS,0.06234383257354437,1.181397407748315,-0.10153617271015158,0.3571769262461357,0.9798093708362747,0.30399690159215087,0.3094232060898864,0.3094232060898864,10.076743354062264,-4.4557622124685325,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,10.0,FULL,0.0590411161947082,1.203732563562281,-0.08925376803622465,0.35545310889853804,0.9886517349798871,0.2609199552233816,0.3705220846350853,0.4034890072312063,11.304983821454972,-4.687060256620964,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,10.0,IS,0.05181309198908868,1.1088239164691942,-0.052369238719314315,0.35545310889853804,0.9886517349798871,0.09196411116938119,0.28259319922212245,0.28259319922212245,8.000337222106085,-5.289847165443422,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,10.0,OOS,0.0650310637493392,1.2774465685184615,-0.08925376803622487,0.35545310889853804,0.9886517349798871,0.41565337639894384,0.38757801225853694,0.38757801225853694,11.304983821454936,-4.187039094889049,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,25.0,FULL,0.05747194481069351,1.173177245705713,-0.08947561379210722,0.35545310889853804,0.9886517349798871,0.22833798196532973,0.34160124011867377,0.374388040586356,11.282799245866714,-4.843977395022433,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,25.0,IS,0.050237393551994636,1.076328612372328,-0.053260357305671024,0.35545310889853804,0.9886517349798871,0.0628303344938651,0.24562408601001406,0.24562408601001406,7.911225363470415,-5.447417009152826,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,1,25.0,OOS,0.06346739110813249,1.2483456018736112,-0.089475613792107,0.35545310889853804,0.9886517349798871,0.39062203635030235,0.35338158873364034,0.35338158873364034,11.282799245866723,-4.3434063590097205,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,10.0,FULL,0.058654424638665326,1.1918000848851626,-0.09268354970638559,0.35536101334145836,0.9895918065120747,0.2578193344477764,0.35076667926867156,0.38971902821613313,10.962005654438878,-4.725729412225252,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,10.0,IS,0.051572562427317115,1.0993152575392846,-0.0537852105638954,0.35536101334145836,0.9895918065120747,0.08332449056065383,0.26793926299766824,0.26793926299766824,7.858740037647976,-5.313900121620578,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,10.0,OOS,0.06452251586011792,1.2636765895033883,-0.09268354970638548,0.35536101334145836,0.9895918065120747,0.41100898979642486,0.36267642818455326,0.36267642818455326,10.962005654438874,-4.237893883811177,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,25.0,FULL,0.057084574601901306,1.161447202436736,-0.09290764635348503,0.35536101334145836,0.9895918065120747,0.22608704560595183,0.32152448492098873,0.3605301413339672,10.939595989728934,-4.882714415901654,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,25.0,IS,0.04999838167493187,1.0673837411723177,-0.05467681801108393,0.35536101334145836,0.9895918065120747,0.054520747221239674,0.23193737709989382,0.23193737709989382,7.769579292929124,-5.4713181968591025,False,False
U56,MADG,0.5,MADG@050,False,MONTHLY21,4,2,25.0,OOS,0.06295632990165134,1.2344877026212224,-0.09290764635348525,0.35536101334145836,0.9895918065120747,0.38572352903155305,0.32852227408301726,0.32852227408301726,10.939595989728899,-4.394512479657835,False,False
