claim_set,file,panel,book,gross,cadence,cost_bps,phase,claim_CAGR,CANON_CAGR,FMEAN_CAGR,FPORT_CAGR,SPREAD_CAGR,spy_CAGR,CANON_4b,FPORT_4b,fam_pass_share,sign_CANON,sign_FMEAN,sign_FPORT,sign_flip_FMEAN,sign_flip_FPORT,verdict_flip_FPORT,cell
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,CORE,M,0.0,0,0.1950823869593378,0.19508238695933788,0.20431289556073043,0.20597704094238245,0.04526142950016254,0.15130245537273979,False,False,0.19047619047619047,1.0,1.0,1.0,False,False,False,U56/TOP05/CORE/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,CORE,M,5.0,0,0.1904908087483432,0.19049080874834323,0.19976315806285097,0.20142233998294468,0.04489523991315214,0.15130245537273979,False,False,0.19047619047619047,1.0,1.0,1.0,False,False,False,U56/TOP05/CORE/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,CORE,M,10.0,0,0.1859150939371772,0.1859150939371772,0.19522889095520024,0.19688475107001469,0.0445310274276407,0.15130245537273979,False,False,0.19047619047619047,1.0,1.0,1.0,False,False,False,U56/TOP05/CORE/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,CORE,M,25.0,0,0.1722826420647556,0.17228264206475563,0.18171844327532657,0.18337401825740884,0.04345016810930247,0.15130245537273979,False,False,0.19047619047619047,1.0,1.0,1.0,False,False,False,U56/TOP05/CORE/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,CORE,M,50.0,0,0.1498746236055388,0.14987462360553883,0.15950608254256768,0.16119244866193916,0.04168749403472227,0.15130245537273979,False,False,0.0,-1.0,1.0,1.0,True,True,False,U56/TOP05/CORE/M/50.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,EXT,M,0.0,0,0.2607795454215982,0.2607795454215982,0.2731775395409465,0.27634518941195374,0.06293010922040554,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP05/EXT/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,EXT,M,5.0,0,0.2543449445819763,0.2543449445819763,0.26678429908392276,0.26993854002027406,0.062338729116987235,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP05/EXT/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,EXT,M,10.0,0,0.2479398690652916,0.24793986906529164,0.26041994913776867,0.263563880485036,0.061751399537008034,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP05/EXT/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,EXT,M,25.0,0,0.2289005892866296,0.2289005892866296,0.2414990798085096,0.2446302559715703,0.06001348931322603,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP05/EXT/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP05,EXT,M,50.0,0,0.1977477795149191,0.19774777951491918,0.21053131912735937,0.21369933532524765,0.05719590187509627,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP05/EXT/M/50.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,CORE,M,0.0,0,0.1740490166641579,0.17404901666415795,0.16292794331117108,0.16360069038659986,0.02631251669430812,0.15130245537273979,False,False,0.14285714285714285,1.0,1.0,1.0,False,False,False,U56/TOP10/CORE/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,CORE,M,5.0,0,0.1704782716441202,0.17047827164412022,0.15939564906820985,0.16006702307971654,0.026302332476607626,0.15130245537273979,False,False,0.14285714285714285,1.0,1.0,1.0,False,False,False,U56/TOP10/CORE/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,CORE,M,10.0,0,0.1669173408949931,0.1669173408949931,0.155873064419667,0.15654403357397606,0.026291973499542376,0.15130245537273979,False,False,0.14285714285714285,1.0,1.0,1.0,False,False,False,U56/TOP10/CORE/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,CORE,M,25.0,0,0.1562931927390864,0.15629319273908648,0.14536332874174412,0.1460388112919475,0.02625985755143323,0.15130245537273979,False,False,0.14285714285714285,1.0,-1.0,-1.0,True,True,False,U56/TOP10/CORE/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,CORE,M,50.0,0,0.1387803181524569,0.13878031815245695,0.12803906889829106,0.12874068584855713,0.02620292432515403,0.15130245537273979,False,False,0.09523809523809523,-1.0,-1.0,-1.0,False,False,False,U56/TOP10/CORE/M/50.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,EXT,M,0.0,0,0.233907278489063,0.233907278489063,0.21790009936487936,0.21918975657176754,0.03636725788525452,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP10/EXT/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,EXT,M,5.0,0,0.2289192158818223,0.2289192158818223,0.21297953736685032,0.2142652226950148,0.03632163622484241,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP10/EXT/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,EXT,M,10.0,0,0.2239493730132051,0.22394937301320517,0.20807696391048816,0.20936048086958903,0.03627578998326331,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP10/EXT/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,EXT,M,25.0,0,0.2091485672175783,0.20914856721757835,0.19347658544810803,0.19476421777496378,0.03613692452310113,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP10/EXT/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP10,EXT,M,50.0,0,0.1848394190830475,0.18483941908304757,0.16949691734175437,0.17082562794290634,0.03590118263527575,0.15130245537273979,False,False,0.0,1.0,1.0,1.0,False,False,False,U56/TOP10/EXT/M/50.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,CORE,M,0.0,0,0.1518479107424104,0.15184791074241044,0.14219675494359135,0.14251300927625898,0.019571967552563185,0.15130245537273979,True,True,0.23809523809523808,1.0,-1.0,-1.0,True,True,False,U56/TOP20/CORE/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,CORE,M,5.0,0,0.1493631965618083,0.1493631965618083,0.139730843417378,0.14004679192155334,0.019548233742711973,0.15130245537273979,True,True,0.23809523809523808,-1.0,-1.0,-1.0,False,False,False,U56/TOP20/CORE/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,CORE,M,10.0,0,0.1468833373149223,0.1468833373149223,0.13726974874112222,0.1375858712908702,0.01952451658137333,0.15130245537273979,True,True,0.23809523809523808,-1.0,-1.0,-1.0,False,False,False,U56/TOP20/CORE/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,CORE,M,25.0,0,0.1394728040244444,0.1394728040244444,0.12991528143187334,0.1302347766759011,0.019453465107184487,0.15130245537273979,True,True,0.23809523809523808,-1.0,-1.0,-1.0,False,False,False,U56/TOP20/CORE/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,CORE,M,50.0,0,0.127218221119286,0.12721822111928605,0.11775338733573333,0.11808783510332566,0.01933538005226354,0.15130245537273979,True,True,0.23809523809523808,-1.0,-1.0,-1.0,False,False,False,U56/TOP20/CORE/M/50.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,EXT,M,0.0,0,0.2043792492437042,0.2043792492437042,0.1905067058430768,0.19112777345635257,0.02806748256618219,0.15130245537273979,False,False,0.047619047619047616,1.0,1.0,1.0,False,False,False,U56/TOP20/EXT/M/0.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,EXT,M,5.0,0,0.2009260076268941,0.20092600762689417,0.18708580719911647,0.1877057893857701,0.028020776918444623,0.15130245537273979,False,False,0.047619047619047616,1.0,1.0,1.0,False,False,False,U56/TOP20/EXT/M/5.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,EXT,M,10.0,0,0.1974817334983034,0.19748173349830345,0.1836738002197782,0.18429358666783724,0.027974118226077982,0.15130245537273979,False,False,0.047619047619047616,1.0,1.0,1.0,False,False,False,U56/TOP20/EXT/M/10.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,EXT,M,25.0,0,0.1872025070782175,0.1872025070782175,0.17349092210250736,0.17411538884073807,0.02783442422375826,0.15130245537273979,False,False,0.047619047619047616,1.0,1.0,1.0,False,False,False,U56/TOP20/EXT/M/25.0
STRICT,2026-09-15_does-an-IS-CHOSEN-PHASE-ever-SURVIVE-OOS-on-ANY-BOOK_C.grid.csv,U56,TOP20,EXT,M,50.0,0,0.1702478689716322,0.17024786897163224,0.15669536473453755,0.15734477190411122,0.02760254314475441,0.15130245537273979,False,False,0.047619047619047616,1.0,1.0,1.0,False,False,False,U56/TOP20/EXT/M/50.0
