panel,H,N,rung,mean_nsel,mean_gross,book_new_per_reb,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,DD_HEAD,CAGR_HEAD,MINHEAD,RELMIN,SWAP,DD_HEAD_IS,CAGR_HEAD_IS,MINHEAD_IS,RELMIN_IS,DD_HEAD_OOS,CAGR_HEAD_OOS,MINHEAD_OOS,RELMIN_OOS,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,bind
U56,5,5,WALK,4.996749729144096,0.75,4.184182015167931,15.733751197910642,0.17312890373145096,0.9774685370164236,-0.21371401057426764,0.9511492358817254,1.0066077520359193,0.1529154482789028,0.947542028060559,-0.18877577460581252,0.19003461858278814,1.0032248153674157,-0.2137140105742673,False,True,True,False,True,False,False,False,True,False,True,-1.14104699205462,6.745274600601736,-1.14104699205462,-0.056402719812389514,-7.886321592656356,-5.640410493492737,4.8203884635379906,-5.640410493492737,-0.42610405289262077,-1.1410469920546007,8.35635241752743,-1.1410469920546007,-0.05640271981238859,False,False,False,False,L_DD
U56,5,8,WALK,7.960996749729144,0.75,6.66738894907909,13.778859547015971,0.1457004681427918,0.963006339527992,-0.17117338596312304,0.9648453755895102,0.9675631507847324,0.12715291649482463,0.9154464007445496,-0.14403220652255333,0.1611979241598036,1.0007830318260365,-0.17117338596312337,True,True,True,True,True,False,False,False,True,True,True,3.1130154690598406,4.0024310417358215,3.1130154690598406,0.15387844715917856,-0.8894155726759809,-1.166053685166818,2.2441352851301737,-1.166053685166818,-0.08808936897645621,3.1130154690597935,5.472682975228977,3.1130154690597935,0.1538784471591763,True,False,True,True,L_DD
U56,5,10,WALK,9.900325027085591,0.75,8.29469122426869,13.100212569564286,0.1422451318867386,1.0023116303955188,-0.1753820876112081,0.9605668559862236,1.0440800717056444,0.11763180016614028,0.910546262412629,-0.13177917780444692,0.16291347365515452,1.0719654701955073,-0.17538208761120821,True,True,True,True,True,False,False,False,True,True,True,2.692145304251334,3.6568974161305,2.692145304251334,0.13307455200991367,-0.9647521118791662,0.05924918664382273,1.292023652261738,0.05924918664382273,0.0044759718443631935,2.6921453042513086,5.644237924764068,2.6921453042513086,0.13307455200991253,True,False,True,True,L_DD
U56,5,12,WALK,11.822318526543878,0.75,9.90899241603467,11.934011402547721,0.13740533540892375,1.0180349922563872,-0.18571230258663218,1.015784121254832,1.0269639999416045,0.11744633206465904,0.9525312507365917,-0.1319624967807821,0.1541031513842004,1.0689631578921557,-0.1857123025866324,True,True,True,True,True,False,False,False,True,True,True,1.659123806708926,3.172917768349015,1.659123806708926,0.08201160500442313,-1.513793961640089,0.040917289010306,1.2734768421136147,0.040917289010306,0.0030910911006893243,1.6591238067088898,4.763205697668655,1.6591238067088898,0.0820116050044214,True,False,True,True,L_DD
U56,5,15,WALK,14.659804983748646,0.75,12.293607800650054,11.213485672212466,0.13825268901963694,1.0663436076898551,-0.18944888507990298,1.0695290624502156,1.0712862780683192,0.11676145934496018,0.9863716335653462,-0.12932791136878552,0.15625463073501744,1.1278119823903963,-0.1894488850799032,True,True,True,True,True,False,False,False,True,True,True,1.2854655573818459,3.257653129420335,1.2854655573818459,0.06354142657256548,-1.972187572038489,0.30437583020996306,1.2049895701437288,0.30437583020996306,0.022994031197667204,1.2854655573818097,4.978353632750361,1.2854655573818097,0.06354142657256374,True,False,True,True,L_DD
U56,5,20,WALK,19.21235102925244,0.75,16.12676056338028,9.852592281960147,0.1310821664761721,1.0863036293633248,-0.1848248123803885,1.0889183124021695,1.0910549965086525,0.10912484386748522,0.9840970564810252,-0.12195565630667093,0.14948361403242716,1.1639868831630353,-0.1848248123803885,True,True,True,True,True,False,False,False,True,True,True,1.747872827333294,2.5406008750738507,1.747872827333294,0.08639852874968162,-0.7927280477405567,1.0416013364214216,0.44132802239623264,0.44132802239623264,0.04214701863288733,1.74787282733328,4.301251962491333,1.74787282733328,0.086398528749681,True,False,True,True,L_DD
U56,5,25,WALK,23.528710725893824,0.75,19.75839653304442,9.184707693568427,0.1242340041352683,1.0867742530034186,-0.17810312196192746,1.055672910586435,1.1191801338966234,0.10095744918932104,0.9517590755954378,-0.11854172522808115,0.14376448142644827,1.1893091803694615,-0.17810312196192746,True,True,True,True,True,False,False,False,True,True,True,2.4200418691793986,1.855784640983471,1.855784640983471,0.11962429631035135,0.5642572281959275,1.3829944442803999,-0.37541144542018595,-0.37541144542018595,-0.03585195678084095,2.420041869179385,3.7293387018934436,2.420041869179385,0.11962429631035075,True,False,True,True,L_CAGR
U56,5,30,WALK,27.640303358613217,0.75,23.209100758396534,8.484152005270877,0.11743126090227474,1.0698739196244336,-0.17589256888140992,1.0410958702259343,1.099574766397396,0.09538483609739434,0.9273405803308781,-0.11360751920716838,0.13591282255771953,1.179060991883428,-0.17589256888141014,True,True,True,True,True,False,False,False,True,True,True,2.6410971772311527,1.1755103176841142,1.1755103176841142,0.11123704182530081,1.4655868595470385,1.8764150463716767,-0.9326727546128553,-0.9326727546128553,-0.08907065486941061,2.6410971772311163,2.9441728150205697,2.6410971772311163,0.1305512087774987,True,False,True,True,L_CAGR
U56,5,40,WALK,34.73456121343445,0.75,29.18418201516793,7.827886731215342,0.10912287421945477,1.065512641973271,-0.16666155833633256,1.0596580762496959,1.0744064594177998,0.09203452268980405,0.9435576290301367,-0.11246915623470721,0.12339076166039242,1.1604505973323647,-0.16666155833633212,True,True,True,True,True,False,False,False,True,True,True,3.5641982317388883,0.34467164940211736,0.34467164940211736,0.03261583850329217,3.219526582336771,1.9902513436177938,-1.267704095371884,-1.267704095371884,-0.12106629404252049,3.564198231738919,1.6919667252878592,1.6919667252878592,0.1589132463325609,True,False,True,True,L_CAGR
U56,7,5,WALK,5.0,0.75,2.4972914409534126,12.245618948202882,0.17826131518308697,0.9875996537283785,-0.21730685056527632,1.0732349718305916,0.9236472613148891,0.18572104497067543,1.0995038068035534,-0.18014376906713292,0.17215558088787164,0.9127065231885346,-0.217306850565277,True,True,True,False,True,False,False,False,True,False,True,-1.5003309911554878,7.258515745765337,-1.5003309911554878,-0.07416236939340433,-8.758846736920825,-4.777209939624777,8.100948132715253,-4.777209939624777,-0.3608936830291802,-1.5003309911555684,6.568448648035781,-1.5003309911555684,-0.07416236939340835,False,False,False,False,L_DD
U56,7,8,WALK,7.969664138678223,0.75,3.9826652221018417,11.824307243928532,0.15320733467617353,0.9956534959293197,-0.1730829737084928,0.978268898733905,1.0175331458244914,0.13007707416500325,0.9319342542803545,-0.14306007134836407,0.1726033867261716,1.04535525418849,-0.17308297370849268,True,True,True,True,True,False,False,False,True,True,True,2.922056694522865,4.753117695073994,2.922056694522865,0.14443922657411545,-1.8310610005511294,-1.068840167747892,2.5365510521480354,-1.068840167747892,-0.08074538686452642,2.922056694522862,6.613229231865776,2.922056694522862,0.14443922657411543,True,False,True,True,L_DD
