mode,cost,SMALL_IS,SMALL_OOS,U56_IS,U56_OOS,B136_IS,B136_OOS
T_NONE,0.0,0.3229924343545781,0.11000836665953562,-0.018733325969911396,-0.053534737438822866,-0.018497690002733602,-0.06840247303398184
T_NONE,10.0,0.3102923149884987,0.11345927485379503,-0.030294036049214323,-0.05046503333142849,0.00537887101751533,-0.061786403533933054
T_NONE,25.0,0.31815200217887474,0.11052654963505415,-0.050702926221717126,-0.052241321521328876,0.044914027045622085,-0.07364070873537365
T_NONE,50.0,0.3634513306512379,0.1366420735518188,-0.058040172860048145,-0.046155734107738766,0.07720511108717765,-0.06650535477814101
T_BAND,0.0,0.07735609185785386,-0.09324471493632336,0.02385921361908605,0.01374308687145298,0.18318669651222663,-0.047735779837173586
T_BAND,10.0,0.04364326248099781,-0.09421491020175182,0.02475725511259763,0.00906647206495892,0.1948672775623217,-0.04380417496711431
T_BAND,25.0,0.040951323484912205,-0.10987475720713558,0.026062649688793016,0.002048230208055557,0.20292364653566786,-0.042357434566010266
T_BAND,50.0,0.04263210001305098,-0.11006305184845572,0.03177748871676367,-0.004779296479326511,0.2160450038281343,-0.039302816828567844
T_CHARGE,0.0,0.3229924343545781,0.11000836665953562,-0.018733325969911396,-0.053534737438822866,-0.018497690002733602,-0.06840247303398184
T_CHARGE,10.0,0.3204751469124287,0.10589175621474445,-0.016456402341636922,-0.05448746651298508,-0.020174397167448843,-0.06976157930006677
T_CHARGE,25.0,0.31652327141949865,0.10922800018006373,-0.014543220614505081,-0.05453123381701119,-0.01913980994604425,-0.06564208995488796
T_CHARGE,50.0,0.3095210913758828,0.11418454577013337,-0.020560399499760518,-0.06765303826621372,-0.020268484099793316,-0.06464050778964259
