panel,family,state,q,shift,off_rate,matched_gross,C_Sharpe,A_Sharpe,B_Sharpe,C_MaxDD,A_MaxDD,B_MaxDD,C_H1,C_H2,A_H1,A_H2,B_H1,B_H2,C_oSharpe,A_oSharpe,B_oSharpe,pt_sharpe,pt_both_halves,pt_sharpe_oos,pt_dd
U56,TREND,BREADTH,0.1,504,0.08108108108108109,0.7492315573770492,1.0967849867573864,1.1228098705730258,1.0891136503037742,-0.22525886233200376,-0.2250480116219774,-0.19389962538760497,1.190867638248191,1.0207620489270939,1.193631637849396,1.0666327833744191,1.1712002775117676,1.0296796631636342,1.0875018757073343,1.133568770397556,1.1085673886490188,False,False,False,False
U56,TREND,BREADTH,0.1,1260,0.05225225225225225,0.7369364754098359,1.1606313427385795,1.1227805139330194,1.0891091123240906,-0.22525886233200387,-0.22166902144507883,-0.19093477325426655,1.2700506939071208,1.0809054827965177,1.193550657569033,1.0666385757241263,1.1711772711457484,1.0296832734480905,1.1483328155849528,1.1335813969340554,1.1085737516991658,True,True,True,False
U56,TREND,BREADTH,0.2,504,0.13648648648648648,0.7461577868852459,1.1190041488298605,1.122802598911589,1.0891125340052197,-0.2194206819562543,-0.22420421345020047,-0.19315907709768765,1.1856693203141087,1.0632043972980476,1.193611452191077,1.066634300514815,1.1711945423114927,1.0296805814671826,1.1280563320966341,1.133571998420088,1.1085689977668352,False,False,False,False
U56,TREND,BREADTH,0.2,1260,0.10608108108108108,0.7338627049180325,1.1348165147920566,1.1227730758814554,1.0891079513793873,-0.22525886233200354,-0.22082269070905125,-0.19019245191776657,1.2561368064617067,1.051054472660548,1.1935303282938519,1.0666399211206754,1.1711714955749513,1.0296841542114745,1.1198682113999876,1.1335844468687593,1.1085753160020348,True,False,False,False
U56,TREND,BREADTH,0.35,504,0.2277027027027027,0.7377049180327868,1.1174969461948754,1.122782367730201,1.0891094010118134,-0.19205128295459928,-0.2218805051266013,-0.19112028429615635,1.1702998403509666,1.070948706523856,1.193555734861292,1.0666382335899882,1.1711787143341974,1.0296830514178457,1.1386959392840403,1.1335806283974923,1.1085733585197226,False,False,True,False
U56,TREND,BREADTH,0.35,1260,0.20675675675675675,0.7315573770491801,1.152547482237104,1.122767475431453,1.089107074544267,-0.20119948058253134,-0.2201875278561366,-0.18963541983584775,1.2133052081086237,1.1192944249479841,1.1935150594953798,1.066640910526318,1.1711671595029989,1.0296848089443769,1.186205477986881,1.1335867134606359,1.1085764821770179,True,True,True,False
U56,TREND,BREADTH,0.5,504,0.3675675675675676,0.7330942622950819,1.152109649543463,1.122771210921885,1.0891076597411438,-0.186474189455763,-0.22061100900135622,-0.19000680228209288,1.2539606884059098,1.0617433798696174,1.193525239916383,1.066640253065576,1.1711700507610336,1.0296843730094338,1.127381549991207,1.1335852046656978,1.108575705396474,True,False,False,True
U56,TREND,BREADTH,0.5,1260,0.3560810810810811,0.7300204918032785,1.1317118682847322,1.1227637277194842,1.0891064878951946,-0.19205128295459917,-0.2197638905362953,-0.18926392647732382,1.1940217514491829,1.09512835334749,1.1935048722406687,1.0666415522474268,1.1711642669106328,1.02968524400339,1.1628925331958586,1.1335882062206306,1.1085772575430661,True,True,True,False
U56,TREND,SPYTR,0.1,504,0.07657657657657657,0.7476946721311475,1.1235220333669056,1.122806241525749,1.0891130942065614,-0.22525886233200343,-0.22462619161089914,-0.1935294066205392,1.1907460837849648,1.0703184465494497,1.193621550525235,1.066633549387688,1.1711974103460583,1.0296801253872683,1.1347746525390536,1.13357039207813,1.1085681963994805,True,False,True,False
U56,TREND,SPYTR,0.1,1260,0.05518018018018018,0.7384733606557374,1.1318436820552982,1.1227842184873964,1.0891096887046978,-0.22525886233200343,-0.2220919492156097,-0.1913057676248775,1.2148943237805965,1.072016276271559,1.1935608093529368,1.0666378884128553,1.1711801567792188,1.0296828283616868,1.140215557283555,1.1335798567138982,1.108572964225186,True,True,True,False
