panel,m,n,cost,constr,key,dir,overlap,share,dSharpe,dCAGR,dMaxDD,dTO,absdS,absdC,key_IC,key_tIC,n_dates,absIC
broad,0.05,5,10.0,lit,VOL,NEG,0.11577709479827075,0.054230533339573235,-0.24522920249877012,-0.10235002145142102,0.02169184731134477,8.096210242664245,0.24522920249877012,0.10235002145142102,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,lit,VOL,POS,0.4247435251039666,0.054230533339573235,0.17229646333983173,0.05825900095336767,-0.06347504413262428,3.3458430162762767,0.17229646333983173,0.05825900095336767,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,lit,VOLR,NEG,0.026864337384724858,0.054230533339573235,-0.321254281695489,-0.12374359837941751,0.04075137694449238,9.958670978148312,0.321254281695489,0.12374359837941751,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,lit,VOLR,POS,0.48731526477077275,0.054230533339573235,0.05201945068734959,0.025919839731973537,-0.004366323560430652,3.4722752591475334,0.05201945068734959,0.025919839731973537,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,lit,MOM,NEG,0.020535691936908428,0.054230533339573235,-0.12383580646050996,-0.05982358429610035,-0.051445200016549064,7.312592967898908,0.12383580646050996,0.05982358429610035,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,10.0,lit,MOM,POS,0.7668021004301698,0.054230533339573235,0.025037332258772804,0.006943726398980443,-0.014516794235765351,-0.9200358742163246,0.025037332258772804,0.006943726398980443,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,10.0,lit,R6,NEG,0.23716981874224496,0.054230533339573235,-0.20993016342532,-0.060977912108978405,-0.045574283689800876,13.60284132971126,0.20993016342532,0.060977912108978405,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,10.0,lit,R6,POS,0.8214961542174879,0.054230533339573235,-0.0027199645517030913,-0.001484485269058089,-0.007227725523870854,-0.3722946817199464,0.0027199645517030913,0.001484485269058089,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,10.0,lit,R3,NEG,0.04301814365454825,0.054230533339573235,-0.1313085172739743,-0.046338666424614594,-0.06312422905516069,12.500395147964433,0.1313085172739743,0.046338666424614594,0.013234231707108779,1.837317931101488,877,0.013234231707108779
broad,0.05,5,10.0,lit,R3,POS,0.7621659747476373,0.054230533339573235,-0.001466129064302435,-0.0020087527629413238,-0.013387398061416977,1.8189166208747096,0.001466129064302435,0.0020087527629413238,0.013234231707108779,1.837317931101488,877,0.013234231707108779
broad,0.05,5,10.0,lit,RAND,NEG,0.09527447909403304,0.054230533339573235,-0.2883664073214839,-0.08983865548546,0.03255257118597943,2.5356991300420013,0.2883664073214839,0.08983865548546,0.0006261868681854189,0.1587397641489842,877,0.0006261868681854189
broad,0.05,5,10.0,lit,RAND,POS,0.2591282356601122,0.054230533339573235,0.17837048830907942,0.009803040848364919,0.06269502115134917,0.20881026792404,0.17837048830907942,0.009803040848364919,0.0006261868681854189,0.1587397641489842,877,0.0006261868681854189
broad,0.05,5,10.0,norm,VOL,NEG,0.11577709479827075,0.054230533339573235,-0.24285270268026626,-0.10269043077373463,0.02797580160275903,7.578803691292482,0.24285270268026626,0.10269043077373463,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,norm,VOL,POS,0.4247435251039666,0.054230533339573235,0.175632047023068,0.057888140362239104,-0.05719108984120691,2.827450024873258,0.175632047023068,0.057888140362239104,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,norm,VOLR,NEG,0.026864337384724858,0.054230533339573235,-0.3169499763232545,-0.12386023372526878,0.045690341367173315,9.473213228854451,0.3169499763232545,0.12386023372526878,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,norm,VOLR,POS,0.48731526477077275,0.054230533339573235,0.05535125739037616,0.02555522953007361,0.0019176307309852758,2.9539644641495286,0.05535125739037616,0.02555522953007361,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,10.0,norm,MOM,NEG,0.020535691936908428,0.054230533339573235,-0.12092258869555161,-0.06017238463253616,-0.04516124572513325,6.795186416527141,0.12092258869555161,0.06017238463253616,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,10.0,norm,MOM,POS,0.7668021004301698,0.054230533339573235,0.02829897855851371,0.006582842785090248,-0.00823283994434898,-1.438346669214333,0.02829897855851371,0.006582842785090248,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,10.0,norm,R6,NEG,0.23716981874224496,0.054230533339573235,-0.20682301658403845,-0.06132545706077086,-0.03929032939838528,13.084530534713256,0.20682301658403845,0.06132545706077086,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,10.0,norm,R6,POS,0.8214961542174879,0.054230533339573235,0.000529181125288325,-0.0018437137245923552,-0.0009437712324542602,-0.8906054767179548,0.000529181125288325,0.0018437137245923552,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,10.0,norm,R3,NEG,0.04301814365454825,0.054230533339573235,-0.1282074157118105,-0.0466890862768925,-0.05684027476374398,11.982084352966435,0.1282074157118105,0.0466890862768925,0.013234231707108779,1.837317931101488,877,0.013234231707108779
broad,0.05,5,10.0,norm,R3,POS,0.7621659747476373,0.054230533339573235,0.0017775841933467262,-0.0023678782611986637,-0.007103443770000717,1.3006058258767048,0.0017775841933467262,0.0023678782611986637,0.013234231707108779,1.837317931101488,877,0.013234231707108779
broad,0.05,5,10.0,norm,RAND,NEG,0.09527447909403304,0.054230533339573235,-0.2846456542685677,-0.09004466049272564,0.03743322791507453,2.0323395585797535,0.2846456542685677,0.09004466049272564,0.0006261868681854189,0.1587397641489842,877,0.0006261868681854189
broad,0.05,5,10.0,norm,RAND,POS,0.2591282356601122,0.054230533339573235,0.18143311591305433,0.009442526370656346,0.06897897544276543,-0.3103220961866491,0.18143311591305433,0.009442526370656346,0.0006261868681854189,0.1587397641489842,877,0.0006261868681854189
broad,0.05,5,25.0,lit,VOL,NEG,0.11577709479827075,0.054230533339573235,-0.4977849210983082,-0.11159373629527414,-0.025215526178755998,8.096210242664245,0.4977849210983082,0.11159373629527414,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,25.0,lit,VOL,POS,0.4247435251039666,0.054230533339573235,0.162190770278554,0.05049694574774577,-0.08059829309961064,3.3458430162762767,0.162190770278554,0.05049694574774577,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,25.0,lit,VOLR,NEG,0.026864337384724858,0.054230533339573235,-0.743646471352807,-0.13487024384821644,-0.08949895466002966,9.958670978148312,0.743646471352807,0.13487024384821644,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,25.0,lit,VOLR,POS,0.48731526477077275,0.054230533339573235,0.040014078726624325,0.01911688460860539,-0.049915567725748344,3.4722752591475334,0.040014078726624325,0.01911688460860539,0.06372040100399089,7.5462981042622665,877,0.06372040100399089
broad,0.05,5,25.0,lit,MOM,NEG,0.020535691936908428,0.054230533339573235,-0.2518307015685056,-0.06966184128048103,-0.06667500880392785,7.312592967898908,0.2518307015685056,0.06966184128048103,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,25.0,lit,MOM,POS,0.7668021004301698,0.054230533339573235,0.03325275554779594,0.008299338278003665,-0.013099706195423444,-0.9200358742163246,0.03325275554779594,0.008299338278003665,0.03586830646087659,4.370889405786171,877,0.03586830646087659
broad,0.05,5,25.0,lit,R6,NEG,0.23716981874224496,0.054230533339573235,-0.3536402494973199,-0.080706219690863,-0.09402805562271943,13.60284132971126,0.3536402494973199,0.080706219690863,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,25.0,lit,R6,POS,0.8214961542174879,0.054230533339573235,-0.0004807720618301703,-0.0007899791897536534,-0.014068330051090983,-0.3722946817199464,0.0004807720618301703,0.0007899791897536534,0.033044340270001575,4.687849999462957,877,0.033044340270001575
broad,0.05,5,25.0,lit,R3,NEG,0.04301814365454825,0.054230533339573235,-0.266756462943943,-0.06507941617783741,-0.10548828162909407,12.500395147964433,0.266756462943943,0.06507941617783741,0.013234231707108779,1.837317931101488,877,0.013234231707108779
