basis,spearman_delta,spearman_Ppick,n
SE_JOINT,0.5560490940970194,0.7778222676793223,59
SE_MARGINAL,0.6820572764465226,0.563499813919503,59
SE_IID,0.6340736411455289,0.7383225663037924,59
