chooser,q,w,excluded,book_MaxDD,spy_MaxDD,cap,dd_leg
C1,0.17,252,2020,-0.15106525419372985,-0.24496651760884414,-0.1469799105653065,False
C1,0.17,252,2022,-0.1383110921211571,-0.3371595330739303,-0.20229571984435818,True
C2,0.42,504,2020,-0.14199047241214757,-0.24496651760884414,-0.1469799105653065,True
C2,0.42,504,2022,-0.14336138323770575,-0.3371595330739303,-0.20229571984435818,True
