band,K,stat,arms,realised,se,size_exch,target,ratio_vs_exch,ratio_vs_target
MAX,20,S,96,0.03750418657112318,0.013396996054066171,0.047619047619047616,0.05,0.7875879179935867,0.7500837314224635
MAX,20,DD,96,0.058576685658774254,0.014745501608960153,0.047619047619047616,0.05,1.2301103988342594,1.171533713175485
MAX,20,IS,96,0.049517420238562315,0.014710685248809856,0.047619047619047616,0.05,1.0398658250098087,0.9903484047712463
MAX,20,OOS,96,0.03238428722651634,0.01244832142495413,0.047619047619047616,0.05,0.6800700317568431,0.6476857445303267
MAX,50,S,96,0.012643206412288624,0.006780741597561115,0.0196078431372549,0.05,0.6448035270267198,0.2528641282457725
MAX,50,DD,96,0.01425040031284504,0.005587733826038617,0.0196078431372549,0.05,0.7267704159550971,0.28500800625690076
MAX,50,IS,96,0.015447736314682057,0.007550700540887895,0.0196078431372549,0.05,0.7878345520487849,0.3089547262936411
MAX,50,OOS,96,0.01132973549228923,0.0068791775755767046,0.0196078431372549,0.05,0.5778165101067507,0.22659470984578461
MAX,100,S,96,0.0032426207043174528,0.002620579563968946,0.009900990099009901,0.05,0.32750469113606273,0.06485241408634905
MAX,100,DD,96,0.0019110261849143312,0.0013233903729940213,0.009900990099009901,0.05,0.19301364467634743,0.03822052369828662
MAX,100,IS,96,0.004098106055869818,0.0028799944884533696,0.009900990099009901,0.05,0.41390871164285165,0.08196212111739636
MAX,100,OOS,96,0.0033737552336124688,0.0026627880355377664,0.009900990099009901,0.05,0.3407492785948593,0.06747510467224938
MAX,200,S,96,0.0,0.0,0.004975124378109453,0.05,0.0,0.0
MAX,200,DD,96,0.0,0.0,0.004975124378109453,0.05,0.0,0.0
MAX,200,IS,96,0.0,0.0,0.004975124378109453,0.05,0.0,0.0
MAX,200,OOS,96,0.0,0.0,0.004975124378109453,0.05,0.0,0.0
Q95,20,S,96,0.07693035472949054,0.02203707356881905,0.09523809523809523,0.05,0.8077687246596508,1.5386070945898107
Q95,20,DD,96,0.12722031833502276,0.027113595553111287,0.09523809523809523,0.05,1.335813342517739,2.544406366700455
Q95,20,IS,96,0.10385636554584421,0.024923401533717693,0.09523809523809523,0.05,1.0904918382313642,2.077127310916884
Q95,20,OOS,96,0.06986133174398036,0.020107596355571702,0.09523809523809523,0.05,0.7335439833117938,1.3972266348796072
Q95,50,S,96,0.04988392772331795,0.01909034449981884,0.058823529411764705,0.05,0.8480267712964051,0.9976785544663589
Q95,50,DD,96,0.08141433563429941,0.022115524485095007,0.058823529411764705,0.05,1.3840437057830899,1.6282867126859881
Q95,50,IS,96,0.06537798445956693,0.02063250569360505,0.058823529411764705,0.05,1.1114257358126378,1.3075596891913384
Q95,50,OOS,96,0.03902925515988514,0.016934983978220953,0.058823529411764705,0.05,0.6634973377180474,0.7805851031977027
Q95,100,S,96,0.053115432234295656,0.021156836454118744,0.0594059405940594,0.05,0.8941097759439769,1.0623086446859131
Q95,100,DD,96,0.08737956826807884,0.02529860409972375,0.0594059405940594,0.05,1.4708893991793273,1.7475913653615767
Q95,100,IS,96,0.06770529859284356,0.022869107307314188,0.0594059405940594,0.05,1.1397058596462,1.354105971856871
Q95,100,OOS,96,0.035696726986481776,0.01784871603251377,0.0594059405940594,0.05,0.6008949042724433,0.7139345397296355
Q95,200,S,96,0.0625,0.02483498169496957,0.05472636815920398,0.05,1.1420454545454546,1.25
Q95,200,DD,96,0.07291666666666667,0.02667540290010708,0.05472636815920398,0.05,1.3323863636363638,1.4583333333333333
Q95,200,IS,96,0.0625,0.02483498169496957,0.05472636815920398,0.05,1.1420454545454546,1.25
Q95,200,OOS,96,0.03125,0.017851267830546233,0.05472636815920398,0.05,0.5710227272727273,0.625
