panel,arm,window,step,start,n_dec,n_switch,tie_rate,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,unch_full_Sharpe,unch_oos_Sharpe,spy_full_Sharpe,spy_oos_Sharpe,spy_full_MaxDD,spy_full_CAGR,live_full_Sharpe,live_oos_Sharpe,live_full_MaxDD,mean_pick_H,share_outside_L3,keep4a,keep4b,fail4a,fail4b
U56,L3,252,21,2010-01-13,200,47,0.0,0.13144145546072927,0.9998602530762224,-0.2024162864855199,0.12480064375131183,1.0540672237519526,-0.13160059838804894,0.13811828108580282,0.9650462536639224,-0.20241628648552001,0.10716940253725693,0.9179740188489451,-0.13160059838804894,0.14922775957835666,1.0551480161505282,-0.20241628648552012,1.032362427129981,1.085016202072208,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,-0.12054947716248876,76.125,0.0,False,False,"H1,H2,DD",DD
U56,L3,252,63,2010-01-13,67,29,0.0,0.1333426224048242,1.0233013263635562,-0.20241628648552024,0.1315811760858352,1.1124593667256917,-0.12893584890394072,0.135105969088972,0.9590141006724843,-0.20241628648552001,0.11450373135018643,0.9807639842716795,-0.12893584890394072,0.14708930887992677,1.0547363887313816,-0.20241628648552046,1.0432284161481526,1.0759023368653935,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,-0.12054947716248876,75.22388059701493,0.0,False,False,"H2,DD",DD
U56,L3,252,126,2010-01-13,34,20,0.0,0.1365493657641228,1.0430926767539956,-0.20241628648552035,0.12336341617423674,1.057074379506856,-0.12838125725473426,0.14988369503290588,1.0423055975400919,-0.20241628648552001,0.10320526961191412,0.9012883705235138,-0.12838125725473426,0.16115390460945123,1.134659777796931,-0.2024162864855199,1.0568499242228009,1.1478286267644555,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,-0.12054947716248876,74.73529411764706,0.0,False,False,"H1,H2,DD",DD
U56,L3,504,21,2011-01-12,188,41,0.0,0.13015370624656386,1.0096138353403263,-0.20241628648552024,0.11218774612944427,1.0031748133675298,-0.1289358489039404,0.14840055127033547,1.0288721102903566,-0.20241628648552001,0.09643158018985454,0.8851451187616398,-0.1289358489039404,0.15144017978603785,1.0794387717094165,-0.20241628648552024,1.040425864579857,1.1097818639005945,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,-0.12054947716248876,72.04787234042553,0.0,False,False,"H1,H2,DD",DD
U56,L3,504,63,2011-01-12,63,29,0.0,0.13036793093522192,1.014621520826864,-0.20241628648552046,0.11400232252699527,1.019357824960692,-0.1289358489039406,0.1469654811306289,1.0248961616301933,-0.20241628648552001,0.10130772859163217,0.926488979520772,-0.1289358489039406,0.1486489112092566,1.0665949034881932,-0.20241628648552024,1.0363000019458215,1.0887953837614133,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,-0.12054947716248876,69.33333333333333,0.0,False,False,"H1,H2,DD",DD
U56,L3,504,126,2011-01-12,32,19,0.0,0.13652530643062466,1.0428999381859247,-0.20241628648552024,0.12549097681614274,1.1016706411744017,-0.1289358489039406,0.1476621388160766,1.0128912059009416,-0.20241628648552024,0.11244997457554273,1.0147174108659505,-0.1289358489039406,0.1516139256001119,1.0666789451965408,-0.20241628648552012,1.0568971572092982,1.0798674057180657,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,-0.12054947716248876,68.25,0.0,False,False,"H2,DD",DD
U56,L3,756,21,2012-01-12,176,37,0.0,0.14736712078208236,1.121288525198369,-0.20241628648552001,0.12835173001707045,1.1376947585925017,-0.15411271144167782,0.1666924036023376,1.1267045986496955,-0.20241628648552035,0.13300724296515343,1.1943297819162573,-0.1280976161934121,0.15479993271081982,1.1013225394305037,-0.20241628648552057,1.150530062526294,1.1279792643409212,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,-0.12054947716248898,66.2215909090909,0.0,False,False,"H1,H2,DD",DD
U56,L3,756,63,2012-01-12,59,16,0.0,0.1450741400732647,1.1079716084060576,-0.20241628648552012,0.13143730350207328,1.1638499112530947,-0.16724939748883372,0.1588678157673371,1.0829286496339716,-0.20241628648552035,0.1368945528467822,1.2498761276750385,-0.12893584890394083,0.14929064905361256,1.0634483043959841,-0.20241628648552024,1.1205557760882159,1.0778661095959974,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,-0.12054947716248898,65.84745762711864,0.0,False,False,"H1,H2,DD",DD
U56,L3,756,126,2012-01-12,30,14,0.0,0.1481836450708529,1.1290460417592187,-0.20241628648552001,0.13680255837444255,1.2108396128727166,-0.16724939748883372,0.15967241535248022,1.0857134295486826,-0.20241628648552035,0.138336683910252,1.2688157744510833,-0.12809761619341187,0.1532652155041132,1.0866011660569175,-0.20241628648552035,1.1404263062692959,1.098964174563783,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,-0.12054947716248898,66.5,0.0,False,False,"H2,DD",DD
U56,L3,1008,21,2013-01-15,164,16,0.0,0.1538666401852693,1.1512857850404616,-0.20241628648552046,0.1363356355868548,1.2084642284527631,-0.16732715733595038,0.17165767816354527,1.131499301076673,-0.20241628648552012,0.13872950613277646,1.2469625865800824,-0.12893584890394116,0.16012208580006004,1.1297134703097769,-0.20241628648552012,1.1646911935471886,1.1417830415621297,0.9044569612878481,0.8747033226162612,-0.3371726770846235,0.14744843811440456,1.2884006412023847,1.2780694840193234,-0.12054947716248876,62.48780487804878,0.0,False,False,"H1,H2,DD",DD
