panel,anchor,ladder,chooser,n_rungs,anchor_rung,anchor_index,endpoint,pick,reached,margin,anchor_val,best_val,anchor_deficit,anchor_rank,p_boot_anchor,p_boot_pick,uniform_rate,resolved
B136,B,H,C_ISDD,4,63,1,False,63,True,0.00538661503652671,-0.10516958275019417,-0.10516958275019417,0.0,1,0.579,0.579,0.25,False
B136,B,GROSS,C_ISSHARPE,10,0.55,5,False,0.75,False,0.0009865612884483177,1.286525583161074,1.2904957669733272,0.003970183812253225,5,0.0,0.983,0.1,True
B136,B,GROSS,C_ISCAGR,10,0.55,5,False,0.75,False,0.013627602784593185,0.14199118485148565,0.19603574788566092,0.054044563034175264,5,0.0,1.0,0.1,True
B136,B,GROSS,C_ISDD,10,0.55,5,False,0.3,False,0.009511865403181496,-0.10516958275019417,-0.0580793114614917,0.04709027128870247,6,0.0,1.0,0.1,True
B136,B,CADENCE,C_ISSHARPE,4,M,2,False,D,False,0.04073030581153558,1.286525583161074,1.3272558889726096,0.04073030581153558,2,0.224,0.327,0.25,False
B136,B,CADENCE,C_ISCAGR,4,M,2,False,D,False,0.004970639605227367,0.14199118485148565,0.14999924495461592,0.008008060103130266,4,0.169,0.342,0.25,False
B136,B,CADENCE,C_ISDD,4,M,2,False,W,False,0.0032827294213034763,-0.10516958275019417,-0.10188685332889069,0.0032827294213034763,2,0.466,0.315,0.25,False
SMALL,A,N,C_ISSHARPE,9,20,5,False,25,False,0.07398521979710304,0.6114970302860944,0.7421351467389733,0.13063811645287893,5,0.002,0.552,0.1111111111111111,True
SMALL,A,N,C_ISCAGR,9,20,5,False,25,False,0.011181628826774093,0.09165345698554872,0.11187286412458697,0.020219407139038248,6,0.002,0.401,0.1111111111111111,True
SMALL,A,N,C_ISDD,9,20,5,False,40,False,0.016789042911636076,-0.2528247650575779,-0.20519092937781624,0.04763383567976165,4,0.107,0.749,0.1111111111111111,False
SMALL,A,H,C_ISSHARPE,4,126,2,False,252,False,0.18754543302520077,0.6114970302860944,0.9832856884938772,0.37178865820778284,4,0.011,0.748,0.25,True
SMALL,A,H,C_ISCAGR,4,126,2,False,252,False,0.04800129933252473,0.09165345698554872,0.17011783897963473,0.07846438199408601,4,0.011,0.834,0.25,True
SMALL,A,H,C_ISDD,4,126,2,False,21,False,0.041744014199759705,-0.2528247650575779,-0.20518527378876428,0.047639491268813616,3,0.135,0.255,0.25,False
SMALL,A,GROSS,C_ISSHARPE,10,0.75,9,True,0.75,True,0.00024170891503938474,0.6114970302860944,0.6114970302860944,0.0,1,0.742,0.742,0.1,False
SMALL,A,GROSS,C_ISCAGR,10,0.75,9,True,0.75,True,0.005483972884966493,0.09165345698554872,0.09165345698554872,0.0,1,0.907,0.907,0.1,True
SMALL,A,GROSS,C_ISDD,10,0.75,9,True,0.3,False,0.017078356157468444,-0.2528247650575779,-0.10771415329336254,0.14511061176421536,10,0.0,1.0,0.1,True
SMALL,A,CADENCE,C_ISSHARPE,4,W,1,False,M,False,0.037259650222237206,0.6114970302860944,0.6666549078842304,0.05515787759813606,3,0.283,0.45,0.25,False
SMALL,A,CADENCE,C_ISCAGR,4,W,1,False,D,False,0.0025384840350211046,0.09165345698554872,0.09658786977628542,0.0049344127907366975,3,0.319,0.3,0.25,False
SMALL,A,CADENCE,C_ISDD,4,W,1,False,D,False,0.014650405149797985,-0.2528247650575779,-0.21673822273224752,0.03608654232533037,3,0.309,0.345,0.25,False
SMALL,B,N,C_ISSHARPE,9,12,3,False,8,False,0.02175904874166823,0.732156217973997,0.8450423942792491,0.1128861763052521,5,0.02,0.313,0.1111111111111111,True
SMALL,B,N,C_ISCAGR,9,12,3,False,5,False,0.011299569627757577,0.08641549080896649,0.12280223975953342,0.03638674895056693,5,0.013,0.633,0.1111111111111111,True
SMALL,B,N,C_ISDD,9,12,3,False,40,False,0.006361130906150203,-0.17585940777035725,-0.13546877653793443,0.04039063123242281,6,0.056,0.318,0.1111111111111111,True
SMALL,B,H,C_ISSHARPE,4,63,1,False,21,False,0.22819788922234507,0.732156217973997,0.9603541071963421,0.22819788922234507,2,0.045,0.762,0.25,True
SMALL,B,H,C_ISCAGR,4,63,1,False,21,False,0.03334210864439835,0.08641549080896649,0.11975759945336484,0.03334210864439835,2,0.032,0.771,0.25,True
SMALL,B,H,C_ISDD,4,63,1,False,21,False,0.011767699702508239,-0.17585940777035725,-0.16313014552578098,0.012729262244576267,3,0.411,0.384,0.25,False
SMALL,B,GROSS,C_ISSHARPE,10,0.55,5,False,0.75,False,0.0009918443631792284,0.732156217973997,0.7361263244319277,0.003970106457930722,5,0.002,0.899,0.1,True
SMALL,B,GROSS,C_ISCAGR,10,0.55,5,False,0.75,False,0.007394234093112795,0.08641549080896649,0.11634412197054433,0.029928631161577846,5,0.0,0.978,0.1,True
SMALL,B,GROSS,C_ISDD,10,0.55,5,False,0.3,False,0.015702180217124773,-0.17585940777035725,-0.09986638873341125,0.075993019036946,6,0.0,1.0,0.1,True
SMALL,B,CADENCE,C_ISSHARPE,4,M,2,False,W,False,0.013628648134358046,0.732156217973997,0.745784866108355,0.013628648134358046,2,0.389,0.513,0.25,False
SMALL,B,CADENCE,C_ISCAGR,4,M,2,False,W,False,0.007643965476808123,0.08641549080896649,0.09405945628577461,0.007643965476808123,2,0.322,0.571,0.25,False
SMALL,B,CADENCE,C_ISDD,4,M,2,False,M,True,0.007435207790264076,-0.17585940777035725,-0.17585940777035725,0.0,1,0.613,0.613,0.25,False
