panel,anchor,ladder,chooser,n_rungs,anchor_rung,anchor_index,endpoint,pick,reached,margin,anchor_val,best_val,anchor_deficit,anchor_rank,p_boot_anchor,p_boot_pick,uniform_rate,resolved
U56,A,N,C_ISSHARPE,9,20,5,False,40,False,0.010077615517875893,1.111898434102762,1.1761943091849962,0.06429587508223422,6,0.005,0.418,0.1111111111111111,True
U56,A,N,C_ISCAGR,9,20,5,False,5,False,0.023520488134305406,0.13911411272723173,0.1876467906540611,0.04853267792682936,6,0.004,0.76,0.1111111111111111,True
U56,A,N,C_ISDD,9,20,5,False,40,False,0.013708304391296444,-0.1395225553008913,-0.12581425090959486,0.013708304391296444,2,0.009,0.927,0.1111111111111111,True
U56,A,H,C_ISSHARPE,4,126,2,False,252,False,0.00965540547187227,1.111898434102762,1.13150083399436,0.019602399891597955,3,0.147,0.381,0.25,False
U56,A,H,C_ISCAGR,4,126,2,False,252,False,0.002657265328260827,0.13911411272723173,0.14177137805549256,0.002657265328260827,2,0.299,0.468,0.25,False
U56,A,H,C_ISDD,4,126,2,False,21,False,0.009795175535236456,-0.1395225553008913,-0.11825948556173882,0.021263069739152485,3,0.045,0.495,0.25,True
U56,A,GROSS,C_ISSHARPE,10,0.75,9,True,0.75,True,0.00010870912050653381,1.111898434102762,1.111898434102762,0.0,1,0.716,0.716,0.1,False
U56,A,GROSS,C_ISCAGR,10,0.75,9,True,0.75,True,0.009332335567530103,0.13911411272723173,0.13911411272723173,0.0,1,1.0,1.0,0.1,True
U56,A,GROSS,C_ISDD,10,0.75,9,True,0.3,False,0.00934348957780684,-0.1395225553008913,-0.056833440148314485,0.08268911515257682,10,0.0,1.0,0.1,True
U56,A,CADENCE,C_ISSHARPE,4,W,1,False,W,True,0.00784413458759503,1.111898434102762,1.111898434102762,0.0,1,0.278,0.278,0.25,False
U56,A,CADENCE,C_ISCAGR,4,W,1,False,W,True,0.006201106453944671,0.13911411272723173,0.13911411272723173,0.0,1,0.463,0.463,0.25,False
U56,A,CADENCE,C_ISDD,4,W,1,False,D,False,0.007450320617598871,-0.1395225553008913,-0.13089814236444142,0.008624412936449888,3,0.13,0.344,0.25,False
U56,B,N,C_ISSHARPE,9,12,3,False,10,False,0.009780256537228249,1.0954894000392974,1.117283488734079,0.02179408869478161,3,0.063,0.226,0.1111111111111111,True
U56,B,N,C_ISCAGR,9,12,3,False,5,False,0.007781021749910799,0.10830365982114598,0.12553488532888224,0.01723122550773626,4,0.01,0.618,0.1111111111111111,True
U56,B,N,C_ISDD,9,12,3,False,40,False,0.01311706128811907,-0.10767227848187666,-0.0840015608699538,0.023670717611922854,5,0.007,0.883,0.1111111111111111,True
U56,B,H,C_ISSHARPE,4,63,1,False,252,False,0.022380653817891893,1.0954894000392974,1.1514504109336607,0.05596101089436334,4,0.101,0.394,0.25,False
U56,B,H,C_ISCAGR,4,63,1,False,126,False,0.0001423573120260535,0.10830365982114598,0.11064738192919599,0.002343722108050006,4,0.142,0.281,0.25,False
U56,B,H,C_ISDD,4,63,1,False,21,False,0.00011948933215000235,-0.10767227848187666,-0.10755278914972666,0.00011948933215000235,2,0.166,0.289,0.25,False
U56,B,GROSS,C_ISSHARPE,10,0.55,5,False,0.75,False,0.0009182458804843918,1.0954894000392974,1.0991930742135936,0.0037036741742961787,5,0.002,0.995,0.1,True
U56,B,GROSS,C_ISCAGR,10,0.55,5,False,0.75,False,0.010112182063771735,0.10830365982114598,0.14859338574724967,0.04028972592610369,5,0.0,1.0,0.1,True
U56,B,GROSS,C_ISDD,10,0.55,5,False,0.3,False,0.009739025585156491,-0.10767227848187666,-0.05946122314766733,0.04821105533420933,6,0.0,1.0,0.1,True
U56,B,CADENCE,C_ISSHARPE,4,M,2,False,W,False,0.03312389323615683,1.0954894000392974,1.1893632044701183,0.09387380443082094,3,0.136,0.517,0.25,False
U56,B,CADENCE,C_ISCAGR,4,M,2,False,W,False,0.004880059953342508,0.10830365982114598,0.11914015132140077,0.010836491500254786,3,0.126,0.536,0.25,False
U56,B,CADENCE,C_ISDD,4,M,2,False,W,False,0.0020364509903550987,-0.10767227848187666,-0.10563582749152156,0.0020364509903550987,2,0.179,0.27,0.25,False
B136,A,N,C_ISSHARPE,9,20,5,False,8,False,0.009369302261435175,1.1441918935936697,1.2950986667099715,0.15090677311630185,8,0.004,0.242,0.1111111111111111,True
B136,A,N,C_ISCAGR,9,20,5,False,5,False,0.018795664533841183,0.16061313997190863,0.23791409235330785,0.07730095238139922,5,0.0,0.737,0.1111111111111111,True
B136,A,N,C_ISDD,9,20,5,False,30,False,0.0007983238369267953,-0.14636241107806824,-0.1318403191007732,0.014522091977295037,4,0.01,0.453,0.1111111111111111,True
B136,A,H,C_ISSHARPE,4,126,2,False,63,False,0.0046360134424350274,1.1441918935936697,1.2157937198737896,0.0716018262801199,3,0.146,0.358,0.25,False
B136,A,H,C_ISCAGR,4,126,2,False,63,False,0.0035585605592283187,0.16061313997190863,0.1751728910680972,0.014559751096188567,3,0.109,0.454,0.25,False
B136,A,H,C_ISDD,4,126,2,False,21,False,0.003247419789500161,-0.14636241107806824,-0.1333054081542968,0.013057002923771432,3,0.026,0.332,0.25,True
B136,A,GROSS,C_ISSHARPE,10,0.75,9,True,0.75,True,0.000332938823043083,1.1441918935936697,1.1441918935936697,0.0,1,0.949,0.949,0.1,True
B136,A,GROSS,C_ISCAGR,10,0.75,9,True,0.75,True,0.01084004186969545,0.16061313997190863,0.16061313997190863,0.0,1,1.0,1.0,0.1,True
B136,A,GROSS,C_ISDD,10,0.75,9,True,0.3,False,0.009800324617187939,-0.14636241107806824,-0.059505431935822584,0.08685697914224566,10,0.0,1.0,0.1,True
B136,A,CADENCE,C_ISSHARPE,4,W,1,False,W,True,0.02047292148834412,1.1441918935936697,1.1441918935936697,0.0,1,0.397,0.397,0.25,False
B136,A,CADENCE,C_ISCAGR,4,W,1,False,W,True,0.000439770274247131,0.16061313997190863,0.16061313997190863,0.0,1,0.41,0.41,0.25,False
B136,A,CADENCE,C_ISDD,4,W,1,False,D,False,0.007648003967920758,-0.14636241107806824,-0.1387144071101475,0.007648003967920758,2,0.056,0.421,0.25,True
B136,B,N,C_ISSHARPE,9,12,3,False,5,False,0.021832924535146514,1.286525583161074,1.3083585076962205,0.021832924535146514,2,0.197,0.412,0.1111111111111111,False
B136,B,N,C_ISCAGR,9,12,3,False,5,False,0.024824284778978356,0.14199118485148565,0.17409597423040823,0.03210478937892258,3,0.025,0.905,0.1111111111111111,True
B136,B,N,C_ISDD,9,12,3,False,40,False,0.0012007415507463426,-0.10516958275019417,-0.0974877459469119,0.0076818368032822715,5,0.357,0.251,0.1111111111111111,False
B136,B,H,C_ISSHARPE,4,63,1,False,63,True,0.028145118754111742,1.286525583161074,1.286525583161074,0.0,1,0.546,0.546,0.25,False
B136,B,H,C_ISCAGR,4,63,1,False,21,False,0.00025870202256883523,0.14199118485148565,0.1422498868740545,0.00025870202256883523,2,0.464,0.498,0.25,False
