pass_set,distance,frame,reference,n_pass,n_files,n_frames,mean,median,p75,p90,max,share_zero,share_is_best,share_ge_1,share_ge_2,share_ge_5,mean_frame_n,frame_median,frame_mean,frame_p90,frame_share_is_best
PS_GRID,D_CAGR,F_GROUP,B_ALL,46216,320,8616,3.718320153275706,2.4898187374403955,4.723740844488413,8.429220094074811,57.623499334702146,0.13298424787952223,0.13298424787952223,0.7498918123593561,0.5855331486930933,0.2261554440020772,289.4567898563268,0.5289418377606658,2.316791603179059,8.4399432350469,0.4573626421225806
PS_GRID,D_CAGR,F_GROUP,B_PASS,46216,320,8616,1.5482221363386126,1.101532119324855,2.2475040901874492,3.705897539596359,30.294819009012798,0.19060498528648087,0.13298424787952223,0.5364808724251342,0.28756274883157346,0.03271594253072529,289.4567898563268,0.1509123724577524,0.44488636162373263,1.0670751720488831,0.4573626421225806
PS_GRID,D_CAGR,F_FILE,B_ALL,49973,347,347,10.66613627905521,6.25757197221253,11.866054623549637,20.150234409256463,80.44364611187625,0.0012806915734496628,0.0012806915734496628,0.9856722630220319,0.9609188962039501,0.7183479078702499,23842.031577051606,7.7369414598970545,9.937223542506619,19.313685667008876,0.007434974052601136
PS_GRID,D_CAGR,F_FILE,B_PASS,49973,347,347,5.478157471597074,4.095556837461451,5.129985467140051,7.614076996567422,53.869511460050504,0.00958517599503732,0.0012806915734496628,0.9395873771836792,0.846517119244392,0.2778300282152362,23842.031577051606,2.70035823523789,3.2515817410575534,5.845222558547953,0.007434974052601136
PS_GRID,D_SHARPE,F_GROUP,B_ALL,46216,320,8616,0.093163973843936,0.05385736154953169,0.11778030900462655,0.1985817035394999,2.7228767661734636,0.14016790721827938,0.1398217067682188,,,,289.4567898563268,0.014553000637569147,0.03767583500384791,0.07329837671414463,0.47229187485894814
PS_GRID,D_SHARPE,F_GROUP,B_PASS,46216,320,8616,0.06822776378760932,0.04571025711908039,0.10419599228224397,0.16538451106772822,0.6967471434246307,0.19075644798338237,0.1398217067682188,,,,289.4567898563268,0.007341879041570021,0.02332661928427893,0.059737736169665434,0.47229187485894814
PS_GRID,D_SHARPE,F_FILE,B_ALL,49973,347,347,0.34420735120033197,0.2365753097378933,0.3151114134654711,0.4963338059418034,3.1744536799446825,0.004202269225381706,0.004202269225381706,,,,23842.031577051606,0.1111520744461606,0.15222696143734402,0.23941376326725472,0.025823623900299818
PS_GRID,D_SHARPE,F_FILE,B_PASS,49973,347,347,0.28815999406819065,0.20184676126711243,0.27438559083406133,0.38112239688059985,3.1721933150232746,0.009224981490004603,0.004202269225381706,,,,23842.031577051606,0.09166571836616866,0.1149996472220349,0.20055033205609168,0.025823623900299818
PS_GRID,D_RANK,F_GROUP,B_ALL,46216,320,8616,0.4258705680444976,0.4371859296482412,0.6015180265654649,0.794969104267017,1.0,0.13298424787952223,0.13298424787952223,,,,289.4567898563268,0.25,0.32368311171516256,0.6666666666666666,0.4573626421225806
PS_GRID,D_RANK,F_GROUP,B_PASS,46216,320,8616,0.4258705680444976,0.4371859296482412,0.6015180265654649,0.794969104267017,1.0,0.13298424787952223,0.13298424787952223,,,,289.4567898563268,0.25,0.32368311171516256,0.6666666666666666,0.4573626421225806
PS_GRID,D_RANK,F_FILE,B_ALL,49973,347,347,0.3917415643490543,0.37984753065959564,0.5545717126757895,0.683020902718703,1.0,0.0012806915734496628,0.0012806915734496628,,,,23842.031577051606,0.34365419987737583,0.35091980909511367,0.5701098901098901,0.007434974052601136
PS_GRID,D_RANK,F_FILE,B_PASS,49973,347,347,0.3917415643490543,0.37984753065959564,0.5545717126757895,0.683020902718703,1.0,0.0012806915734496628,0.0012806915734496628,,,,23842.031577051606,0.34365419987737583,0.35091980909511367,0.5701098901098901,0.007434974052601136
