panel,T_trade,cost,family,chooser,cell,target,turn_py,refresh_py,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
B136,M,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.14060341111388763,1.1943633177244155,-0.1784651535572811,True,True,True,False,False,none
B136,M,10,DRIFT,C_ISDD,h=0.12,0.08,3.0968707422441404,16.593033135089208,0.11237898267929891,1.2744115977502823,-0.10753127304417776,False,True,False,True,True,L5_CAGR
B136,M,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.14060341111388763,1.1943633177244155,-0.1784651535572811,True,True,True,False,False,none
B136,M,10,DRIFT,ORACLE_OOS,h=0.20,0.08,2.181222934135856,7.386576040781648,0.11845718822376883,1.322690888479803,-0.1094793998079443,True,True,True,True,True,none
B136,M,25,CAL,C_ISSHARPE,R=M,0.2,0.9337441661472567,12.043330501274426,0.16091016968388394,1.0722396107865717,-0.29680966144657506,False,False,False,False,False,L4_DD
B136,M,25,CAL,C_ISCALMAR,R=M,0.2,0.9337441661472567,12.043330501274426,0.16091016968388394,1.0722396107865717,-0.29680966144657506,False,False,False,False,False,L4_DD
B136,M,25,CAL,C_ISDD,R=W,0.08,3.689160794265325,52.29481733220051,0.1035907471170241,1.1834381219801646,-0.10919674661922563,False,False,False,True,True,L5_CAGR
B136,M,25,CAL,C_ISLEGS,R=M,0.1,1.9991079023564786,12.043330501274426,0.12744513840905491,1.1748816085435194,-0.19930143383202448,True,True,True,False,False,none
B136,M,25,CAL,ORACLE_OOS,R=D,0.12,3.411973460955561,251.99999999999997,0.13950404879189793,1.2537999606684282,-0.1440437952837883,True,True,True,False,False,none
B136,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.9738355926245921,2.51571792693288,0.16441409327834267,1.183916034353961,-0.1949114771366265,True,True,True,False,False,none
B136,M,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.13926238243348799,1.184004714618093,-0.1789583199083471,True,True,True,False,False,none
B136,M,25,DRIFT,C_ISDD,h=0.12,0.08,3.0968707422441404,16.593033135089208,0.1073664458928354,1.2218557156685812,-0.10966678518900508,False,True,False,True,True,L5_CAGR
B136,M,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.13926238243348799,1.184004714618093,-0.1789583199083471,True,True,True,False,False,none
B136,M,25,DRIFT,ORACLE_OOS,h=0.20,0.12,1.5009925367650314,4.710280373831775,0.14267494494345634,1.2954863586880903,-0.14544774569122532,True,True,True,False,False,none
B136,M,50,CAL,C_ISSHARPE,R=M,0.2,0.9337441661472567,12.043330501274426,0.15797358902107184,1.0552313326302978,-0.2970434141031043,False,False,False,False,False,L4_DD
B136,M,50,CAL,C_ISCALMAR,R=M,0.2,0.9337441661472567,12.043330501274426,0.15797358902107184,1.0552313326302978,-0.2970434141031043,False,False,False,False,False,L4_DD
B136,M,50,CAL,C_ISDD,R=M,0.08,2.29170473939595,12.043330501274426,0.10190653784727344,1.0883563191399583,-0.16276192818418556,False,False,False,False,False,L5_CAGR
B136,M,50,CAL,C_ISLEGS,R=M,0.1,1.9991079023564786,12.043330501274426,0.12240060430559896,1.1327640418877185,-0.20023821335592173,True,True,True,False,False,none
B136,M,50,CAL,ORACLE_OOS,R=D,0.12,3.411973460955561,251.99999999999997,0.130688535604492,1.1820887816615848,-0.15343186612901716,True,True,True,False,False,none
B136,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.9738355926245921,2.51571792693288,0.1613207135842707,1.1642360222248678,-0.19612383979659087,True,True,True,False,False,none
B136,M,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.13703012792834968,1.16669630779626,-0.18007956256659363,True,True,True,False,False,none
B136,M,50,DRIFT,C_ISDD,h=0.12,0.08,3.0968707422441404,16.593033135089208,0.09905965901235114,1.13398886888827,-0.11321553886567226,False,False,False,True,True,L5_CAGR
B136,M,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.731522322125001,1.2310960067969412,0.13703012792834968,1.16669630779626,-0.18007956256659363,True,True,True,False,False,none
B136,M,50,DRIFT,ORACLE_OOS,h=0.20,0.12,1.5009925367650314,4.710280373831775,0.13862962596729744,1.2617348227228868,-0.14710412837058184,True,True,True,False,False,none
B136,W,0,CAL,C_ISSHARPE,R=M,0.2,1.5585055762616997,12.043330501274426,0.16488572330149331,1.0855722496858413,-0.2999827426008971,False,False,False,False,False,L4_DD
B136,W,0,CAL,C_ISCALMAR,R=M,0.08,2.9654807281804083,12.043330501274426,0.11461260975920928,1.200110673521021,-0.1642241081140131,True,True,True,False,False,none
B136,W,0,CAL,C_ISDD,R=W,0.08,3.6299945183953914,52.29481733220051,0.11364698131329787,1.285884760467592,-0.10814790099946048,True,True,True,True,True,none
B136,W,0,CAL,C_ISLEGS,R=M,0.1,2.7108640125898167,12.043330501274426,0.1333955643690159,1.2118377995815246,-0.2022288701656042,True,True,True,False,False,none
B136,W,0,CAL,ORACLE_OOS,R=D,0.1,4.639612648078597,251.99999999999997,0.13396567047188856,1.3264308291397153,-0.11270017546048428,True,True,True,True,True,none
B136,W,0,DRIFT,C_ISSHARPE,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.14224972219774923,1.199835513858137,-0.17896582379755555,True,True,True,False,False,none
B136,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,1.4762739063906827,2.51571792693288,0.16691304403332552,1.1949420651039584,-0.19482647064082015,True,True,True,False,False,none
B136,W,0,DRIFT,C_ISDD,h=0.12,0.08,3.4560084036496574,16.593033135089208,0.11766528397530696,1.3208693528573006,-0.09958363348965482,True,True,True,True,True,none
B136,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.14224972219774923,1.199835513858137,-0.17896582379755555,True,True,True,False,False,none
B136,W,0,DRIFT,ORACLE_OOS,h=0.25,0.1,2.098576352865456,4.442650807136788,0.1429023733174133,1.3553410052529273,-0.1446903119281593,True,True,True,False,False,none
B136,W,10,CAL,C_ISSHARPE,R=M,0.2,1.5585055762616997,12.043330501274426,0.16292924581527823,1.074385116753631,-0.30019189671555113,False,False,False,False,False,L4_DD
B136,W,10,CAL,C_ISCALMAR,R=M,0.2,1.5585055762616997,12.043330501274426,0.16292924581527823,1.074385116753631,-0.30019189671555113,False,False,False,False,False,L4_DD
B136,W,10,CAL,C_ISDD,R=W,0.08,3.6299945183953914,52.29481733220051,0.1096813412205333,1.2444707398266623,-0.10857052373008103,False,True,False,True,True,L5_CAGR
B136,W,10,CAL,C_ISLEGS,R=M,0.1,2.7108640125898167,12.043330501274426,0.13052091034103186,1.1883824024585299,-0.20268617135667255,False,False,False,False,False,L4_DD
B136,W,10,CAL,ORACLE_OOS,R=D,0.12,3.73326867688893,251.99999999999997,0.14455763849951841,1.2910978936787845,-0.1380367462008234,True,True,True,False,False,none
B136,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,W,10,DRIFT,C_ISDD,h=0.12,0.08,3.4560084036496574,16.593033135089208,0.11388391168360434,1.281787112977263,-0.10130875470913758,False,True,False,True,True,L5_CAGR
B136,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,W,10,DRIFT,ORACLE_OOS,h=0.25,0.1,2.098576352865456,4.442650807136788,0.1406343771177434,1.3359042343177292,-0.14539998436689394,True,True,True,False,False,none
B136,W,25,CAL,C_ISSHARPE,R=M,0.2,1.5585055762616997,12.043330501274426,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD
B136,W,25,CAL,C_ISCALMAR,R=M,0.2,1.5585055762616997,12.043330501274426,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD
B136,W,25,CAL,C_ISDD,R=W,0.08,3.6299945183953914,52.29481733220051,0.10375830528059637,1.182247775838397,-0.10920420585529289,False,False,False,True,True,L5_CAGR
B136,W,25,CAL,C_ISLEGS,R=M,0.1,2.7108640125898167,12.043330501274426,0.12622152484417004,1.153108153299964,-0.20337195867706515,False,False,False,False,False,L4_DD
B136,W,25,CAL,ORACLE_OOS,R=D,0.12,3.73326867688893,251.99999999999997,0.1386183606049025,1.2432252195025788,-0.14389692275044186,True,True,True,False,False,none
B136,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,W,25,DRIFT,C_ISDD,h=0.12,0.08,3.4560084036496574,16.593033135089208,0.1082348101402133,1.2230498440122561,-0.10389212898880917,False,True,False,True,True,L5_CAGR
B136,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,W,25,DRIFT,ORACLE_OOS,h=0.25,0.1,2.098576352865456,4.442650807136788,0.1372401055518675,1.306676926096316,-0.1464638074471981,True,True,True,False,False,none
B136,W,50,CAL,C_ISSHARPE,R=M,0.2,1.5585055762616997,12.043330501274426,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD
B136,W,50,CAL,C_ISCALMAR,R=M,0.2,1.5585055762616997,12.043330501274426,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD
B136,W,50,CAL,C_ISDD,R=W,0.08,3.6299945183953914,52.29481733220051,0.09395400564137502,1.0783339433310144,-0.11077380100543766,False,False,False,False,True,L5_CAGR
B136,W,50,CAL,C_ISLEGS,R=M,0.1,2.7108640125898167,12.043330501274426,0.1190893491828624,1.0940989511289108,-0.20451449904863672,False,False,False,False,False,L4_DD
B136,W,50,CAL,ORACLE_OOS,R=D,0.12,3.73326867688893,251.99999999999997,0.12878674144276836,1.1633959555775983,-0.153576504565744,True,True,True,False,False,none
B136,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
B136,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
B136,W,50,DRIFT,C_ISDD,h=0.12,0.08,3.4560084036496574,16.593033135089208,0.09888054335493979,1.124908530368997,-0.1082204939002801,False,False,False,False,True,L5_CAGR
B136,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,1.185936557214531,1.4987255734919285,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
B136,W,50,DRIFT,ORACLE_OOS,h=0.25,0.1,2.098576352865456,4.442650807136788,0.1316035229313539,1.2577873035906126,-0.1482350185299458,True,True,True,False,False,none
SMALL665,M,0,CAL,C_ISSHARPE,R=M,0.12,1.9846072702687263,12.051391862955033,0.042564850914345476,0.37899877873407095,-0.36251860475834574,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,0,CAL,C_ISCALMAR,R=M,0.12,1.9846072702687263,12.051391862955033,0.042564850914345476,0.37899877873407095,-0.36251860475834574,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,0,CAL,C_ISDD,R=M,0.08,1.9899128859077324,12.051391862955033,0.02529625047386208,0.3147886296439689,-0.30422039145929813,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,0,CAL,C_ISLEGS,R=M,0.2,1.4383359765016566,12.051391862955033,0.07538774367865786,0.47365341965096835,-0.42640518712724473,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,0,CAL,ORACLE_OOS,R=D,0.2,2.625395270166995,252.00000000000003,0.08187770517708493,0.5333484217528206,-0.314178522260278,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,0,DRIFT,C_ISCALMAR,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,0,DRIFT,C_ISDD,h=0.05,0.08,3.6352017679063624,37.71306209850108,0.03666165380898123,0.45639448272073735,-0.18296687065579698,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,M,0,DRIFT,C_ISLEGS,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,0,DRIFT,ORACLE_OOS,h=0.25,0.2,1.389389119971381,2.9379014989293366,0.08839233842429106,0.5603051477179485,-0.3272057495034295,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,CAL,C_ISSHARPE,R=M,0.12,1.9846072702687263,12.051391862955033,0.04049194403550338,0.3641322461027016,-0.36518556928642587,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,10,CAL,C_ISCALMAR,R=M,0.12,1.9846072702687263,12.051391862955033,0.04049194403550338,0.3641322461027016,-0.36518556928642587,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,10,CAL,C_ISDD,R=M,0.08,1.9899128859077324,12.051391862955033,0.023592613132337625,0.29698915838161327,-0.3074225162669483,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,10,CAL,C_ISLEGS,R=M,0.2,1.4383359765016566,12.051391862955033,0.07362222826820575,0.4651495912696215,-0.42748778281968247,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,CAL,ORACLE_OOS,R=D,0.2,2.625395270166995,252.00000000000003,0.07827397210939013,0.5145222697751665,-0.316550439420642,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,DRIFT,C_ISCALMAR,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,DRIFT,C_ISDD,h=0.05,0.08,3.6352017679063624,37.71306209850108,0.03349246977339826,0.421354955085503,-0.18871921495964195,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,M,10,DRIFT,C_ISLEGS,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,10,DRIFT,ORACLE_OOS,h=0.25,0.2,1.389389119971381,2.9379014989293366,0.08657822453207697,0.5510977217904883,-0.3284942307602552,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,25,CAL,C_ISSHARPE,R=M,0.2,1.4383359765016566,12.051391862955033,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,25,CAL,C_ISCALMAR,R=M,0.2,1.4383359765016566,12.051391862955033,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,25,CAL,C_ISDD,R=M,0.08,1.9899128859077324,12.051391862955033,0.021041816450867,0.2702543900949844,-0.3121999523568981,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,25,CAL,C_ISLEGS,R=M,0.2,1.4383359765016566,12.051391862955033,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,25,CAL,ORACLE_OOS,R=D,0.2,2.625395270166995,252.00000000000003,0.07289032763515202,0.48626954353995855,-0.3200933199715844,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,25,DRIFT,C_ISCALMAR,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,25,DRIFT,C_ISDD,h=0.05,0.08,3.6352017679063624,37.71306209850108,0.028756305965475182,0.36874903642130935,-0.19727311357495103,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,M,25,DRIFT,C_ISLEGS,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,25,DRIFT,ORACLE_OOS,h=0.25,0.2,1.389389119971381,2.9379014989293366,0.08386212401934112,0.5372730411166228,-0.3304227220841105,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,M,50,CAL,C_ISSHARPE,R=M,0.2,1.4383359765016566,12.051391862955033,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,CAL,C_ISCALMAR,R=M,0.2,1.4383359765016566,12.051391862955033,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,CAL,C_ISDD,R=M,0.08,1.9899128859077324,12.051391862955033,0.01680288711744571,0.22561833387425162,-0.3200941321687021,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,CAL,C_ISLEGS,R=M,0.2,1.4383359765016566,12.051391862955033,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,CAL,ORACLE_OOS,R=Q,0.2,1.1508291716100687,4.017130620985011,0.0711871212721138,0.4491990903368321,-0.4523206439118994,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,DRIFT,C_ISCALMAR,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,DRIFT,C_ISDD,h=0.16,0.08,2.2752571009752978,9.952890792291221,0.02736547134855072,0.3407822017074434,-0.2417637018652793,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,DRIFT,C_ISLEGS,h=0.16,0.2,1.5901172860316821,4.676659528907924,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,50,DRIFT,ORACLE_OOS,h=0.25,0.2,1.389389119971381,2.9379014989293366,0.07934878067944129,0.5141977807540238,-0.33362562314817923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,0,CAL,C_ISSHARPE,R=M,0.12,3.0939714816921797,12.051391862955033,0.04519413152507923,0.39355552959343965,-0.3739541667928038,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,0,CAL,C_ISCALMAR,R=M,0.12,3.0939714816921797,12.051391862955033,0.04519413152507923,0.39355552959343965,-0.3739541667928038,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,0,CAL,C_ISDD,R=M,0.08,2.891641462362683,12.051391862955033,0.02709819202656827,0.329254496742521,-0.31456047402925624,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,0,CAL,C_ISLEGS,R=M,0.2,2.55541559518244,12.051391862955033,0.07955436694598683,0.49072329390983255,-0.4341119791193492,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,0,CAL,ORACLE_OOS,R=D,0.2,3.423225775438965,252.00000000000003,0.08429996248486593,0.5450768549655529,-0.31455457723407954,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,0,DRIFT,C_ISSHARPE,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,0,DRIFT,C_ISDD,h=0.05,0.08,4.094340491683259,36.99357601713062,0.03699439131469262,0.46029430418496775,-0.18598774070507407,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,W,0,DRIFT,C_ISLEGS,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,0,DRIFT,ORACLE_OOS,h=0.12,0.2,2.607301844768404,5.635974304068523,0.0871734970068474,0.5635756013708167,-0.2967096249600839,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,CAL,C_ISSHARPE,R=M,0.12,3.0939714816921797,12.051391862955033,0.04195143476124863,0.3706849811501858,-0.37781236237540194,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,10,CAL,C_ISCALMAR,R=M,0.2,2.55541559518244,12.051391862955033,0.07645297250615957,0.4759483011752689,-0.4361554874885635,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,CAL,C_ISDD,R=M,0.08,2.891641462362683,12.051391862955033,0.024496189971137783,0.3025575674857246,-0.3189176567189078,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,10,CAL,C_ISLEGS,R=M,0.2,2.55541559518244,12.051391862955033,0.07645297250615957,0.4759483011752689,-0.4361554874885635,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,CAL,ORACLE_OOS,R=D,0.2,3.423225775438965,252.00000000000003,0.07985093593546444,0.521896552234094,-0.3177842120162414,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,DRIFT,C_ISSHARPE,h=0.16,0.2,2.505605706105972,3.957173447537474,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,DRIFT,C_ISCALMAR,h=0.16,0.2,2.505605706105972,3.957173447537474,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,DRIFT,C_ISDD,h=0.05,0.08,4.094340491683259,36.99357601713062,0.0333075749550138,0.41947554212977484,-0.19239981118111082,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,W,10,DRIFT,C_ISLEGS,h=0.16,0.2,2.505605706105972,3.957173447537474,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,10,DRIFT,ORACLE_OOS,h=0.12,0.2,2.607301844768404,5.635974304068523,0.08386539773611412,0.5462178350656928,-0.299213041728392,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
