cut,stratum,n,method,rho_IS,rho_OOS,sign_survives,block,pair,strong,survives
POOLED,universe,60,spearman,-0.7895701198026779,-0.5940803382663847,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:broad,universe,30,spearman,-0.8554488989271599,-0.8238283455674761,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:u56,universe,30,spearman,-0.89158667419537,-0.875776397515528,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,mode,60,pearson,-0.8269443437872491,-0.5911513441209416,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:entry,mode,24,pearson,-0.8463892220322344,-0.5957431941348708,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:total,mode,20,pearson,-0.8430572626549198,-0.28230660388752604,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,mode,60,spearman,-0.7895701198026779,-0.5940803382663847,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:entry,mode,24,spearman,-0.8286956521739129,-0.6104347826086955,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:total,mode,20,spearman,-0.6526315789473683,-0.2796992481203007,,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,book,48,pearson,-0.4853624684133462,0.16000002742421285,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:CAND20,book,16,pearson,-0.6358682307141801,0.6458069678346802,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:EWall,book,16,pearson,-0.7199904558086799,0.050806308486587376,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:v1,book,16,pearson,0.9011894014545873,0.6372942290828983,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,True
POOLED,book,48,spearman,-0.5163808043410347,0.25147912971965153,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:CAND20,book,16,spearman,-0.6779076806833007,0.6872702375708913,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:EWall,book,16,spearman,-0.7321402951379647,-0.12352941176470587,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:v1,book,16,spearman,0.9108962277999473,0.596026651426576,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,True
POOLED,universe,48,pearson,-0.4853624684133462,0.16000002742421285,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:universe.json,universe,24,pearson,-0.10591340802817685,-0.8652729136621939,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:universe_broad.json,universe,24,pearson,-0.8402933860409343,0.6227370095296734,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,universe,48,spearman,-0.5163808043410347,0.25147912971965153,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:universe.json,universe,24,spearman,-0.09393032322078183,-0.747553833718965,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,False,True
STRATUM:universe_broad.json,universe,24,spearman,-0.6293255294343166,0.6214394580479355,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,mode,48,pearson,-0.4853624684133462,0.16000002742421285,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:abs,mode,18,pearson,-0.5094122782915578,0.2534774782060808,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:pct,mode,18,pearson,-0.5709023990959827,0.17361625490016475,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,mode,48,spearman,-0.5163808043410347,0.25147912971965153,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:abs,mode,18,spearman,-0.54121816330207,0.29411764705882354,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:pct,mode,18,spearman,-0.5891874032093825,0.35810113519091846,,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,book,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,pearson,0.7472588870284695,0.6223753211058273,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,pearson,0.7089813597266871,0.6692824873448842,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,spearman,0.6952865276762416,0.6151543368832212,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,spearman,0.5838124841600845,0.7347351513770852,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,pearson,0.6669543206489605,0.2551568409872981,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,pearson,0.7348889476265432,0.5558386097217914,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,spearman,0.45775015773726735,0.21189640258606626,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,spearman,0.6583251976609917,0.4602941647717748,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,pearson,0.7872199576661013,-0.03613580540534726,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.7069370268006766,0.02823879227483593,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,book,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,spearman,0.462894679267232,0.24796352085095721,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:top20,book,104,spearman,0.3858822415163514,0.2857791399693704,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,universe,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,pearson,0.7364163390906008,0.12696299956193316,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,pearson,0.7703991519328536,-0.23210054282823767,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,False
POOLED,universe,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,spearman,0.42096906928892214,0.35436991861061234,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,spearman,0.4784557343893141,-0.026131585728118252,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,Sharpe~MaxDD,True,False
POOLED,book,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:ewall,book,104,pearson,0.229039253710075,-0.7530939814408152,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.05775706857266843,-0.6969545730125657,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,False,False
POOLED,book,208,spearman,-0.3417101243538981,-0.59560320873241,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:ewall,book,104,spearman,-0.047983180273107114,-0.4368473012548321,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,False,True
STRATUM:top20,book,104,spearman,-0.3478643735752151,-0.279074637143497,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,True
POOLED,universe,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:broad,universe,96,pearson,0.041022912725553536,-0.8618299994918255,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:u56,universe,112,pearson,0.20530147447485786,-0.8860934827293488,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,False
POOLED,universe,208,spearman,-0.3417101243538981,-0.59560320873241,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:broad,universe,96,spearman,-0.40964452500209697,-0.670944346710196,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:u56,universe,112,spearman,-0.11247476527933102,-0.8238710446713746,,2026-09-05_2011-the-opposite-outlier_C.grid.csv,CAGR~MaxDD,True,True
POOLED,book,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,pearson,0.7472588870284695,0.6223753211058273,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,pearson,0.7089813597266871,0.6692824873448842,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,spearman,0.6952865276762416,0.6151543368832212,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,spearman,0.5838124841600845,0.7347351513770852,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,pearson,0.6669543206489605,0.2551568409872981,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,pearson,0.7348889476265432,0.5558386097217914,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,spearman,0.45775015773726735,0.21189640258606626,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,spearman,0.6583251976609917,0.4602941647717748,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,pearson,0.7872199576661013,-0.03613580540534726,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.7069370268006766,0.02823879227483593,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,book,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,spearman,0.462894679267232,0.24796352085095721,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:top20,book,104,spearman,0.3858822415163514,0.2857791399693704,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,universe,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,pearson,0.7364163390906008,0.12696299956193316,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,pearson,0.7703991519328536,-0.23210054282823767,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,False
POOLED,universe,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,spearman,0.42096906928892214,0.35436991861061234,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,spearman,0.4784557343893141,-0.026131585728118252,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,Sharpe~MaxDD,True,False
POOLED,book,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:ewall,book,104,pearson,0.229039253710075,-0.7530939814408152,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.05775706857266843,-0.6969545730125657,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,False,False
POOLED,book,208,spearman,-0.3417101243538981,-0.59560320873241,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:ewall,book,104,spearman,-0.047983180273107114,-0.4368473012548321,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,False,True
STRATUM:top20,book,104,spearman,-0.3478643735752151,-0.279074637143497,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,True
POOLED,universe,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:broad,universe,96,pearson,0.041022912725553536,-0.8618299994918255,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:u56,universe,112,pearson,0.20530147447485786,-0.8860934827293488,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,False
POOLED,universe,208,spearman,-0.3417101243538981,-0.59560320873241,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:broad,universe,96,spearman,-0.40964452500209697,-0.670944346710196,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:u56,universe,112,spearman,-0.11247476527933102,-0.8238710446713746,,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,CAGR~MaxDD,True,True
POOLED,book,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,pearson,0.7472588870284695,0.6223753211058273,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,pearson,0.7089813597266871,0.6692824873448842,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:ewall,book,104,spearman,0.6952865276762416,0.6151543368832212,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:top20,book,104,spearman,0.5838124841600845,0.7347351513770852,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,pearson,0.6796259170033369,0.5380577000093465,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,pearson,0.6669543206489605,0.2551568409872981,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,pearson,0.7348889476265432,0.5558386097217914,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,universe,208,spearman,0.5317731093754098,0.5360768921980879,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:broad,universe,96,spearman,0.45775015773726735,0.21189640258606626,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:u56,universe,112,spearman,0.6583251976609917,0.4602941647717748,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,book,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,pearson,0.7872199576661013,-0.03613580540534726,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.7069370268006766,0.02823879227483593,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,book,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:ewall,book,104,spearman,0.462894679267232,0.24796352085095721,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:top20,book,104,spearman,0.3858822415163514,0.2857791399693704,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,universe,208,pearson,0.7450135262516114,0.05952234359837482,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,pearson,0.7364163390906008,0.12696299956193316,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,pearson,0.7703991519328536,-0.23210054282823767,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,False
POOLED,universe,208,spearman,0.41420740980496085,0.20285675166179626,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,universe,96,spearman,0.42096906928892214,0.35436991861061234,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,universe,112,spearman,0.4784557343893141,-0.026131585728118252,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,Sharpe~MaxDD,True,False
POOLED,book,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,False,False
STRATUM:ewall,book,104,pearson,0.229039253710075,-0.7530939814408152,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,True,False
STRATUM:top20,book,104,pearson,0.05775706857266843,-0.6969545730125657,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,False,False
POOLED,book,208,spearman,-0.3417101243538981,-0.59560320873241,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:ewall,book,104,spearman,-0.047983180273107114,-0.4368473012548321,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,False,True
STRATUM:top20,book,104,spearman,-0.3478643735752151,-0.279074637143497,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,universe,208,pearson,0.08136805008682688,-0.7382018740914633,,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,CAGR~MaxDD,False,False
