panel,family,level,cad,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,turn_yr,p4a,p4b
SMALL439,QUANTILE,0.2,W,RESPREAD,0.08684388108466923,0.593228297435821,-0.36871201560737954,0.5812607886967767,0.6135146292282412,0.0662572140477129,0.5222789241732696,-0.20035482550516326,0.09975623838111125,0.6330151755034665,-0.36871201560738043,12.091534732795429,False,False
SMALL439,QUANTILE,0.2,W,DEGROSS,0.01893064866539995,0.5901903899733454,-0.08386798528718487,0.5753701680177603,0.61228144153837,0.014457860804185207,0.51553410128341,-0.043264103075786764,0.02170288179551272,0.631826781463829,-0.08386798528718531,2.458844769121059,True,False
SMALL439,QUANTILE,0.2,M,RESPREAD,0.10014023122735871,0.6532508075991942,-0.36768681602264175,0.6486545506902116,0.6699990485590434,0.08188186504070805,0.6133517847265623,-0.1854441228727174,0.11157016357789185,0.6779847899901088,-0.36768681602264075,5.776560730418368,False,False
SMALL439,QUANTILE,0.2,M,DEGROSS,0.021270001804051253,0.6467258703280842,-0.0800659491169311,0.6355173122224165,0.6677367681843601,0.017082549125250868,0.5962470754680242,-0.039884085753803644,0.023864774292966073,0.6766109069201423,-0.08006594911693077,1.1771701978757771,True,False
SMALL439,QUANTILE,0.2,Q,RESPREAD,0.08329171061250129,0.556847057653269,-0.40005253153531817,0.4858113030129355,0.6202876075272068,0.06040993763828095,0.472023247211974,-0.21033237519486392,0.0976694239951621,0.6033274049904946,-0.4000525315353173,3.301871796548998,False,False
SMALL439,QUANTILE,0.2,Q,DEGROSS,0.01908187620749513,0.5724195233649096,-0.08443415696399525,0.4844717149956169,0.6485967354767902,0.01358394124297524,0.4747007381359723,-0.044332763902465544,0.022492279908847612,0.6253537351690578,-0.08443415696399437,0.678944297692817,False,False
SMALL439,QUANTILE,0.3,W,RESPREAD,0.0774552522008094,0.5596637641098844,-0.36479274122034566,0.528927923168843,0.5932475087209668,0.05650607448017575,0.4719463722233076,-0.19076153526940054,0.09060041161568044,0.6077653250958714,-0.3647927412203452,10.30303366147798,False,False
SMALL439,QUANTILE,0.3,W,DEGROSS,0.02515662542043784,0.5573888131747261,-0.12297286910332883,0.5240856999228273,0.5926677306390067,0.018439672050926337,0.4659043280740503,-0.06054697666202946,0.029327117153262527,0.607439640661789,-0.12297286910332905,3.1354959811821077,False,False
SMALL439,QUANTILE,0.3,M,RESPREAD,0.08661486333446344,0.6050243655926562,-0.377988260337879,0.6131413627832222,0.610374580003828,0.07085741558187841,0.5606407235975432,-0.17965648224492436,0.09646224717526541,0.631275460470155,-0.37798826033787825,4.936606211404756,False,False
SMALL439,QUANTILE,0.3,M,DEGROSS,0.02751140873666591,0.5992717635551755,-0.12389029954819608,0.6005156852849558,0.6092422398311145,0.022059490868623133,0.543711085724537,-0.05730677323767319,0.030893022966751005,0.6311799509247876,-0.12389029954819519,1.5048152501587873,True,False
SMALL439,QUANTILE,0.3,Q,RESPREAD,0.08133393772169994,0.568596143164803,-0.3835998042472897,0.5833028400100387,0.5686850232076536,0.06952378362050182,0.5469964661540299,-0.20185030758912947,0.08869292502286563,0.5830451965337143,-0.383599804247289,2.8043792075753746,False,False
SMALL439,QUANTILE,0.3,Q,DEGROSS,0.027063133680126805,0.5814647767569975,-0.11930460675084287,0.5820258769759563,0.5923406150074187,0.022370327852460736,0.5467338498041197,-0.06288358992260878,0.029972157896240192,0.602759741614429,-0.11930460675084331,0.8623464812622977,True,False
SMALL439,QUANTILE,0.4,W,RESPREAD,0.07340568159123895,0.5441802381416347,-0.36050517727041986,0.5335590524770264,0.5626723893356915,0.05737047971769371,0.4851678281043608,-0.18629690993993564,0.0834302375271776,0.5775635512991901,-0.36050517727041853,8.747178634141887,False,False
SMALL439,QUANTILE,0.4,W,DEGROSS,0.031506119527214604,0.5427400933997449,-0.1584281160233928,0.5288430162593223,0.5634456916798424,0.024529365592510732,0.4799286693038258,-0.07817170955939301,0.03583866476457609,0.5780521197592979,-0.15842811602339468,3.5415081843953757,False,False
SMALL439,QUANTILE,0.4,M,RESPREAD,0.08799996402320476,0.6269476112419503,-0.37801986740029414,0.6650613698494295,0.6106085119293758,0.08179781857778323,0.6477974157163182,-0.1805288156613254,0.09184814965198229,0.6198536226509808,-0.37801986740029514,4.183384887787568,False,False
SMALL439,QUANTILE,0.4,M,DEGROSS,0.03684672454519289,0.6243201576171473,-0.16279160929742176,0.6560075228041602,0.6121360626701523,0.03344260572325353,0.6356750613534005,-0.07598498783084551,0.03895470256128397,0.621884208841485,-0.16279160929742242,1.6964962372933188,False,False
SMALL439,QUANTILE,0.4,Q,RESPREAD,0.08752387548027962,0.6178817667601955,-0.3596979687766123,0.6410351427510652,0.6136671408687973,0.07139721090165208,0.5747499648400113,-0.19355657288725414,0.09760470198620008,0.6437464854199562,-0.3596979687766114,2.372482577679128,False,False
SMALL439,QUANTILE,0.4,Q,DEGROSS,0.0376251603387836,0.6275501419869137,-0.14673452438206258,0.6408168283403162,0.6307895656580489,0.03009667604547328,0.5749244616264189,-0.07981641014114804,0.04230220106621996,0.6583214734406788,-0.14673452438206147,0.970514415495117,True,False
