label,universe,grid,book,cost_bps,param,sh_IS,sh_OOS,sh_OOS_CAGR,sh_OOS_MaxDD,sh_CAGR,sh_Sharpe,sh_MaxDD,sh_H1,sh_H2,nl_OOS,nl_OOS_CAGR,nl_OOS_MaxDD,rd_OOS,rd_OOS_CAGR,rd_OOS_MaxDD,best_OOS,regret,sh_4a_v2,sh_4a_v1,sh_4b,sh_4b_oos,nl_4b,nl_4b_oos,spy_OOS,spy_OOS_CAGR,spy_OOS_MaxDD
committed,broad,band,ewall,10,0.080000,1.099671096321905,1.0595957571361019,0.1147353056774647,-0.18826176644102088,0.11660520815153963,1.077772011175733,-0.18826176644102055,1.2015067308728415,0.9647400133495997,1.0190032951881365,0.10587775835081636,-0.17687931105226407,1.0536087704957824,0.11097163238033896,-0.1757786682740788,1.0715222034132175,-0.011926446277115588,False,True,True,True,True,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,band,ewall,25,0.080000,1.0580729395672048,1.0115235145547992,0.10900502548965774,-0.19040500509951575,0.11123400573402509,1.032613028740932,-0.19040500509951552,1.160795313060541,0.9154062310266722,0.8958136996722622,0.09185853112344766,-0.1821704348434574,0.9735022182586803,0.10175328941060435,-0.18036757943191278,1.0115235145547992,0.0,False,True,True,True,False,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,band,top20,10,0.000000,1.0226042049000195,0.8836022780725372,0.12454335283909401,-0.20052048331108296,0.12992958836952506,0.9431848997615343,-0.2005204833110832,1.1047866702854354,0.8025166021122436,0.8836022780725372,0.12454335283909401,-0.20052048331108296,0.8992499936644951,0.12717359540884837,-0.2005204833110832,0.9087446412032487,-0.025142363130711498,False,True,False,True,False,True,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,band,top20,25,0.000000,0.869086472042202,0.7295843836804319,0.09979856674461329,-0.20155317029654185,0.10593330741535789,0.7894767167611467,-0.20155317029654185,0.9493769877220685,0.6498638573002592,0.7295843836804319,0.09979856674461329,-0.20155317029654185,0.7470829694698292,0.1026439435586259,-0.20165047619265888,0.7562837230809997,-0.02669933940056779,False,True,False,False,False,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,breadth,ewall,10,0.000000,1.0324870696635413,1.0190032951881365,0.10587775835081636,-0.17687931105226407,0.10702284086474312,1.025234929455444,-0.17687931105226484,1.1433299623842004,0.9148936609034063,1.0190032951881365,0.10587775835081636,-0.17687931105226407,1.0289964824121576,0.10373310415894514,-0.17511395845386885,1.0371770162445249,-0.01817372105638837,False,True,True,False,True,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,breadth,ewall,25,0.250000,0.9196426492059896,0.9132380402101328,0.09183879938978978,-0.17653947121242453,0.09240993843189305,0.9162424408260633,-0.17653947121242464,1.035765216804576,0.8047359921436916,0.8958136996722622,0.09185853112344766,-0.1821704348434574,0.9086038935881586,0.09044668440330952,-0.17766566393863098,0.9184370924818522,-0.005199052271719462,False,True,False,False,False,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,breadth,top20,10,0.000000,1.0226042049000195,0.8836022780725372,0.12454335283909401,-0.20052048331108296,0.12992958836952506,0.9431848997615343,-0.2005204833110832,1.1047866702854354,0.8025166021122436,0.8836022780725372,0.12454335283909401,-0.20052048331108296,0.8758748676890564,0.12124119271792044,-0.2005204833110831,0.8836022780725372,0.0,False,True,False,True,False,True,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,breadth,top20,25,0.000000,0.869086472042202,0.7295843836804319,0.09979856674461329,-0.20155317029654185,0.10593330741535789,0.7894767167611467,-0.20155317029654185,0.9493769877220685,0.6498638573002592,0.7295843836804319,0.09979856674461329,-0.20155317029654185,0.7203464817023624,0.09674683758963401,-0.20494002537353148,0.7295843836804319,0.0,False,True,False,False,False,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,gross,ewall,10,1.250000,1.0348887224659156,1.0167595758438155,0.17579058735913566,-0.2829093697045324,0.17794566474171103,1.02509256378527,-0.2829093697045323,1.1455611841963054,0.9130482718463384,1.0190032951881365,0.10587775835081636,-0.17687931105226407,1.0184194444646444,0.12331474666360992,-0.20278050839081282,1.0199838470842335,-0.0032242712404180196,False,False,False,False,True,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
committed,broad,gross,ewall,25,1.250000,0.9228586532940883,0.8963678062197022,0.15148864772749038,-0.29036856426787094,0.15429746561788238,0.9084793165603252,-0.29036856426787105,1.03528107363504,0.7904216468268438,0.8958136996722622,0.09185853112344766,-0.1821704348434574,0.8959217402720459,0.1066784397613123,-0.20856304306878115,0.8963678062197022,0.0,False,False,False,False,False,False,0.8820239235972316,0.1545044425578177,-0.3371595330739301
