panel,dial,bps,arms,slope_OOS,t_OOS,rho_OOS,slope_IS,t_IS,rho_IS
B136,CADENCE,0,4,15.094122437147378,2.4298012138410288,1.0,18.150994340004384,16.24451437133391,1.0
B136,CADENCE,10,4,19.011607961040724,4.806387483491254,0.7999999999999999,16.377432733290508,37.198073197085094,1.0
B136,GROSS,0,7,3066.506206663848,507.55854082615235,1.0,2853.4990161865317,410.7586269996871,1.0
B136,GROSS,10,7,2090.7835478685924,66.24303845007923,1.0,2077.76212423089,52.379157142983516,1.0
B136,SIZE,0,7,-21.955486785492575,-2.3787920159632656,-0.9285714285714288,14.684531864968632,0.36854016526918815,0.10714285714285716
B136,SIZE,10,7,-13.804025736536266,-2.032845436930592,-0.9285714285714288,-16.135216605504954,-0.5149469907924826,-0.14285714285714288
B136,TRIM,0,10,-5.612561207399873,-1.549851631826931,-0.5757575757575757,44.48836135084258,3.676502664944305,-0.05454545454545454
B136,TRIM,10,10,-1.7198198535919316,-0.6494897291120253,-0.18787878787878787,31.95444704378544,2.6439990364871395,-0.07878787878787878
B136,VOLGATE,0,8,42.61300420471718,8.544934966588652,0.9285714285714287,-2.3656794935619017,-0.1778943078010412,0.14285714285714288
B136,VOLGATE,10,8,27.64819285193132,23.170942737413046,0.9047619047619048,27.829259946906035,2.228604215387745,0.7857142857142858
BSTK100,CADENCE,0,4,15.934714718050394,3.421613944138771,0.7999999999999999,23.657892869739463,10.459082842941875,1.0
BSTK100,CADENCE,10,4,18.792511379670174,6.093821846632754,0.7999999999999999,17.60289631505592,17.971145137193744,1.0
BSTK100,GROSS,0,7,-7038.349066205524,-22.354750283671994,-1.0,3298.7588257844764,91.78734798540128,1.0
BSTK100,GROSS,10,7,-11824.804187038788,-4.8676104881446705,-0.9642857142857145,2384.9987763086815,39.64081305200156,1.0
BSTK100,SIZE,0,7,-11.526625979925937,-2.101736372104956,-0.8571428571428573,1.8741352850978445,0.05576160989062949,-0.14285714285714288
BSTK100,SIZE,10,7,-4.899215288604668,-1.2642039545434707,-0.25,-20.903720024644215,-0.970968207417448,-0.3214285714285715
BSTK100,TRIM,0,10,-33.88313427775652,-3.1663071172240853,-0.6727272727272726,70.65309429609977,4.743823700077286,0.5636363636363636
BSTK100,TRIM,10,10,-18.64422528471078,-3.022726612155785,-0.49090909090909085,59.1611436686604,2.712726621982597,0.38181818181818183
BSTK100,VOLGATE,0,8,30.815424280760432,5.385486437116549,0.8095238095238096,7.322027045634894,0.8406053684165682,0.4761904761904762
BSTK100,VOLGATE,10,8,25.513535797299625,10.944763676617207,0.880952380952381,17.132531734645493,2.013884630422274,0.4761904761904762
SMALL439,CADENCE,0,4,18.79676880277356,57.16911811804041,1.0,16.70879599762817,14.444575059024642,1.0
SMALL439,CADENCE,10,4,18.799788923843163,190.5599639221727,1.0,17.253450742005054,42.712388129522346,1.0
SMALL439,GROSS,0,7,2740.2280393066753,55.83758315658854,1.0,1584.1438426354969,33.05360325571873,1.0
SMALL439,GROSS,10,7,1477.5111513946802,87.02970991293446,1.0,935.3136041226903,59.75094250255673,1.0
SMALL439,SIZE,0,7,26.276877010702776,3.4155276149124636,0.6071428571428572,13.123904899857036,4.3012183893751725,0.8928571428571429
SMALL439,SIZE,10,7,23.425847559444264,4.3741644323259665,0.6071428571428572,15.858807372610512,8.128427358603977,0.8928571428571429
SMALL439,TRIM,0,10,22.70839630867982,8.74338558678259,0.9393939393939393,8.889783994622201,4.478377994249566,0.9030303030303028
SMALL439,TRIM,10,10,20.488188862148743,10.857102376669042,0.9636363636363635,11.241722966312082,10.995927406243212,0.9272727272727272
SMALL439,VOLGATE,0,8,26.1380310550232,9.871593635029893,0.9285714285714287,3.8436843952452757,0.649254732852502,0.19047619047619052
SMALL439,VOLGATE,10,8,20.629313831359745,10.22300668472656,0.9761904761904763,20.013940675911183,3.208812587423644,0.8333333333333335
U56,CADENCE,0,4,6.064164647599087,0.9012177536533541,0.39999999999999997,8.799786518943474,1.174879522305973,0.19999999999999998
U56,CADENCE,10,4,14.755337851129754,2.026625485980822,0.7999999999999999,14.72910702965855,6.798223743383084,1.0
U56,GROSS,0,7,17259.56447424763,42.469600842426814,1.0,-14390.732566590488,-77.77439371083585,-1.0
U56,GROSS,10,7,6778.7606363692885,16.09012000170672,1.0,17080.221757798823,3.6405390148033008,0.7500000000000002
U56,SIZE,0,7,-33.63174237964156,-2.926308987746119,-0.3214285714285715,-28.762448054032852,-1.3050881174680198,-0.4642857142857144
U56,SIZE,10,7,-25.12727289662914,-2.797985356176066,-0.39285714285714296,-22.200267728585455,-1.6625187380816466,-0.4642857142857144
U56,TRIM,0,10,-11.932362998721327,-1.5157660859530278,-0.09090909090909088,51.78374175830364,3.6636319709283,0.6242424242424242
U56,TRIM,10,10,-8.397119747518497,-1.3636330623689845,-0.24848484848484845,42.473943748492935,3.030988746577564,0.5393939393939393
U56,VOLGATE,0,8,27.87659601543726,5.111789407071048,0.4761904761904762,27.660195784007733,5.821667524097014,0.9523809523809524
U56,VOLGATE,10,8,22.12232899330603,7.346309319029956,0.3571428571428572,22.52063536321702,11.587825804343298,0.9285714285714287
