file,cut,kind,n,n_ties,ABS_MED,ABS_MEAN,SIGNED_MED,SIGNED_MEAN,SE,sign_z,share_below,abs_pred,abs_ratio,ABS_verdict,SIGNED_verdict,sign_unstable,dup
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,10bps,RAND,1152,0,0.2720053965143491,0.31433104792285993,0.2720053965143491,0.31433104792285993,0.004792067802825882,-33.94112549695428,0.0,0.016921890442771002,16.074173121156758,RESOLVED,RESOLVED,False,False
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,10bps,SM_DOM,1152,0,0.020867579884506354,0.02735740425352827,-0.004552955828532901,-0.004545037284021078,0.0010654809347076957,3.8301617314271357,0.5564236111111112,0.015610476134645312,1.3367676747664103,RESOLVED,RESOLVED,False,False
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,10bps,SM_UNIF,1152,0,0.022873216947604948,0.03063284885456686,-0.0005566301307610971,-0.001473479685215398,0.0012464463786170527,0.707106781186545,0.5104166666666666,0.01739446221588479,1.3149712054171419,RESOLVED,not resolvable,False,False
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,10bps,SWITCHMATCH,1152,0,0.021505825611529146,0.02905175217695218,-0.0008016811070324014,0.0009865119064352528,0.001145557620847498,0.707106781186545,0.5104166666666666,0.01745403697700463,1.2321404864595322,RESOLVED,not resolvable,True,False
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,10bps,BLOCKPOST,3456,0,0.014766302249573898,0.02274317910319666,0.0006860389271055953,0.0003195894277465401,0.0005628549901106015,-1.4969103983674945,0.48726851851851855,,,UNADJUDICABLE,not resolvable,False,False
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,10bps,EPISODEFIX,3456,0,0.0376429767821746,0.05224069607538857,-0.01476915314045885,-0.023403819453045118,0.0011406795104424014,9.797958971132717,0.5833333333333334,,,UNADJUDICABLE,RESOLVED,False,False
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,10bps,YEARBLOCK,3456,0,0.03178329585627775,0.04517118389877037,-0.0012728707405879002,-0.003822463474299321,0.0010614247867409147,1.360827634879543,0.5115740740740741,,,UNADJUDICABLE,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,BLOCK2,1152,0,0.016760560226898653,0.02189725858774306,-0.00014671839136075164,1.2774219706284727e-05,0.0008764863526957876,0.235702260395515,0.5034722222222222,0.017782312937611684,0.9425410679534323,not resolvable,not resolvable,True,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,RAND,1152,0,0.27485133873282536,0.3147836312057641,0.27485133873282536,0.3147836312057641,0.004708808108263044,-33.94112549695428,0.0,0.0171006204235691,16.072594556511458,RESOLVED,RESOLVED,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_DOM,1152,0,0.014900530328317,0.019828282748728467,-0.003479859781709449,-0.0039742926128937895,0.0007687372183413759,3.8301617314271357,0.5564236111111112,0.01552381610405315,0.9598497063120056,not resolvable,RESOLVED,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_FILL,1152,0,0.015787384425991,0.020628638970354683,0.0014438384291602414,0.001144268065394154,0.0008178075071680807,-1.76776695296637,0.4739583333333333,0.017256789741647117,0.914850598653938,not resolvable,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_LONE,1152,0,0.015753200839984494,0.02072203699782843,0.0010079046999733488,0.0015886164509368843,0.000821880073247082,-1.1785113019775788,0.4826388888888889,0.01728168087535723,0.9115548975590524,not resolvable,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_SPLIT2,1152,0,0.01629731077668445,0.020983280869588797,-0.0006252628229164482,-0.0013535196665252958,0.0008257250357822652,0.94280904158206,0.5138888888888888,0.016567486029522696,0.9836924411852949,not resolvable,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_SPLIT4,1152,0,0.015990300134986153,0.021185349793855873,0.0004180364318588474,0.0006104699789754946,0.0008400084869790322,-0.5303300858899106,0.4921875,0.017094159795065796,0.9354247489602695,not resolvable,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_SPLIT8,1152,0,0.0164352297237719,0.021290806245641967,0.001301122700095643,0.0016869882643729224,0.0008353950713415402,-1.6499158227686126,0.4756944444444444,0.017345492617065632,0.9475216464940203,not resolvable,not resolvable,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,10bps,SM_UNIF,1152,0,0.0149026847568579,0.020691386026535,0.00022653007190430452,-0.0003107602956100799,0.0008335676159561592,-0.41247895569215315,0.4939236111111111,0.017445195967672807,0.8542572284354752,not resolvable,not resolvable,True,False
2026-09-15_should-PROTOCOL-require-a-RUN-LENGTH-MATCHED-null-by-name_B.nulls.csv,10bps,RUNPERM,3456,0,0.014203361633639448,0.022275508098218745,0.00012778374468309928,-0.00020536025761950025,0.0005569779313653987,-0.374227599591872,0.49681712962962965,,,UNADJUDICABLE,not resolvable,True,False
2026-09-15_what-is-the-RESIDUAL-PLUS-0.0012-shared-by-every-CAPPED-null_cloud.excess.csv,10bps,OP_DOM,1152,0,0.014477642775189353,0.019006700299766803,-0.0019065464984525018,-0.001976604984992491,0.0007474103515047472,1.8856180831641276,0.5277777777777778,0.015441270847745648,0.9375939919675083,not resolvable,not resolvable,False,False
