panel,book,cost_bps,chooser,pick_lam,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_pass4b,pick_is_undamped,und_OOS_CAGR,und_OOS_Sharpe,und_OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_undamped_OOS_Sharpe,beats_base_OOS_Sharpe,beats_spy_OOS_Sharpe
U56,CAP2,0.0,C_ISSHARPE,1.0,0.5,0.09717568773046326,1.4229658302885404,-0.09844824810221142,False,True,0.13168913356431755,1.3693466954314062,-0.14765004422980466,0.10512018478916318,1.4015860744035635,-0.11442373382339721,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,CAP2,0.0,C_ISCALMAR,1.0,0.5,0.09717568773046326,1.4229658302885404,-0.09844824810221142,False,True,0.13168913356431755,1.3693466954314062,-0.14765004422980466,0.10512018478916318,1.4015860744035635,-0.11442373382339721,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,CAP2,10.0,C_ISSHARPE,0.1,0.5,0.09740370348648164,1.3040428708808305,-0.1287687155891717,False,False,0.12773946456006335,1.3318413815124672,-0.14809080759214643,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True
U56,CAP2,10.0,C_ISCALMAR,0.1,0.5,0.09740370348648164,1.3040428708808305,-0.1287687155891717,False,False,0.12773946456006335,1.3318413815124672,-0.14809080759214643,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True
U56,CAP2,25.0,C_ISSHARPE,0.1,0.5,0.0959798538506047,1.2862375389392418,-0.12900954620067273,False,False,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.09748323106971535,1.306587169374047,-0.11542529367252541,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAP2,25.0,C_ISCALMAR,0.1,0.5,0.0959798538506047,1.2862375389392418,-0.12900954620067273,False,False,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.09748323106971535,1.306587169374047,-0.11542529367252541,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAP2,50.0,C_ISSHARPE,0.1,0.5,0.09361076384964107,1.2565482784620818,-0.12941082154763417,False,False,0.11207234887057682,1.181260845927782,-0.14985301432639275,0.08989706957685906,1.2112664939820397,-0.11642649036472952,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,CAP2,50.0,C_ISCALMAR,0.1,0.5,0.09361076384964107,1.2565482784620818,-0.12941082154763417,False,False,0.11207234887057682,1.181260845927782,-0.14985301432639275,0.08989706957685906,1.2112664939820397,-0.11642649036472952,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,CAND,0.0,C_ISSHARPE,0.1,0.5,0.10166066499118931,1.2935940688605474,-0.1300970842220338,False,False,0.143538533309864,1.2803390722324455,-0.17274816551070749,0.10512018478916318,1.4015860744035635,-0.11442373382339721,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,0.0,C_ISCALMAR,0.7,0.5,0.10204384288823087,1.3607633850669554,-0.11574479194787002,False,False,0.143538533309864,1.2803390722324455,-0.17274816551070749,0.10512018478916318,1.4015860744035635,-0.11442373382339721,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,10.0,C_ISSHARPE,0.1,0.5,0.10066435131420493,1.2818152241729606,-0.13020924193003225,False,False,0.13852464950781207,1.2397071765466103,-0.17392304314971785,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,10.0,C_ISCALMAR,0.7,0.5,0.099337092418891,1.3269168641102964,-0.11636860871924892,False,False,0.13852464950781207,1.2397071765466103,-0.17392304314971785,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,25.0,C_ISSHARPE,0.1,0.5,0.09917152331012824,1.2641410542795155,-0.1303774610200723,False,False,0.13104300062203,1.1786655678511138,-0.17568369385651061,0.09748323106971535,1.306587169374047,-0.11542529367252541,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,25.0,C_ISCALMAR,0.4,0.5,0.09760626673101891,1.294975836111567,-0.12095888938606114,False,False,0.13104300062203,1.1786655678511138,-0.17568369385651061,0.09748323106971535,1.306587169374047,-0.11542529367252541,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,True
U56,CAND,50.0,C_ISSHARPE,0.1,0.5,0.09668785042866701,1.2346693300819434,-0.13065777958189995,False,False,0.11867736655768191,1.076754013234637,-0.17861367175230713,0.08989706957685906,1.2112664939820397,-0.11642649036472952,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,CAND,50.0,C_ISCALMAR,0.1,0.5,0.09668785042866701,1.2346693300819434,-0.13065777958189995,False,False,0.11867736655768191,1.076754013234637,-0.17861367175230713,0.08989706957685906,1.2112664939820397,-0.11642649036472952,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
B136,CAP2,0.0,C_ISSHARPE,0.1,0.5,0.09608742971715434,1.2178503584337868,-0.1472403556156583,False,False,0.12186816399359102,1.1392361336091135,-0.1660523318147471,0.08909830095220173,1.2344918100652036,-0.11596663466880086,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True
B136,CAP2,0.0,C_ISCALMAR,1.0,0.5,0.08901526957300931,1.2093785715471597,-0.12492316409283455,False,True,0.12186816399359102,1.1392361336091135,-0.1660523318147471,0.08909830095220173,1.2344918100652036,-0.11596663466880086,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True
B136,CAP2,10.0,C_ISSHARPE,0.1,0.5,0.0950267569672909,1.2053454207595367,-0.14743160002135547,False,False,0.11650054279398914,1.0935817708519633,-0.17096216935248343,0.08571951396765454,1.1908485314346706,-0.11647333102391699,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,True
