claim_set,cand_set,n_claims,median_share_keep,mean_share_keep,share_all_keep,share_none_keep,median_spread,median_D_med
C_STRICT,A19,33,0.2631578947368421,0.4401913875598086,0.030303030303030304,0.0,0.4759563639799163,-0.002269464085581077
C_STRICT,A_REAL9,33,0.5,0.509090909090909,0.030303030303030304,0.0,0.4759563639799163,0.010949208748402457
C_STRICT,A_RULE8,33,0.5,0.5303030303030303,0.030303030303030304,0.0,0.4759563639799163,0.019350534243093447
C_LOOSE,A19,140,0.2631578947368421,0.4161654135338345,0.007142857142857143,0.0,0.4759563639799163,-0.002269464085581077
C_LOOSE,A_REAL9,140,0.5,0.4971428571428571,0.007142857142857143,0.0,0.4759563639799163,0.010949208748402457
C_LOOSE,A_RULE8,140,0.5,0.525,0.007142857142857143,0.0,0.4759563639799163,0.019350534243093447
C_ALL,A19,202,0.2631578947368421,0.43955184992183427,0.0049504950495049506,0.009900990099009901,0.4759563639799163,-0.002269464085581077
C_ALL,A_REAL9,202,0.5,0.5099009900990099,0.0049504950495049506,0.009900990099009901,0.4759563639799163,0.010949208748402457
C_ALL,A_RULE8,202,0.5,0.5334158415841584,0.0049504950495049506,0.009900990099009901,0.4759563639799163,0.019350534243093447
