book,CAGR_fp,CAGR_2dp,Sharpe_fp,Sharpe_2dp,MaxDD_fp,MaxDD_2dp
RULES v2 baseline (live),0.08628162162824915,0.08637869202938875,1.201840627126638,1.20271178527943,-0.12054943679771146,-0.12054857281151776
u56-v2band-gross100,0.11544485987825248,0.11557856178626702,1.201665107711654,1.2025516374619027,-0.15910990262743974,-0.15910935845929686
u56-band008-gross100,0.11390601126292133,0.11402003181816545,1.1460877446699915,1.1465905960729463,-0.1905060857627321,-0.1905083117504648
