panel,ladder,rung,N,H,gross,freq,in_core,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b_full,pass_4b_oos,pass_4a
U56,N,5,5,126,0.75,W,True,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,8,8,126,0.75,W,True,3.0512772736591596,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,10,10,126,0.75,W,True,3.029138541150788,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,12,12,126,0.75,W,True,3.040640012738739,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,N,15,15,126,0.75,W,True,3.019941232779304,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,20,20,126,0.75,W,True,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,N,25,25,126,0.75,W,True,2.7345152794852705,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,30,30,126,0.75,W,True,2.6493013715765503,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,40,40,126,0.75,W,True,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,21,20,21,0.75,W,True,6.143455840069608,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.0492324872471719,0.13107945727078163,1.1218454285224877,-0.11825948556173882,0.15388681224346845,1.1166795464756156,-0.20241626421443537,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,42,20,42,0.75,W,False,4.672768646704714,0.14146229580941294,1.0671256434301097,-0.22822536222625034,1.1342381099290122,1.029343918900726,0.11876681388865107,1.0180878779920046,-0.12059476603132013,0.1604906736934517,1.1089062796389606,-0.22822536222625034,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,63,20,63,0.75,W,True,3.8712935732522777,0.1494838140635475,1.1013999201094504,-0.25692120073193647,1.199843377192747,1.0395983536662594,0.13381177540736666,1.109453248961746,-0.12805466109697528,0.16254771801486534,1.1046265416960457,-0.25692120073193647,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,84,20,84,0.75,W,False,3.4190248645129833,0.15619781379805686,1.1265988206987563,-0.23170185174285918,1.3268738750931437,0.9836751845913526,0.15262862292802382,1.2230103082145898,-0.13348202264934494,0.15914432057714256,1.0695594401298976,-0.23170185174285918,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,126,20,126,0.75,W,True,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,H,168,20,168,0.75,W,False,2.426290028958808,0.1611116143033826,1.1377309397707116,-0.22311263009916882,1.33717348430948,1.0063978129610291,0.14846725398081606,1.1986055985303012,-0.13987493003348728,0.17162505458055044,1.1098293162600905,-0.22311263009916915,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,210,20,210,0.75,W,False,2.2267227016262754,0.15543795697721285,1.1209700193446686,-0.24395035463936876,1.3855906817357109,0.9645415037123162,0.1513064924473504,1.291046029228393,-0.12464398794407472,0.15885016729559287,1.0357301491345743,-0.24395035463936854,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,252,20,252,0.75,W,True,2.0843462030801896,0.15883666876073566,1.164779855465909,-0.2184352664199286,1.2236115234046798,1.1266487165054269,0.14177137805549256,1.13150083399436,-0.16074254181225323,0.1730763293628057,1.193101873569091,-0.2184352664199284,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,378,20,378,0.75,W,False,1.585182523219831,0.15563716361916402,1.1589847848631525,-0.21654175807865295,1.518668453262436,0.9470381709898603,0.15999245210257973,1.4185013620614386,-0.11564933885464901,0.15206409583774172,1.024404097892275,-0.2165417580786525,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,GROSS,0.3,20,126,0.3,W,True,1.2051727745821044,0.06176977027085084,1.1379126985991532,-0.07990333698484353,1.2021189307239875,1.0949660199988558,0.05531821153462757,1.110503991712609,-0.056833440148314485,0.06711038275279413,1.1622160035760587,-0.0799033369848432,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,GROSS,0.35,20,126,0.35,W,True,1.3978689562982787,0.07215046274232884,1.1381505359724737,-0.09276262767838162,1.2023408746572048,1.0952346035533385,0.06459304021063916,1.1106996395637374,-0.06617692972612133,0.07841209628705603,1.1624886125240645,-0.0927626276783815,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,GROSS,0.4,20,126,0.4,W,True,1.5888028639315743,0.08255153516569935,1.1383792178318644,-0.10549268657570532,1.2025532702334782,1.0954947988576893,0.0738801463629315,1.110885661172411,-0.07548248209319064,0.08974248049723443,1.1627525138809713,-0.10549268657570587,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,GROSS,0.45,20,126,0.45,W,True,1.7781630791995084,0.09297140530058834,1.1385991658513437,-0.11809417065750327,1.2027565738245591,1.0957470175710884,0.0831782234579812,1.111062753224024,-0.08474962569960465,0.10109971762891212,1.163007939867685,-0.11809417065750294,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,GROSS,0.5,20,126,0.5,W,True,1.966199295146568,0.10340839437440397,1.1388099079139746,-0.13056767626411248,1.2029503990654125,1.0959907190282323,0.09248592870649408,1.11123105526673,-0.09397779767464365,0.11248184168878539,1.1632539800301382,-0.1305676762641127,True,True,True,True,False,True,True,True,False,False,False,False,True,False
U56,GROSS,0.55,20,126,0.55,W,True,2.1532583962178538,0.11386068330886356,1.1390100939583327,-0.14291447375060684,1.203133869600626,1.0962241843796319,0.10180176980907607,1.1113894436354554,-0.10316664358683714,0.12388675263616333,1.1634891279133808,-0.14291447375060629,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,GROSS,0.6,20,126,0.6,W,True,2.33961941589723,0.12432649358303216,1.1391994587010634,-0.15513470953029718,1.2033044079020236,1.096449025633342,0.11112397852913714,1.1115347327346472,-0.11231605957596946,0.13531265582630647,1.163715194417186,-0.15513470953029718,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,GROSS,0.65,20,126,0.65,W,True,2.5255623203605775,0.13480401426794475,1.1393779211240733,-0.16728472783934845,1.2034628945890664,1.0966643661388287,0.12045115950517693,1.1116681851828996,-0.12142550898346571,0.14675738319632714,1.1639311376823183,-0.16728472783934878,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,GROSS,0.7,20,126,0.7,W,True,2.7113666311573272,0.14529140069614654,1.1395453097816368,-0.1793372564660306,1.2036092461967114,1.0968699697776825,0.12978177715970163,1.1117897249822555,-0.13049434774226976,0.158218821012718,1.164136719876449,-0.17933725646603071,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,GROSS,0.75,20,126,0.75,W,True,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,CADENCE,D,20,126,0.75,D,True,4.059312071238496,0.1541824575763988,1.0977079179818103,-0.23130860857330138,1.204142263015966,1.0323358747653757,0.13291300627328706,1.0756291568197254,-0.13089814236444142,0.1719911413770463,1.121963347986831,-0.2313086085733016,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,CADENCE,2D,20,126,0.75,2D,False,3.506657569182228,0.14699492043853168,1.0532344972641177,-0.23185177732807882,1.1454935903249615,0.9980656654510969,0.12662910850348275,1.0294396933497705,-0.1345651830017226,0.16403636153327916,1.0781051958407717,-0.23185177732807916,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,CADENCE,W,20,126,0.75,W,True,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,CADENCE,2W,20,126,0.75,2W,False,2.58035615132558,0.1587274731789945,1.1435883845372803,-0.24096714040314937,1.276675876840871,1.055000711465702,0.14305972918246979,1.1575579902567372,-0.13832601443250403,0.17178644031144552,1.142869799124625,-0.24096714040314937,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,CADENCE,M,20,126,0.75,M,True,2.144338438052345,0.14672070496000988,1.0808358173503378,-0.23077357286098232,1.2246316260051375,0.988385737615356,0.1318012081895057,1.104054299515167,-0.1383484629820403,0.15915014650748005,1.0755954811702546,-0.23077357286098232,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,CADENCE,2M,20,126,0.75,2M,False,1.9580143349857166,0.15022068386144483,1.1139980897939503,-0.21713134412383406,1.1927907044117467,1.063811999354785,0.12825294969575363,1.0590419659977677,-0.16479865176309438,0.1686254882148006,1.1586728816249412,-0.21713134412383406,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,CADENCE,Q,20,126,0.75,Q,True,1.6484758662259318,0.1539515893463692,1.1388335367591271,-0.19944644373420706,1.2214286129341791,1.0910945190233547,0.13143124838300846,1.1023152266998342,-0.17336926182912493,0.172826686790432,1.172639893470833,-0.19944644373420728,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,CADENCE,2Q,20,126,0.75,2Q,False,1.3131671868028525,0.13259844900675555,1.0018959120306743,-0.17896237798200365,1.0666591887266919,0.9668495801015712,0.10627831439263957,0.9189723154054067,-0.1747060853002098,0.15473487451719992,1.0659932806947807,-0.17896237798200365,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,CADENCE,4Q,20,126,0.75,4Q,False,0.965139139744142,0.12353340154778691,0.9330216596415708,-0.21996454347062233,1.0650359391757234,0.8309181443364382,0.11315205484455348,0.925034201902497,-0.17627240300770342,0.13215210637342456,0.9422789282349107,-0.219964543470622,True,True,True,False,True,True,False,True,False,False,False,False,False,False
B136,N,5,5,126,0.75,W,True,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,False,True,False,False,True,True,False,False,False,False,False
B136,N,8,8,126,0.75,W,True,3.382568548406168,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.21911842781946667,1.2950986667099715,-0.21002331052310796,0.1455591690419591,0.7866466863657643,-0.24535256443898168,True,False,False,False,True,False,False,True,True,False,False,False,False,False
