label,origin,k,seed,gate,gate_IS,gate_OOS,conc,conc_IS,conc_OOS,conc_book_pp,conc_dSharpe,conc_se,conc_t,narrow_days,etf_share,small_share,breadth,cvol,mean_vol,rho_bar
REAL:U56,REAL,55,-1,-0.017229534327696472,-0.005473223193077303,-0.023376174408232586,5.899041772758715,0.34497340766956025,9.133469820663578,1.0819101946474712,-0.021149863074457764,4.763470234774392,1.238391651887399,807,0.6363636363636364,0.0,0.6606017254085923,0.22320564765662693,0.2599478151598266,0.2524048834958081
REAL:B136,REAL,135,-1,-0.04369554984930013,-0.05643430045226561,-0.03786498093265123,0.32312902226071755,-3.091063056130915,1.8139149469009,-0.08401292120978389,-0.0874882543758777,5.247745231091239,0.06157483033785249,839,0.25925925925925924,0.0,0.6618573270456913,0.22257808235926027,0.27246346990345255,0.2952071296684057
REAL:SMALL439,REAL,439,-1,-0.17474797526400554,-0.3272895046986871,-0.10118838949338027,-4.2289853202235195,-12.179224240377906,-0.4030425286260449,-0.8168114525055666,-0.07435095491806704,7.734291252263493,-0.5467838205583322,671,0.0,1.0,0.37427369395263654,0.4893584133881945,0.561759042633276,0.1333170530896522
U56/k20/s0,U56,20,0,-0.05795212350899348,0.2154848351346622,-0.20984327466890518,5.834924855060041,4.797421009616975,6.640843020716707,1.0483012251623929,-0.08231443910571123,6.4612123681324105,0.9030696597806774,796,0.7,0.0,0.6523962804005723,0.2078712591617812,0.25205033056599263,0.25677974524382424
U56/k20/s1,U56,20,1,0.06266656667471748,0.12369083593104924,0.03552961215036121,4.913578326935337,-2.602517418813356,10.01541301495869,0.9332972915015321,-0.032581257027163524,6.929039243234943,0.7091283732781035,831,0.55,0.0,0.6430138292799238,0.23727888264218172,0.3065388047909597,0.26583243830682757
U56/k20/s2,U56,20,2,0.024602895163226668,-0.03901726755452406,0.059318980658606746,8.130809626536111,4.039179472523055,10.481917862547043,1.7295482057289746,-0.023061630933486676,5.6614449280210355,1.4361721662773896,918,0.65,0.0,0.6841797806390081,0.19714654042293744,0.2510344701014874,0.33736852126775024
U56/k20/s3,U56,20,3,-0.12739352119610292,-0.08008608089601155,-0.1468203060171438,8.038221971866912,5.084958026610648,10.070326786862992,2.0345498337121453,0.02091231268643945,5.253602332026565,1.5300400494466406,1077,0.7,0.0,0.6437410586552217,0.23267378157664842,0.25794441663130446,0.2316785155690741
U56/k20/s4,U56,20,4,-0.0625957470560905,0.04812825087305539,-0.11989341316864244,1.7939024463580964,2.6714182916113707,1.3196113116877546,0.23830934809217527,-0.16038087471926765,6.195243328342604,0.28956125712628206,875,0.6,0.0,0.6852646638054364,0.22083207014207937,0.25598141762254406,0.25466340811454236
U56/k20/s5,U56,20,5,0.07661529831426206,0.07562838749439149,0.08078217413950584,4.142328283631494,1.450511900636348,6.397196516280733,0.7708482191733886,-0.08735492149970847,5.72661608367546,0.7233466017461507,917,0.5,0.0,0.6314258464473056,0.24017318471169147,0.2979712657662936,0.21308179692945864
U56/k20/s6,U56,20,6,-0.18899022977421953,0.0326825165814808,-0.3041661532233121,-2.6123442773718466,-1.2850335725089186,-3.7594329782717315,-0.8417796144978953,-0.2124649129517493,4.899232845574286,-0.5332149664475947,1016,0.8,0.0,0.6406413924654267,0.22684123448163007,0.23912793857959946,0.17317674069063987
