panel,gross,q,con,cad,arm,bps,CAGR,Sharpe,MaxDD,pass4a,pass4b
U56,0.25,0.1,RESPREAD,D,MA-DIST,0,0.07718022801839886,1.1698719093264345,-0.11641871102950951,False,False
U56,0.25,0.1,RESPREAD,D,MA-DIST,25,0.048164041858038686,0.7517078089904579,-0.1203065054945548,False,False
U56,0.25,0.1,RESPREAD,D,MOM,0,0.0903817377611511,1.2524916307167597,-0.10063071229562792,False,False
U56,0.25,0.1,RESPREAD,D,MOM,25,0.0667988357848237,0.9444452982984887,-0.10114206964728556,False,False
U56,0.25,0.1,RESPREAD,W,MA-DIST,0,0.08070052313448195,1.2100028513973695,-0.1001913043686955,False,False
U56,0.25,0.1,RESPREAD,W,MA-DIST,25,0.06841575867227512,1.036741680108415,-0.10123380252900027,False,False
U56,0.25,0.1,RESPREAD,W,MOM,0,0.08897539710114066,1.2395400448323126,-0.10219154277388687,False,False
U56,0.25,0.1,RESPREAD,W,MOM,25,0.0786888645051147,1.1053854239016245,-0.10234562022466132,False,False
U56,0.25,0.1,RESPREAD,M,MA-DIST,0,0.0893295866285253,1.2878674853852519,-0.10679498814887034,False,False
U56,0.25,0.1,RESPREAD,M,MA-DIST,25,0.0838143145152328,1.2134625174786693,-0.1070448973339071,False,False
U56,0.25,0.1,RESPREAD,M,MOM,0,0.08951266801143265,1.2441264046481726,-0.09628963962843595,True,False
U56,0.25,0.1,RESPREAD,M,MOM,25,0.08531947840345477,1.1900410151289325,-0.09654420136221498,False,False
U56,0.25,0.1,RESPREAD,Q,MA-DIST,0,0.08962628375990267,1.2074980381871123,-0.13004228596927636,False,False
U56,0.25,0.1,RESPREAD,Q,MA-DIST,25,0.08660765894823386,1.1694823836826893,-0.13004228596927636,False,False
U56,0.25,0.1,RESPREAD,Q,MOM,0,0.07957351100404031,1.0832748788985431,-0.10328863539658839,False,False
U56,0.25,0.1,RESPREAD,Q,MOM,25,0.07715286028110602,1.052546395615836,-0.10462073110350245,False,False
U56,0.25,0.1,DEGROSS,D,MA-DIST,0,0.007642980268448563,1.1578094754367727,-0.011234506764340901,False,False
U56,0.25,0.1,DEGROSS,D,MA-DIST,25,0.004858998619300392,0.7378519228633658,-0.011641239201858,False,False
U56,0.25,0.1,DEGROSS,D,MOM,0,0.008930659169408495,1.243016760966451,-0.009536135968942316,False,False
U56,0.25,0.1,DEGROSS,D,MOM,25,0.00668963574012138,0.9324748175732602,-0.010361208998932003,False,False
U56,0.25,0.1,DEGROSS,W,MA-DIST,0,0.007946416200543371,1.1950580298046105,-0.00959264149802741,False,False
U56,0.25,0.1,DEGROSS,W,MA-DIST,25,0.006777843703861253,1.0205453520037289,-0.009699336068484388,False,False
U56,0.25,0.1,DEGROSS,W,MOM,0,0.008795918109983702,1.2301227824288874,-0.01017393092194041,False,False
U56,0.25,0.1,DEGROSS,W,MOM,25,0.007821040301956295,1.0946402221319578,-0.010395902089486486,False,False
U56,0.25,0.1,DEGROSS,M,MA-DIST,0,0.008720318847478925,1.267690239914142,-0.010404940524447182,False,False
U56,0.25,0.1,DEGROSS,M,MA-DIST,25,0.008198507269860933,1.1923007890666806,-0.01043091761220516,False,False
U56,0.25,0.1,DEGROSS,M,MOM,0,0.00886448828205455,1.2357195975752,-0.009535192287046579,True,False
U56,0.25,0.1,DEGROSS,M,MOM,25,0.008468512100741288,1.1812079588348776,-0.009608825312864222,False,False
U56,0.25,0.1,DEGROSS,Q,MA-DIST,0,0.008737161273236094,1.171714289045701,-0.013121470518422274,False,False
U56,0.25,0.1,DEGROSS,Q,MA-DIST,25,0.008450556976374424,1.133348848555722,-0.013297283725647313,False,False
U56,0.25,0.1,DEGROSS,Q,MOM,0,0.007981079059675045,1.067400396613296,-0.010453721000233118,False,False
U56,0.25,0.1,DEGROSS,Q,MOM,25,0.007749399482036345,1.0365946706885767,-0.010596040474314838,False,False
U56,0.375,0.1,RESPREAD,D,MA-DIST,0,0.11617368811413287,1.1698719093264345,-0.1706669249375895,False,True
U56,0.375,0.1,RESPREAD,D,MA-DIST,25,0.0715461905460284,0.7532781756122329,-0.17611309297898492,False,False
U56,0.375,0.1,RESPREAD,D,MOM,0,0.13642020319099868,1.2524916307167597,-0.1489254236113523,False,True
U56,0.375,0.1,RESPREAD,D,MOM,25,0.09996468491848098,0.9462334094472991,-0.14956155405177163,False,False
U56,0.375,0.1,RESPREAD,W,MA-DIST,0,0.12170180853179824,1.2108994193566673,-0.14753316723670795,False,True
U56,0.375,0.1,RESPREAD,W,MA-DIST,25,0.10271521150745544,1.0383627826066473,-0.14901357583170594,False,False
U56,0.375,0.1,RESPREAD,W,MOM,0,0.134416340233392,1.240856253513135,-0.15045038873162608,False,True
U56,0.375,0.1,RESPREAD,W,MOM,25,0.11848781429550592,1.1075985018209316,-0.15065136143685331,False,True
U56,0.375,0.1,RESPREAD,M,MA-DIST,0,0.1352269359208702,1.2914634816486452,-0.15592409159080434,False,True
U56,0.375,0.1,RESPREAD,M,MA-DIST,25,0.12666806671480546,1.2174170402529902,-0.15627580092708593,False,True
U56,0.375,0.1,RESPREAD,M,MOM,0,0.13533931509518204,1.2469891280289165,-0.14140193896393416,False,True
U56,0.375,0.1,RESPREAD,M,MOM,25,0.1288429636111701,1.193282417719037,-0.14176146060000938,False,True
U56,0.375,0.1,RESPREAD,Q,MA-DIST,0,0.13496226586879434,1.2143438884981397,-0.18659659688894348,False,True
U56,0.375,0.1,RESPREAD,Q,MA-DIST,25,0.13029874961750587,1.1764491367498637,-0.18659659688894326,False,True
