gran,k,excluded,oos_cagr,oos_sharpe,oos_dd,cagr,sharpe,maxdd,h1,h2,verdict
name,0,(none),0.12522447158897898,0.8939893512532118,-0.2005204833110832,0.1310601248016776,0.9581086298845515,-0.20052048331108274,1.124588659762104,0.8135078772658964,"KILL 4a(H1,H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
name,1,ACN,0.12414202894815451,0.8872650903872236,-0.20052048331108308,0.1312251896025547,0.9605015792466531,-0.20052048331108308,1.1387193539639726,0.8063014035990631,"KILL 4a(H1,H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
name,2,"ACN,AMD",0.12637279408322,0.9122406297165822,-0.19789879089421436,0.13266241444955718,0.9793365923836013,-0.19789879089421447,1.163372051451879,0.8189570127472728,"KILL 4a(H1,H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
name,3,"ACN,AMD,ICE",0.12612669606524207,0.9110185193944677,-0.19789879089421447,0.13319045108174632,0.9834532354116147,-0.19789879089421458,1.1738999080658001,0.8175977262569277,"KILL 4a(H1,H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
name,5,"ACN,AMD,ICE,SPGI,VRTX",0.12456425874488164,0.9018371836655328,-0.20295692005983235,0.13454364475592695,0.9943091642359643,-0.2029569200598319,1.2018387047318129,0.8147953204692082,"KILL 4a(H1,H2,DD) / KILL 4b(H2,DD)  [v1: KEEP 4a]"
name,10,"ACN,AMD,ICE,SPGI,VRTX,ABBV,CB,SCHW,GE,MRK",0.12449875324180981,0.9021584762568583,-0.1970548423279822,0.13778042636471133,1.0172818818057872,-0.1970548423279821,1.2501293150069157,0.8164613013721159,"KILL 4a(H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
sector,0,(none),0.12522447158897898,0.8939893512532118,-0.2005204833110832,0.1310601248016776,0.9581086298845515,-0.20052048331108274,1.124588659762104,0.8135078772658964,"KILL 4a(H1,H2,DD) / KILL 4b(H2)  [v1: KEEP 4a]"
sector,1,ETF-Bond,0.12386273341767229,0.8795362384878165,-0.2132304259083596,0.13257822514859208,0.9608171635435777,-0.21323042590835928,1.1469430260316211,0.7988715890411521,"KILL 4a(H1,H2,DD) / KILL 4b(H2,OOS,DD)  [v1: KILL 4a(DD)]"
sector,2,"ETF-Bond,ETF-Index",0.12370418373302017,0.8803906812988053,-0.20956425691108915,0.13280913913156822,0.9636970542968509,-0.20956425691108882,1.1516625428002831,0.7996889673110108,"KILL 4a(H1,H2,DD) / KILL 4b(H2,OOS,DD)  [v1: KEEP 4a]"
sector,3,"ETF-Bond,ETF-Index,Energy",0.12407967432987421,0.8827075817438267,-0.2095642569110886,0.13298956503608972,0.9644019924239094,-0.20956425691108882,1.1562598706043592,0.7965720218315663,"KILL 4a(H1,H2,DD) / KILL 4b(H2,OOS,DD)  [v1: KEEP 4a]"
sector,5,"ETF-Bond,ETF-Index,Energy,RealEstate,Utilities",0.12127698816494048,0.8621750674946684,-0.22343156990914692,0.1337962758443354,0.9654923597735385,-0.22343156990914725,1.1858987276487294,0.7722064136393425,"KILL 4a(H1,H2,DD) / KILL 4b(H2,OOS,DD)  [v1: KILL 4a(DD)]"
sector,10,"ETF-Bond,ETF-Index,Energy,RealEstate,Utilities,Materials,ETF-Cmdty,Financials,ConsStap,ETF-Sector",0.1451323885783231,1.0050565673531011,-0.22157865679211008,0.14658734392365336,1.0429017015217552,-0.2215786567921093,1.2091723688846134,0.898978605244344,"KILL 4a(H1,H2,DD) / KILL 4b(DD)  [v1: KILL 4a(DD)]"
