panel,anchor,ladder,chooser,L,frac_of_T,obs_rung,P_pick,RESOLVED
U56,A,GROSS,CH_ISSHARPE,5,0.002491280518186348,0.75,0.634,False
U56,A,GROSS,CH_ISSHARPE,10,0.004982561036372696,0.75,0.651,False
U56,A,GROSS,CH_ISSHARPE,21,0.01046337817638266,0.75,0.685,False
U56,A,GROSS,CH_ISSHARPE,42,0.02092675635276532,0.75,0.739,False
U56,A,GROSS,CH_ISSHARPE,63,0.03139013452914798,0.75,0.731,False
U56,A,GROSS,CH_ISSHARPE,126,0.06278026905829596,0.75,0.742,False
U56,A,GROSS,CH_ISSHARPE,252,0.12556053811659193,0.75,0.825,False
U56,A,GROSS,CH_ISSHARPE,504,0.25112107623318386,0.75,0.88,False
U56,A,GROSS,CH_ISSHARPE,1008,0.5022421524663677,0.75,0.949,True
U56,A,GROSS,CH_ISSHARPE,T,1.0,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,1,0.0004982561036372695,0.75,0.999,True
U56,A,GROSS,CH_ISCAGR,2,0.000996512207274539,0.75,0.999,True
U56,A,GROSS,CH_ISCAGR,5,0.002491280518186348,0.75,0.998,True
U56,A,GROSS,CH_ISCAGR,10,0.004982561036372696,0.75,0.996,True
U56,A,GROSS,CH_ISCAGR,21,0.01046337817638266,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,42,0.02092675635276532,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,63,0.03139013452914798,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,126,0.06278026905829596,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,252,0.12556053811659193,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,504,0.25112107623318386,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,1008,0.5022421524663677,0.75,1.0,True
U56,A,GROSS,CH_ISCAGR,T,1.0,0.75,1.0,True
U56,A,GROSS,CH_ISDD,1,0.0004982561036372695,0.3,1.0,True
U56,A,GROSS,CH_ISDD,2,0.000996512207274539,0.3,1.0,True
U56,A,GROSS,CH_ISDD,5,0.002491280518186348,0.3,1.0,True
U56,A,GROSS,CH_ISDD,10,0.004982561036372696,0.3,1.0,True
U56,A,GROSS,CH_ISDD,21,0.01046337817638266,0.3,1.0,True
U56,A,GROSS,CH_ISDD,42,0.02092675635276532,0.3,1.0,True
U56,A,GROSS,CH_ISDD,63,0.03139013452914798,0.3,1.0,True
U56,A,GROSS,CH_ISDD,126,0.06278026905829596,0.3,1.0,True
U56,A,GROSS,CH_ISDD,252,0.12556053811659193,0.3,1.0,True
U56,A,GROSS,CH_ISDD,504,0.25112107623318386,0.3,1.0,True
U56,A,GROSS,CH_ISDD,1008,0.5022421524663677,0.3,1.0,True
U56,A,GROSS,CH_ISDD,T,1.0,0.3,1.0,True
U56,A,CADENCE,CH_ISSHARPE,1,0.0004982561036372695,W,0.322,False
U56,A,CADENCE,CH_ISSHARPE,2,0.000996512207274539,W,0.306,False
U56,A,CADENCE,CH_ISSHARPE,5,0.002491280518186348,W,0.3,False
U56,A,CADENCE,CH_ISSHARPE,10,0.004982561036372696,W,0.302,False
U56,A,CADENCE,CH_ISSHARPE,21,0.01046337817638266,W,0.281,False
U56,A,CADENCE,CH_ISSHARPE,42,0.02092675635276532,W,0.302,False
U56,A,CADENCE,CH_ISSHARPE,63,0.03139013452914798,W,0.299,False
U56,A,CADENCE,CH_ISSHARPE,126,0.06278026905829596,W,0.245,False
U56,A,CADENCE,CH_ISSHARPE,252,0.12556053811659193,W,0.234,False
U56,A,CADENCE,CH_ISSHARPE,504,0.25112107623318386,W,0.305,False
U56,A,CADENCE,CH_ISSHARPE,1008,0.5022421524663677,W,0.287,False
U56,A,CADENCE,CH_ISSHARPE,T,1.0,W,1.0,True
U56,A,CADENCE,CH_ISCAGR,1,0.0004982561036372695,W,0.467,False
U56,A,CADENCE,CH_ISCAGR,2,0.000996512207274539,W,0.447,False
U56,A,CADENCE,CH_ISCAGR,5,0.002491280518186348,W,0.418,False
U56,A,CADENCE,CH_ISCAGR,10,0.004982561036372696,W,0.434,False
U56,A,CADENCE,CH_ISCAGR,21,0.01046337817638266,W,0.432,False
U56,A,CADENCE,CH_ISCAGR,42,0.02092675635276532,W,0.493,False
U56,A,CADENCE,CH_ISCAGR,63,0.03139013452914798,W,0.512,False
U56,A,CADENCE,CH_ISCAGR,126,0.06278026905829596,W,0.476,False
U56,A,CADENCE,CH_ISCAGR,252,0.12556053811659193,W,0.46,False
U56,A,CADENCE,CH_ISCAGR,504,0.25112107623318386,W,0.661,False
U56,A,CADENCE,CH_ISCAGR,1008,0.5022421524663677,W,0.763,False
U56,A,CADENCE,CH_ISCAGR,T,1.0,W,1.0,True
U56,A,CADENCE,CH_ISDD,1,0.0004982561036372695,D,0.142,False
U56,A,CADENCE,CH_ISDD,2,0.000996512207274539,D,0.143,False
U56,A,CADENCE,CH_ISDD,5,0.002491280518186348,D,0.137,False
U56,A,CADENCE,CH_ISDD,10,0.004982561036372696,D,0.147,False
U56,A,CADENCE,CH_ISDD,21,0.01046337817638266,D,0.182,False
U56,A,CADENCE,CH_ISDD,42,0.02092675635276532,D,0.269,False
U56,A,CADENCE,CH_ISDD,63,0.03139013452914798,D,0.336,False
U56,A,CADENCE,CH_ISDD,126,0.06278026905829596,D,0.442,False
U56,A,CADENCE,CH_ISDD,252,0.12556053811659193,D,0.608,False
U56,A,CADENCE,CH_ISDD,504,0.25112107623318386,D,0.792,False
U56,A,CADENCE,CH_ISDD,1008,0.5022421524663677,D,0.973,True
U56,A,CADENCE,CH_ISDD,T,1.0,D,1.0,True
U56,B,N,CH_ISSHARPE,1,0.0004982561036372695,10,0.187,False
U56,B,N,CH_ISSHARPE,2,0.000996512207274539,10,0.218,False
U56,B,N,CH_ISSHARPE,5,0.002491280518186348,10,0.207,False
U56,B,N,CH_ISSHARPE,10,0.004982561036372696,10,0.231,False
U56,B,N,CH_ISSHARPE,21,0.01046337817638266,10,0.248,False
U56,B,N,CH_ISSHARPE,42,0.02092675635276532,10,0.229,False
U56,B,N,CH_ISSHARPE,63,0.03139013452914798,10,0.251,False
U56,B,N,CH_ISSHARPE,126,0.06278026905829596,10,0.239,False
U56,B,N,CH_ISSHARPE,252,0.12556053811659193,10,0.345,False
U56,B,N,CH_ISSHARPE,504,0.25112107623318386,10,0.387,False
U56,B,N,CH_ISSHARPE,1008,0.5022421524663677,10,0.721,False
U56,B,N,CH_ISSHARPE,T,1.0,10,1.0,True
U56,B,N,CH_ISCAGR,1,0.0004982561036372695,5,0.605,False
U56,B,N,CH_ISCAGR,2,0.000996512207274539,5,0.608,False
U56,B,N,CH_ISCAGR,5,0.002491280518186348,5,0.612,False
U56,B,N,CH_ISCAGR,10,0.004982561036372696,5,0.613,False
U56,B,N,CH_ISCAGR,21,0.01046337817638266,5,0.653,False
U56,B,N,CH_ISCAGR,42,0.02092675635276532,5,0.661,False
U56,B,N,CH_ISCAGR,63,0.03139013452914798,5,0.617,False
U56,B,N,CH_ISCAGR,126,0.06278026905829596,5,0.658,False
U56,B,N,CH_ISCAGR,252,0.12556053811659193,5,0.585,False
U56,B,N,CH_ISCAGR,504,0.25112107623318386,5,0.595,False
U56,B,N,CH_ISCAGR,1008,0.5022421524663677,5,0.234,False
U56,B,N,CH_ISCAGR,T,1.0,5,1.0,True
U56,B,N,CH_ISDD,1,0.0004982561036372695,40,0.771,False
U56,B,N,CH_ISDD,2,0.000996512207274539,40,0.772,False
U56,B,N,CH_ISDD,5,0.002491280518186348,40,0.75,False
U56,B,N,CH_ISDD,10,0.004982561036372696,40,0.748,False
U56,B,N,CH_ISDD,21,0.01046337817638266,40,0.787,False
U56,B,N,CH_ISDD,42,0.02092675635276532,40,0.86,False
U56,B,N,CH_ISDD,63,0.03139013452914798,40,0.884,False
U56,B,N,CH_ISDD,126,0.06278026905829596,40,0.933,True
U56,B,N,CH_ISDD,252,0.12556053811659193,40,0.971,True
U56,B,N,CH_ISDD,504,0.25112107623318386,40,0.998,True
U56,B,N,CH_ISDD,1008,0.5022421524663677,40,1.0,True
U56,B,N,CH_ISDD,T,1.0,40,1.0,True
U56,B,H,CH_ISSHARPE,1,0.0004982561036372695,252,0.415,False
U56,B,H,CH_ISSHARPE,2,0.000996512207274539,252,0.393,False
U56,B,H,CH_ISSHARPE,5,0.002491280518186348,252,0.384,False
U56,B,H,CH_ISSHARPE,10,0.004982561036372696,252,0.384,False
U56,B,H,CH_ISSHARPE,21,0.01046337817638266,252,0.349,False
U56,B,H,CH_ISSHARPE,42,0.02092675635276532,252,0.411,False
U56,B,H,CH_ISSHARPE,63,0.03139013452914798,252,0.391,False
U56,B,H,CH_ISSHARPE,126,0.06278026905829596,252,0.44,False
U56,B,H,CH_ISSHARPE,252,0.12556053811659193,252,0.413,False
U56,B,H,CH_ISSHARPE,504,0.25112107623318386,252,0.379,False
U56,B,H,CH_ISSHARPE,1008,0.5022421524663677,252,0.366,False
U56,B,H,CH_ISSHARPE,T,1.0,252,1.0,True
U56,B,H,CH_ISCAGR,1,0.0004982561036372695,126,0.252,False
U56,B,H,CH_ISCAGR,2,0.000996512207274539,126,0.273,False
U56,B,H,CH_ISCAGR,5,0.002491280518186348,126,0.259,False
U56,B,H,CH_ISCAGR,10,0.004982561036372696,126,0.252,False
U56,B,H,CH_ISCAGR,21,0.01046337817638266,126,0.253,False
U56,B,H,CH_ISCAGR,42,0.02092675635276532,126,0.269,False
U56,B,H,CH_ISCAGR,63,0.03139013452914798,126,0.281,False
U56,B,H,CH_ISCAGR,126,0.06278026905829596,126,0.289,False
U56,B,H,CH_ISCAGR,252,0.12556053811659193,126,0.295,False
U56,B,H,CH_ISCAGR,504,0.25112107623318386,126,0.196,False
U56,B,H,CH_ISCAGR,1008,0.5022421524663677,126,0.266,False
U56,B,H,CH_ISCAGR,T,1.0,126,1.0,True
U56,B,H,CH_ISDD,1,0.0004982561036372695,21,0.262,False
U56,B,H,CH_ISDD,2,0.000996512207274539,21,0.259,False
U56,B,H,CH_ISDD,5,0.002491280518186348,21,0.237,False
U56,B,H,CH_ISDD,10,0.004982561036372696,21,0.27,False
U56,B,H,CH_ISDD,21,0.01046337817638266,21,0.225,False
U56,B,H,CH_ISDD,42,0.02092675635276532,21,0.22,False
U56,B,H,CH_ISDD,63,0.03139013452914798,21,0.295,False
U56,B,H,CH_ISDD,126,0.06278026905829596,21,0.362,False
U56,B,H,CH_ISDD,252,0.12556053811659193,21,0.544,False
U56,B,H,CH_ISDD,504,0.25112107623318386,21,0.76,False
U56,B,H,CH_ISDD,1008,0.5022421524663677,21,0.848,False
U56,B,H,CH_ISDD,T,1.0,21,1.0,True
U56,B,GROSS,CH_ISSHARPE,1,0.0004982561036372695,0.75,0.86,False
U56,B,GROSS,CH_ISSHARPE,2,0.000996512207274539,0.75,0.895,False
U56,B,GROSS,CH_ISSHARPE,5,0.002491280518186348,0.75,0.914,True
U56,B,GROSS,CH_ISSHARPE,10,0.004982561036372696,0.75,0.944,True
U56,B,GROSS,CH_ISSHARPE,21,0.01046337817638266,0.75,0.965,True
U56,B,GROSS,CH_ISSHARPE,42,0.02092675635276532,0.75,0.985,True
U56,B,GROSS,CH_ISSHARPE,63,0.03139013452914798,0.75,0.991,True
U56,B,GROSS,CH_ISSHARPE,126,0.06278026905829596,0.75,0.992,True
U56,B,GROSS,CH_ISSHARPE,252,0.12556053811659193,0.75,0.999,True
U56,B,GROSS,CH_ISSHARPE,504,0.25112107623318386,0.75,1.0,True
U56,B,GROSS,CH_ISSHARPE,1008,0.5022421524663677,0.75,1.0,True
U56,B,GROSS,CH_ISSHARPE,T,1.0,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,1,0.0004982561036372695,0.75,0.997,True
U56,B,GROSS,CH_ISCAGR,2,0.000996512207274539,0.75,0.998,True
U56,B,GROSS,CH_ISCAGR,5,0.002491280518186348,0.75,0.997,True
U56,B,GROSS,CH_ISCAGR,10,0.004982561036372696,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,21,0.01046337817638266,0.75,0.998,True
U56,B,GROSS,CH_ISCAGR,42,0.02092675635276532,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,63,0.03139013452914798,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,126,0.06278026905829596,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,252,0.12556053811659193,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,504,0.25112107623318386,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,1008,0.5022421524663677,0.75,1.0,True
U56,B,GROSS,CH_ISCAGR,T,1.0,0.75,1.0,True
U56,B,GROSS,CH_ISDD,1,0.0004982561036372695,0.3,1.0,True
U56,B,GROSS,CH_ISDD,2,0.000996512207274539,0.3,1.0,True
U56,B,GROSS,CH_ISDD,5,0.002491280518186348,0.3,1.0,True
U56,B,GROSS,CH_ISDD,10,0.004982561036372696,0.3,1.0,True
U56,B,GROSS,CH_ISDD,21,0.01046337817638266,0.3,1.0,True
U56,B,GROSS,CH_ISDD,42,0.02092675635276532,0.3,1.0,True
U56,B,GROSS,CH_ISDD,63,0.03139013452914798,0.3,1.0,True
U56,B,GROSS,CH_ISDD,126,0.06278026905829596,0.3,1.0,True
U56,B,GROSS,CH_ISDD,252,0.12556053811659193,0.3,1.0,True
U56,B,GROSS,CH_ISDD,504,0.25112107623318386,0.3,1.0,True
U56,B,GROSS,CH_ISDD,1008,0.5022421524663677,0.3,1.0,True
U56,B,GROSS,CH_ISDD,T,1.0,0.3,1.0,True
U56,B,CADENCE,CH_ISSHARPE,1,0.0004982561036372695,W,0.471,False
U56,B,CADENCE,CH_ISSHARPE,2,0.000996512207274539,W,0.492,False
U56,B,CADENCE,CH_ISSHARPE,5,0.002491280518186348,W,0.501,False
U56,B,CADENCE,CH_ISSHARPE,10,0.004982561036372696,W,0.518,False
U56,B,CADENCE,CH_ISSHARPE,21,0.01046337817638266,W,0.563,False
U56,B,CADENCE,CH_ISSHARPE,42,0.02092675635276532,W,0.641,False
U56,B,CADENCE,CH_ISSHARPE,63,0.03139013452914798,W,0.684,False
U56,B,CADENCE,CH_ISSHARPE,126,0.06278026905829596,W,0.754,False
U56,B,CADENCE,CH_ISSHARPE,252,0.12556053811659193,W,0.768,False
U56,B,CADENCE,CH_ISSHARPE,504,0.25112107623318386,W,0.816,False
U56,B,CADENCE,CH_ISSHARPE,1008,0.5022421524663677,W,0.985,True
U56,B,CADENCE,CH_ISSHARPE,T,1.0,W,1.0,True
U56,B,CADENCE,CH_ISCAGR,1,0.0004982561036372695,W,0.536,False
U56,B,CADENCE,CH_ISCAGR,2,0.000996512207274539,W,0.542,False
U56,B,CADENCE,CH_ISCAGR,5,0.002491280518186348,W,0.529,False
U56,B,CADENCE,CH_ISCAGR,10,0.004982561036372696,W,0.487,False
U56,B,CADENCE,CH_ISCAGR,21,0.01046337817638266,W,0.586,False
U56,B,CADENCE,CH_ISCAGR,42,0.02092675635276532,W,0.694,False
U56,B,CADENCE,CH_ISCAGR,63,0.03139013452914798,W,0.699,False
U56,B,CADENCE,CH_ISCAGR,126,0.06278026905829596,W,0.822,False
U56,B,CADENCE,CH_ISCAGR,252,0.12556053811659193,W,0.816,False
U56,B,CADENCE,CH_ISCAGR,504,0.25112107623318386,W,0.857,False
U56,B,CADENCE,CH_ISCAGR,1008,0.5022421524663677,W,0.998,True
U56,B,CADENCE,CH_ISCAGR,T,1.0,W,1.0,True
U56,B,CADENCE,CH_ISDD,1,0.0004982561036372695,W,0.34,False
U56,B,CADENCE,CH_ISDD,2,0.000996512207274539,W,0.243,False
U56,B,CADENCE,CH_ISDD,5,0.002491280518186348,W,0.325,False
U56,B,CADENCE,CH_ISDD,10,0.004982561036372696,W,0.304,False
U56,B,CADENCE,CH_ISDD,21,0.01046337817638266,W,0.292,False
U56,B,CADENCE,CH_ISDD,42,0.02092675635276532,W,0.282,False
U56,B,CADENCE,CH_ISDD,63,0.03139013452914798,W,0.222,False
U56,B,CADENCE,CH_ISDD,126,0.06278026905829596,W,0.288,False
U56,B,CADENCE,CH_ISDD,252,0.12556053811659193,W,0.44,False
U56,B,CADENCE,CH_ISDD,504,0.25112107623318386,W,0.666,False
U56,B,CADENCE,CH_ISDD,1008,0.5022421524663677,W,0.812,False
U56,B,CADENCE,CH_ISDD,T,1.0,W,1.0,True
B136,A,N,CH_ISSHARPE,1,0.0004982561036372695,8,0.25,False
B136,A,N,CH_ISSHARPE,2,0.000996512207274539,8,0.285,False
B136,A,N,CH_ISSHARPE,5,0.002491280518186348,8,0.272,False
B136,A,N,CH_ISSHARPE,10,0.004982561036372696,8,0.241,False
B136,A,N,CH_ISSHARPE,21,0.01046337817638266,8,0.227,False
B136,A,N,CH_ISSHARPE,42,0.02092675635276532,8,0.21,False
B136,A,N,CH_ISSHARPE,63,0.03139013452914798,8,0.216,False
B136,A,N,CH_ISSHARPE,126,0.06278026905829596,8,0.201,False
B136,A,N,CH_ISSHARPE,252,0.12556053811659193,8,0.211,False
B136,A,N,CH_ISSHARPE,504,0.25112107623318386,8,0.317,False
B136,A,N,CH_ISSHARPE,1008,0.5022421524663677,8,0.46,False
B136,A,N,CH_ISSHARPE,T,1.0,8,1.0,True
B136,A,N,CH_ISCAGR,1,0.0004982561036372695,5,0.767,False
B136,A,N,CH_ISCAGR,2,0.000996512207274539,5,0.762,False
B136,A,N,CH_ISCAGR,5,0.002491280518186348,5,0.787,False
B136,A,N,CH_ISCAGR,10,0.004982561036372696,5,0.79,False
B136,A,N,CH_ISCAGR,21,0.01046337817638266,5,0.784,False
B136,A,N,CH_ISCAGR,42,0.02092675635276532,5,0.763,False
B136,A,N,CH_ISCAGR,63,0.03139013452914798,5,0.771,False
B136,A,N,CH_ISCAGR,126,0.06278026905829596,5,0.792,False
B136,A,N,CH_ISCAGR,252,0.12556053811659193,5,0.802,False
B136,A,N,CH_ISCAGR,504,0.25112107623318386,5,0.858,False
B136,A,N,CH_ISCAGR,1008,0.5022421524663677,5,0.921,True
B136,A,N,CH_ISCAGR,T,1.0,5,1.0,True
B136,A,N,CH_ISDD,1,0.0004982561036372695,30,0.157,False
B136,A,N,CH_ISDD,2,0.000996512207274539,30,0.147,False
B136,A,N,CH_ISDD,5,0.002491280518186348,30,0.152,False
B136,A,N,CH_ISDD,10,0.004982561036372696,30,0.216,False
B136,A,N,CH_ISDD,21,0.01046337817638266,30,0.299,False
B136,A,N,CH_ISDD,42,0.02092675635276532,30,0.388,False
B136,A,N,CH_ISDD,63,0.03139013452914798,30,0.439,False
B136,A,N,CH_ISDD,126,0.06278026905829596,30,0.531,False
B136,A,N,CH_ISDD,252,0.12556053811659193,30,0.609,False
B136,A,N,CH_ISDD,504,0.25112107623318386,30,0.462,False
B136,A,N,CH_ISDD,1008,0.5022421524663677,30,0.288,False
B136,A,N,CH_ISDD,T,1.0,30,1.0,True
B136,A,H,CH_ISSHARPE,1,0.0004982561036372695,63,0.382,False
B136,A,H,CH_ISSHARPE,2,0.000996512207274539,63,0.372,False
B136,A,H,CH_ISSHARPE,5,0.002491280518186348,63,0.347,False
B136,A,H,CH_ISSHARPE,10,0.004982561036372696,63,0.355,False
B136,A,H,CH_ISSHARPE,21,0.01046337817638266,63,0.386,False
B136,A,H,CH_ISSHARPE,42,0.02092675635276532,63,0.424,False
B136,A,H,CH_ISSHARPE,63,0.03139013452914798,63,0.455,False
B136,A,H,CH_ISSHARPE,126,0.06278026905829596,63,0.462,False
B136,A,H,CH_ISSHARPE,252,0.12556053811659193,63,0.355,False
B136,A,H,CH_ISSHARPE,504,0.25112107623318386,63,0.215,False
B136,A,H,CH_ISSHARPE,1008,0.5022421524663677,63,0.074,False
B136,A,H,CH_ISSHARPE,T,1.0,63,1.0,True
B136,A,H,CH_ISCAGR,1,0.0004982561036372695,63,0.424,False
B136,A,H,CH_ISCAGR,2,0.000996512207274539,63,0.417,False
B136,A,H,CH_ISCAGR,5,0.002491280518186348,63,0.397,False
B136,A,H,CH_ISCAGR,10,0.004982561036372696,63,0.416,False
B136,A,H,CH_ISCAGR,21,0.01046337817638266,63,0.436,False
B136,A,H,CH_ISCAGR,42,0.02092675635276532,63,0.527,False
B136,A,H,CH_ISCAGR,63,0.03139013452914798,63,0.534,False
B136,A,H,CH_ISCAGR,126,0.06278026905829596,63,0.554,False
B136,A,H,CH_ISCAGR,252,0.12556053811659193,63,0.444,False
B136,A,H,CH_ISCAGR,504,0.25112107623318386,63,0.312,False
B136,A,H,CH_ISCAGR,1008,0.5022421524663677,63,0.235,False
B136,A,H,CH_ISCAGR,T,1.0,63,1.0,True
B136,A,H,CH_ISDD,1,0.0004982561036372695,21,0.361,False
B136,A,H,CH_ISDD,2,0.000996512207274539,21,0.342,False
B136,A,H,CH_ISDD,5,0.002491280518186348,21,0.346,False
B136,A,H,CH_ISDD,10,0.004982561036372696,21,0.347,False
B136,A,H,CH_ISDD,21,0.01046337817638266,21,0.315,False
B136,A,H,CH_ISDD,42,0.02092675635276532,21,0.299,False
B136,A,H,CH_ISDD,63,0.03139013452914798,21,0.266,False
B136,A,H,CH_ISDD,126,0.06278026905829596,21,0.405,False
B136,A,H,CH_ISDD,252,0.12556053811659193,21,0.526,False
B136,A,H,CH_ISDD,504,0.25112107623318386,21,0.7,False
B136,A,H,CH_ISDD,1008,0.5022421524663677,21,0.674,False
B136,A,H,CH_ISDD,T,1.0,21,1.0,True
B136,A,GROSS,CH_ISSHARPE,1,0.0004982561036372695,0.75,0.839,False
B136,A,GROSS,CH_ISSHARPE,2,0.000996512207274539,0.75,0.841,False
B136,A,GROSS,CH_ISSHARPE,5,0.002491280518186348,0.75,0.839,False
B136,A,GROSS,CH_ISSHARPE,10,0.004982561036372696,0.75,0.88,False
B136,A,GROSS,CH_ISSHARPE,21,0.01046337817638266,0.75,0.889,False
B136,A,GROSS,CH_ISSHARPE,42,0.02092675635276532,0.75,0.93,True
B136,A,GROSS,CH_ISSHARPE,63,0.03139013452914798,0.75,0.933,True
B136,A,GROSS,CH_ISSHARPE,126,0.06278026905829596,0.75,0.959,True
B136,A,GROSS,CH_ISSHARPE,252,0.12556053811659193,0.75,0.999,True
B136,A,GROSS,CH_ISSHARPE,504,0.25112107623318386,0.75,0.996,True
B136,A,GROSS,CH_ISSHARPE,1008,0.5022421524663677,0.75,1.0,True
B136,A,GROSS,CH_ISSHARPE,T,1.0,0.75,1.0,True
