char,tau,k,seed,prem_B,prem_S,pass_B,pass_S,prem_gap,pass_gap,q
cvol,0.01,36,9,-0.056542260967177814,-0.23606247683368495,2,0,0.17952021586650713,2,Q1 low
cvol,0.01,36,10,0.007687650074968522,-0.250794941486948,4,0,0.2584825915619165,4,Q3
cvol,0.01,36,11,-0.012141067634414878,-0.2614681132381095,4,0,0.2493270456036946,4,Q3
cvol,0.02,18,0,0.02009936516317649,-0.17479073697599656,4,0,0.19489010213917304,4,Q2
cvol,0.02,18,1,-0.046769416900227866,-0.29385813338536865,0,0,0.24708871648514077,0,Q2
cvol,0.02,18,2,0.06686616089594,-0.31345685009786334,0,0,0.38032301099380333,0,Q4 high
cvol,0.02,18,3,-0.057637431582225875,-0.21839210394478328,2,0,0.16075467236255742,2,Q1 low
cvol,0.02,18,4,-0.007414276537843027,-0.15868584102913977,4,0,0.15127156449129675,4,Q1 low
cvol,0.02,18,5,0.05117366646241228,-0.25788093817839136,2,0,0.30905460464080364,2,Q4 high
cvol,0.02,18,6,-0.035050874349903983,-0.2354160069653606,3,0,0.20036513261545663,3,Q2
cvol,0.02,18,7,-0.15563517889233108,-0.23469526755094228,2,0,0.0790600886586112,2,Q1 low
cvol,0.02,18,8,0.045351523313886956,-0.2101340163037809,3,0,0.25548553961766785,3,Q3
cvol,0.02,18,9,0.021420871084326387,-0.37112322683021287,0,0,0.39254409791453926,0,Q4 high
cvol,0.02,18,10,-0.11385031920369004,-0.1123950986600369,0,0,-0.0014552205436531435,0,Q1 low
cvol,0.02,18,11,-0.005903184647630196,-0.1845705252468615,0,0,0.17866734059923128,0,Q1 low
cvol,0.02,36,0,0.0135291512787075,-0.2254141760022097,4,0,0.2389433272809172,4,Q2
cvol,0.02,36,1,-0.01644450612732103,-0.2564785909777371,2,0,0.24003408485041608,2,Q2
cvol,0.02,36,2,-0.030450860630766557,-0.261798919463371,4,0,0.23134805883260448,4,Q2
cvol,0.02,36,3,-0.017732278707106846,-0.2897599203834209,0,0,0.27202764167631405,0,Q3
cvol,0.02,36,4,-0.07037689591592054,-0.31194764096454297,3,0,0.24157074504862242,3,Q2
cvol,0.02,36,5,-0.02585819006886192,-0.3315217152621312,0,0,0.3056635251932693,0,Q4 high
cvol,0.02,36,6,0.04589050015379933,-0.28501632773937857,4,0,0.3309068278931779,4,Q4 high
cvol,0.02,36,7,0.08045119080785967,-0.28568005931466733,4,0,0.366131250122527,4,Q4 high
cvol,0.02,36,8,0.029149355319781023,-0.2561118295321169,4,0,0.28526118485189794,4,Q3
cvol,0.02,36,9,-0.092919667820846,-0.272888261152831,1,0,0.179968593331985,1,Q1 low
cvol,0.02,36,10,-0.03720376120813529,-0.25214003238672544,4,0,0.21493627117859015,4,Q2
cvol,0.02,36,11,-0.051873415213245365,-0.29168104996645705,2,0,0.23980763475321168,2,Q2
cvol,0.05,18,0,-0.02532395166178336,-0.3546184839439286,0,0,0.3292945322821452,0,Q4 high
cvol,0.05,18,1,0.06817271257018646,-0.23185787603731148,4,0,0.30003058860749793,4,Q4 high
cvol,0.05,18,2,-0.05337520266180965,-0.2719733181759261,0,0,0.21859811551411648,0,Q2
cvol,0.05,18,3,-0.13870570190209291,-0.23725002794481276,0,0,0.09854432604271984,0,Q1 low
cvol,0.05,18,4,0.006758115767013406,-0.29489214856207885,1,0,0.30165026432909225,1,Q4 high
cvol,0.05,18,5,-0.14910440371224404,-0.22631558911472857,0,0,0.07721118540248453,0,Q1 low
cvol,0.05,18,6,-0.1662373164735703,-0.20917482013595654,2,0,0.042937503662386245,2,Q1 low
cvol,0.05,18,7,-0.06718074685811141,-0.22794460085422297,2,0,0.16076385399611154,2,Q1 low
cvol,0.05,18,8,-0.11007724625224036,-0.24349707694760322,0,0,0.13341983069536287,0,Q1 low
cvol,0.05,18,9,-0.1156041924563056,-0.22776854342275632,2,0,0.11216435096645072,2,Q1 low
cvol,0.05,18,10,-0.09091016425083127,-0.24170200043313375,3,0,0.15079183618230246,3,Q1 low
cvol,0.05,18,11,-0.11327360733801345,-0.24567591791772772,3,0,0.13240231057971427,3,Q1 low
cvol,0.05,36,0,-0.0728548881060394,-0.380118898281266,0,0,0.3072640101752266,0,Q4 high
cvol,0.05,36,1,0.02639377987146681,-0.270277281830275,4,0,0.2966710617017418,4,Q4 high
cvol,0.05,36,2,0.077928520072781,-0.30425857474703855,0,0,0.38218709481981955,0,Q4 high
cvol,0.05,36,3,-0.015389705551544064,-0.32416711748268057,4,0,0.3087774119311365,4,Q4 high
cvol,0.05,36,4,-0.035748589652110474,-0.29952248151926436,4,0,0.2637738918671539,4,Q3
cvol,0.05,36,5,0.016561031342116766,-0.3055288881699953,4,0,0.3220899195121121,4,Q4 high
cvol,0.05,36,6,0.0035375421325390586,-0.314223540959995,4,0,0.31776108309253404,4,Q4 high
cvol,0.05,36,7,-0.019488822285640306,-0.30123944919590245,3,0,0.28175062691026215,3,Q3
cvol,0.05,36,8,-0.015148737480349839,-0.2621460147396403,4,0,0.24699727725929044,4,Q2
cvol,0.05,36,9,0.0303261350131749,-0.25637866780558755,4,0,0.2867048028187624,4,Q3
cvol,0.05,36,10,-0.05828432643780287,-0.3428059518560353,0,0,0.28452162541823245,0,Q3
cvol,0.05,36,11,-0.05743248299326901,-0.2811402004371287,2,0,0.22370771744385967,2,Q2
cvol,inf,18,0,-0.05661710966297523,-0.2127188188935318,1,0,0.15610170923055658,1,Q1 low
cvol,inf,18,1,-0.08139816886473723,-0.1754488272665682,1,0,0.09405065840183098,1,Q1 low
cvol,inf,18,2,-0.16861705034239435,-0.3095597704721872,0,0,0.14094272012979284,0,Q1 low
cvol,inf,18,3,-0.12218534506848523,-0.23841884800193328,0,0,0.11623350293344804,0,Q1 low
cvol,inf,18,4,-0.08694707032965183,-0.20485424166586377,1,0,0.11790717133621194,1,Q1 low
cvol,inf,18,5,-0.003745314761783617,-0.2264736184227875,2,0,0.22272830366100388,2,Q2
cvol,inf,18,6,-0.07371202042476847,-0.24903870403023828,4,0,0.17532668360546982,4,Q1 low
cvol,inf,18,7,-0.06835845963947086,-0.24647298768851522,1,0,0.17811452804904437,1,Q1 low
cvol,inf,18,8,-0.1303821823930462,-0.3181847241580262,0,0,0.18780254176497999,0,Q1 low
cvol,inf,18,9,-0.0577261374093155,-0.21267126398432187,0,0,0.15494512657500636,0,Q1 low
cvol,inf,18,10,-0.04712560969671178,-0.29892042815340125,0,0,0.2517948184566895,0,Q3
cvol,inf,18,11,-0.027959115678496904,-0.2579201130707137,1,0,0.22996099739221681,1,Q2
cvol,inf,36,0,0.0021266899277667304,-0.3397518792766437,0,0,0.3418785692044104,0,Q4 high
cvol,inf,36,1,-0.010949273797594361,-0.2953896254740946,1,0,0.2844403516765002,1,Q3
cvol,inf,36,2,-0.12980639602220284,-0.2626945991071154,0,0,0.13288820308491256,0,Q1 low
cvol,inf,36,3,-0.02337354140676425,-0.2976107277195897,0,0,0.27423718631282545,0,Q3
cvol,inf,36,4,-0.0714773744964163,-0.2964337300946632,2,0,0.2249563555982469,2,Q2
cvol,inf,36,5,0.0050365109509810475,-0.262549957382683,0,0,0.26758646833366406,0,Q3
cvol,inf,36,6,-0.03569269848986197,-0.2587263091714557,0,0,0.22303361068159375,0,Q2
cvol,inf,36,7,-0.15559392573316663,-0.23128250979369983,1,0,0.07568858406053319,1,Q1 low
cvol,inf,36,8,-0.11740080789072056,-0.26127131107915613,0,0,0.14387050318843558,0,Q1 low
cvol,inf,36,9,-0.08488811781206944,-0.2964781859052564,0,0,0.21159006809318692,0,Q2
cvol,inf,36,10,-0.028772963222160535,-0.26127131107915624,0,0,0.23249834785699572,0,Q2
cvol,inf,36,11,-0.034538940266901776,-0.2601518603546711,2,0,0.22561292008776931,2,Q2
cvol,inf,72,0,-0.06988531180756775,-0.32722148396641765,0,0,0.2573361721588499,0,Q3
cvol,inf,72,1,-0.028009517967997517,-0.31011800801341466,1,0,0.28210849004541716,1,Q3
cvol,inf,72,2,-0.031165544954806612,-0.3016056159238014,0,0,0.2704400709689948,0,Q3
cvol,inf,72,3,-0.02897480354769577,-0.29327580688922433,1,0,0.26430100334152856,1,Q3
cvol,inf,72,4,0.0012190417893508387,-0.2924913010546144,0,0,0.29371034284396524,0,Q4 high
cvol,inf,72,5,-0.08440296578991924,-0.314022870382555,0,0,0.22961990459263576,0,Q2
cvol,inf,72,6,-0.05770107105680955,-0.30946572937885336,0,0,0.2517646583220438,0,Q3
cvol,inf,72,7,-0.02309540256810298,-0.3070849094960916,1,0,0.2839895069279886,1,Q3
cvol,inf,72,8,-0.03926694637884213,-0.3325325799786298,1,0,0.29326563359978763,1,Q4 high
cvol,inf,72,9,-0.023629370703221114,-0.31293691077904734,0,0,0.2893075400758262,0,Q3
cvol,inf,72,10,-0.06568817736980319,-0.30475763337658957,1,0,0.23906945600678636,1,Q2
cvol,inf,72,11,-0.027535799001075594,-0.30808304210298115,0,0,0.28054724310190554,0,Q3
breadth,0.01,18,0,0.027571926162492433,-0.3185286445372165,1,0,0.34610057069970895,1,Q4 high
breadth,0.01,18,1,-0.1688328678411519,-0.3792670223375627,0,0,0.2104341544964108,0,Q2
breadth,0.01,18,2,-0.03552925504115543,-0.29373152897134147,1,0,0.258202273930186,1,Q3
breadth,0.01,18,3,-0.02660031618434309,-0.3600196733742768,0,0,0.3334193571899337,0,Q4 high
breadth,0.01,18,4,-0.1283330786462006,-0.4637190095639046,0,0,0.33538593091770397,0,Q4 high
breadth,0.01,18,5,0.12355908091416941,-0.30058148954852465,0,0,0.42414057046269404,0,Q4 high
breadth,0.01,18,6,-0.11685382678507354,-0.34993155905534873,0,0,0.23307773227027517,0,Q2
breadth,0.01,18,7,-0.10811638673640013,-0.34134826733914686,0,2,0.23323188060274674,-2,Q2
breadth,0.01,18,8,-0.12206115738476275,-0.33885232503626833,0,2,0.21679116765150558,-2,Q2
breadth,0.01,18,9,-0.005359769032387958,-0.2658142162886039,5,0,0.26045444725621597,5,Q3
breadth,0.01,18,10,0.15984757954575501,-0.36117661020942093,3,0,0.521024189755176,3,Q4 high
breadth,0.01,18,11,-0.11299313349716596,-0.36649867365298894,0,0,0.253505540155823,0,Q3
breadth,0.01,36,0,-0.029191760233972314,-0.30414953135637907,0,0,0.27495777112240677,0,Q3
breadth,0.01,36,1,0.026482460104739536,-0.24650032536062402,1,0,0.2729827854653636,1,Q3
breadth,0.01,36,2,0.013375403037218828,-0.2601969081633759,0,0,0.2735723112005947,0,Q3
breadth,0.01,36,3,0.008492494591790264,-0.22160091446338562,0,0,0.2300934090551759,0,Q2
breadth,0.01,36,4,0.029375081761989847,-0.26763799611344535,1,0,0.2970130778754352,1,Q4 high
breadth,0.01,36,5,-0.03573677051378107,-0.22682828625827856,0,0,0.19109151574449748,0,Q2
breadth,0.01,36,6,0.011953823115278409,-0.2568853440797905,0,0,0.26883916719506895,0,Q3
breadth,0.01,36,7,-0.007388346444366682,-0.2290666694592092,0,0,0.22167832301484253,0,Q2
breadth,0.01,36,8,0.06991459271015622,-0.2361629061454363,0,0,0.30607749885559254,0,Q4 high
breadth,0.01,36,9,0.032181791810698135,-0.2579828211899606,0,0,0.2901646130006587,0,Q3
breadth,0.01,36,10,0.04650301145471203,-0.26731529571575124,0,0,0.3138183071704633,0,Q4 high
breadth,0.01,36,11,0.10513798325930084,-0.2586741614266957,0,0,0.36381214468599654,0,Q4 high
breadth,0.02,18,0,-0.06573860099389918,-0.40541483992459054,0,2,0.3396762389306914,-2,Q4 high
breadth,0.02,18,1,-0.07237687015849592,-0.39259372680211796,0,2,0.32021685664362204,-2,Q4 high
breadth,0.02,18,2,-0.2098690668974442,-0.4240677231582009,0,0,0.2141986562607567,0,Q2
breadth,0.02,18,3,-0.05321494983792983,-0.40652398836786885,0,1,0.353309038529939,-1,Q4 high
breadth,0.02,18,4,-0.10276935007573647,-0.3883701062462523,0,2,0.28560075617051583,-2,Q3
breadth,0.02,18,5,0.04055731250611416,-0.28723832287263984,2,0,0.327795635378754,2,Q4 high
breadth,0.02,18,6,-0.16170384338756139,-0.2472545002298171,0,0,0.08555065684225571,0,Q1 low
breadth,0.02,18,7,-0.2718581570339414,-0.35503648021287365,0,0,0.08317832317893226,0,Q1 low
breadth,0.02,18,8,-0.07799592503666279,-0.3253291187526936,1,0,0.2473331937160308,1,Q3
breadth,0.02,18,9,0.0040089237223497705,-0.32080443650242557,1,2,0.32481336022477536,-1,Q4 high
breadth,0.02,18,10,0.02819665913856582,-0.41462194051460305,0,0,0.4428185996531689,0,Q4 high
breadth,0.02,18,11,-0.04407110554822239,-0.34746903334443263,0,0,0.3033979277962102,0,Q4 high
breadth,0.02,36,0,-0.003997530333186283,-0.2567197069617863,0,0,0.2527221766286,0,Q3
breadth,0.02,36,1,0.021635397385328974,-0.31016812778228975,0,0,0.33180352516761874,0,Q4 high
breadth,0.02,36,2,-0.01484138520672649,-0.2330801122161882,0,0,0.21823872700946173,0,Q2
breadth,0.02,36,3,-0.06448708347155636,-0.22515932494417354,0,0,0.16067224147261716,0,Q1 low
breadth,0.02,36,4,0.05781287160505916,-0.22795569376959077,0,0,0.2857685653746499,0,Q3
breadth,0.02,36,5,-0.07881235352742487,-0.27869945406901014,0,0,0.19988710054158526,0,Q2
breadth,0.02,36,6,0.015771905229275518,-0.24604177073745084,0,1,0.26181367596672633,-1,Q3
breadth,0.02,36,7,0.04430323364072897,-0.1679336654783076,1,0,0.21223689911903657,1,Q2
breadth,0.02,36,8,0.013285066790340935,-0.2522306459905893,0,0,0.2655157127809302,0,Q3
breadth,0.02,36,9,0.023937515635417905,-0.23290577618385636,1,0,0.25684329181927423,1,Q3
breadth,0.02,36,10,-0.0046999133567431906,-0.18684819804506683,1,0,0.18214828468832364,1,Q1 low
breadth,0.02,36,11,0.033449697050146686,-0.27661336939192854,0,0,0.3100630664420752,0,Q4 high
breadth,0.05,18,0,0.002594164864285801,-0.3755541735882523,1,2,0.37814833845253815,-1,Q4 high
breadth,0.05,18,1,0.00043899256913176865,-0.3599379906676412,2,0,0.360376983236773,2,Q4 high
breadth,0.05,18,2,-0.13223893473986778,-0.4134211226040419,0,0,0.28118218786417415,0,Q3
breadth,0.05,18,3,-0.04869201476688445,-0.3564579790752694,0,0,0.30776596430838493,0,Q4 high
breadth,0.05,18,4,-0.07897739030551258,-0.2992167657373076,0,0,0.220239375431795,0,Q2
breadth,0.05,18,5,-0.05075235869977009,-0.27307214357396736,1,0,0.22231978487419726,1,Q2
breadth,0.05,18,6,-0.027165219751761893,-0.31773706074611835,0,1,0.29057184099435646,-1,Q4 high
breadth,0.05,18,7,-0.15514166963241563,-0.32838552380027863,0,0,0.173243854167863,0,Q1 low
breadth,0.05,18,8,-0.006391990189176115,-0.41021961088607517,0,0,0.40382762069689904,0,Q4 high
breadth,0.05,18,9,-0.04086584488795394,-0.46708598577249333,0,1,0.4262201408845394,-1,Q4 high
breadth,0.05,18,10,-0.0656053285988647,-0.28498512400381265,0,0,0.21937979540494795,0,Q2
breadth,0.05,18,11,-0.13447782009570092,-0.2707355037808373,0,0,0.1362576836851364,0,Q1 low
breadth,0.05,36,0,0.02846316523461408,-0.27503339099335383,0,0,0.3034965562279679,0,Q4 high
breadth,0.05,36,1,-0.0593068185544068,-0.25663836318005756,0,0,0.19733154462565075,0,Q2
breadth,0.05,36,2,0.11280042298575688,-0.21390703433725292,0,0,0.32670745732300976,0,Q4 high
breadth,0.05,36,3,-0.12969215277240695,-0.2584300661142632,0,0,0.12873791334185627,0,Q1 low
breadth,0.05,36,4,0.006964186797076777,-0.3157144198431048,0,0,0.32267860664018155,0,Q4 high
breadth,0.05,36,5,-0.02310400828407666,-0.3006999506031294,0,0,0.2775959423190527,0,Q3
breadth,0.05,36,6,0.027242570125854588,-0.25818833107061906,0,0,0.28543090119647363,0,Q3
breadth,0.05,36,7,-0.021599385579329777,-0.233390337708921,0,0,0.21179095212959123,0,Q2
breadth,0.05,36,8,-0.02628619796444946,-0.2200790989823318,0,0,0.19379290101788235,0,Q2
breadth,0.05,36,9,0.02318440116162764,-0.2464795539443775,0,0,0.26966395510600516,0,Q3
breadth,0.05,36,10,0.014761971489020512,-0.2649604528436317,2,0,0.2797224243326522,2,Q3
breadth,0.05,36,11,-0.04597096744303233,-0.2533200639297903,1,0,0.20734909648675795,1,Q2
breadth,inf,18,0,-0.026552585130806494,-0.28626917281940467,1,0,0.2597165876885982,1,Q3
breadth,inf,18,1,-0.06927887048338577,-0.3540003018629921,2,0,0.2847214313796063,2,Q3
breadth,inf,18,2,-0.006357171787801559,-0.2707355037808373,0,0,0.2643783319930358,0,Q3
breadth,inf,18,3,-0.11023391096897839,-0.2370779584539107,1,0,0.1268440474849323,1,Q1 low
breadth,inf,18,4,-0.21577892624440365,-0.32393770338474726,0,0,0.10815877714034361,0,Q1 low
breadth,inf,18,5,-0.2506093529313845,-0.3971816038978653,0,1,0.1465722509664808,-1,Q1 low
breadth,inf,18,6,-0.2880142568430613,-0.2707355037808374,0,0,-0.017278753062223928,0,Q1 low
breadth,inf,18,7,0.016035571749814886,-0.3484535737192454,0,0,0.3644891454690603,0,Q4 high
breadth,inf,18,8,-0.2101954061245709,-0.3063819879891894,0,0,0.09618658186461851,0,Q1 low
breadth,inf,18,9,0.10234010207843126,-0.23644090157991493,0,0,0.3387810036583462,0,Q4 high
breadth,inf,18,10,-0.010727054232822275,-0.2636459566675845,1,0,0.2529189024347622,1,Q3
breadth,inf,18,11,-0.13284899922912038,-0.35263921450010427,0,0,0.21979021527098389,0,Q2
breadth,inf,36,0,-0.11999599264358803,-0.2762410583197889,0,0,0.1562450656762009,0,Q1 low
breadth,inf,36,1,0.031924845109252885,-0.28993682547007776,1,0,0.3218616705793306,1,Q4 high
breadth,inf,36,2,-0.00992570429739048,-0.32720746632369657,1,0,0.3172817620263061,1,Q4 high
breadth,inf,36,3,-0.14874354621454564,-0.3063522347647958,0,0,0.15760868855025015,0,Q1 low
breadth,inf,36,4,-0.044607881413318284,-0.3184514496122775,0,0,0.2738435681989592,0,Q3
breadth,inf,36,5,-0.09768081632160604,-0.2786022605198832,0,0,0.18092144419827716,0,Q1 low
breadth,inf,36,6,0.00565389339901871,-0.3230589366396898,0,0,0.32871283003870855,0,Q4 high
breadth,inf,36,7,-0.04023586322893097,-0.2980264439439748,1,0,0.25779058071504385,1,Q3
breadth,inf,36,8,-0.025923707007822133,-0.3043591923197577,0,0,0.27843548531193557,0,Q3
breadth,inf,36,9,-0.10652275167672566,-0.27936513033710747,1,0,0.17284237866038182,1,Q1 low
breadth,inf,36,10,-0.1072980397655708,-0.30380229692610183,0,0,0.19650425716053105,0,Q2
breadth,inf,36,11,-0.12715132264043674,-0.277721474865382,2,0,0.15057015222494527,2,Q1 low
breadth,inf,72,0,-0.03571144260547077,-0.2577553075021342,2,0,0.22204386489666345,2,Q2
breadth,inf,72,1,-0.03146428353347656,-0.2668479229058957,0,0,0.23538363937241916,0,Q2
breadth,inf,72,2,-0.02386632919712602,-0.259022795333008,0,0,0.23515646613588195,0,Q2
breadth,inf,72,3,-0.0364880183435873,-0.27129730079337466,1,0,0.23480928244978735,1,Q2
breadth,inf,72,4,-0.07890155580057345,-0.24976490613319324,1,0,0.1708633503326198,1,Q1 low
breadth,inf,72,5,-0.0892886502346092,-0.2710705441502516,1,0,0.18178189391564242,1,Q1 low
breadth,inf,72,6,-0.05551216363961494,-0.2692488227679825,0,0,0.21373665912836756,0,Q2
breadth,inf,72,7,-0.03655537987076455,-0.2508451056695439,1,0,0.21428972579877933,1,Q2
breadth,inf,72,8,0.011553901273532508,-0.2722173005538869,1,0,0.2837712018274194,1,Q3
breadth,inf,72,9,-0.10097365255632673,-0.3212528569375593,0,0,0.22027920438123255,0,Q2
breadth,inf,72,10,0.0023575725980596505,-0.25919485474399595,1,0,0.2615524273420556,1,Q3
breadth,inf,72,11,-0.053555747301489674,-0.26487055140624455,1,0,0.21131480410475487,1,Q2
