gate,value,target,pass_
G8 exactly two tuned parameters,"breadth floor m, gross",2,True
G7 dropped-ticker rule bit (SMALL),54 names dropped (max_1d_move >= 1.0),>= 1,True
G0 >= 10y (U56),"17.7y, 56 investable, 4710 rows, scored 2009-01-13..2026-09-22",>= 10y,True
G0 >= 10y (B136),"17.7y, 136 investable, 4708 rows, scored 2009-01-13..2026-09-18",>= 10y,True
G0 >= 10y (SMALL),"15.7y, 665 investable, 4203 rows, scored 2011-01-13..2026-09-18",>= 10y,True
G1 per-column replica == engine.backtest,max|d| 0.000e+00,< 1e-12,True
"G2 m=1 == idea 2300's RG100 + phi=1 (U56, independent construction)",max|dw| 4.441e-16,< 1e-12,True
G3 m=INF == the live de-grossed book + sweep (U56),max|dw| 7.772e-16,< 1e-12,True
G4 no leverage (all 90 books),max row sum 1.000000000,<= 1+1e-12,True
G6 sweep instrument priced on every held row,SHY non-null on all panels: True,True,True
G5 binding-day share non-decreasing along the floor ladder,"6 of 6 (panel, gross) cells",6 of 6,True
"G5b binding-day share, m=1 -> m=20",B136/g0.75 0.0000->0.0193 (m=20)  B136/g1.00 0.0000->0.0193 (m=20)  SMALL/g0.75 0.0000->0.0013 (m=20)  SMALL/g1.00 0.0000->0.0013 (m=20)  U56/g0.75 0.0000->0.1009 (m=20)  U56/g1.00 0.0000->0.1009 (m=20),"published, not asserted",True
"G9 reproduces idea 2300's committed U56 headline (12.55%/1.1896/-17.39%, OOS 13.77%/1.2332)","read 12.59% / 1.1934 / -17.39%, OOS 13.85% / 1.2397 -> max|d| 8.25e-04",< 2e-3,True
"G10 reproduces idea 2322's committed U56 cap-2.0% headline (11.58%/1.2643/-14.81%, 1.3042/1.2363, OOS 12.70%/1.3243)","read 11.62% / 1.2687 / -14.81%, 1.3028/1.2457, OOS 12.77% / 1.3318 -> max|d| 9.44e-04",< 2e-3,True
