key,membership,arm,rho_point,boot_mean,p05,p95,p_positive,gap_point,p_gap_positive,p_signs_differ
capQ,STATIC,MA-RS,-0.32645657469635836,-0.20594701075835406,-0.6104124285758061,0.24463835450608717,0.227,,,
capQ,STATIC,MA-DG,-0.33496996633434606,-0.2405394241997376,-0.7377426405121588,0.30445719324545795,0.245,,,
advQ,STATIC,MA-RS,0.09878630424489018,0.07870470708545951,-0.2401424089124566,0.37531832047309055,0.667,,,
advQ,STATIC,MA-DG,0.13285840726099446,0.09430966138341756,-0.3348848569631222,0.4507766585918635,0.674,,,
advQ,DYNAMIC,MA-RS,0.3351251038195572,0.2737686871498314,-0.13605689731779227,0.5408861527512795,0.892,,,
advQ,DYNAMIC,MA-DG,0.11261630849856785,0.08680174980594625,-0.4238712625860634,0.5315388298859927,0.626,,,
VOLSH,STATIC,MA-RS,0.6304685873155554,0.40843659927434933,-0.12550617238692235,0.7414203830564394,0.907,,,
VOLSH,STATIC,MA-DG,0.3805982392891412,0.23297135542576208,-0.32376497856770403,0.6765140846623295,0.787,,,
VOLSH,DYNAMIC,MA-RS,0.4669727055646243,0.40083147872880115,0.11047893243517948,0.6118082716138366,0.979,,,
VOLSH,DYNAMIC,MA-DG,0.26219121612543456,0.19649990121857444,-0.25417169648355376,0.540396091259713,0.801,,,
DVOLT,STATIC,MA-RS,0.05817251275129304,0.05564563032258563,-0.40347936555970343,0.5184448953663898,0.562,,,
DVOLT,STATIC,MA-DG,-0.1129207145280765,-0.09892285167922417,-0.5838830321685075,0.3930494020748489,0.368,,,
DVOLT,DYNAMIC,MA-RS,0.1838676811465049,0.11868925501931614,-0.3053876953432036,0.468738342045151,0.7,,,
DVOLT,DYNAMIC,MA-DG,-0.2644064540096741,-0.21523645508398034,-0.6691961726771627,0.22565698251562383,0.237,,,
advQ,STATIC,MA-RS,,0.28465171784381355,-0.022828980821518192,0.5909394128473295,,0.42524287894124857,0.935,0.456
advQ,DYNAMIC,MA-RS,,0.47971569790818547,0.08989479711470304,0.7876723465043397,,0.6615816785159155,0.977,0.667
VOLSH,STATIC,MA-RS,,0.6143836100327034,0.16671841350225836,1.0069861115487848,,0.9569251620119138,0.993,0.684
VOLSH,DYNAMIC,MA-RS,,0.6067784894871552,0.20890037286122515,0.9520074144478893,,0.7934292802609826,0.994,0.754
DVOLT,STATIC,MA-RS,,0.26159264108093966,0.022094476354740985,0.5531920559875336,,0.3846290874476514,0.963,0.343
DVOLT,DYNAMIC,MA-RS,,0.32463626577767024,0.051562733531545155,0.6302075700317513,,0.5103242558428632,0.975,0.479
advQ,STATIC,MA-DG,,0.33484908558315524,-0.1180773139897373,0.7645391678747211,,0.4678283735953405,0.891,0.477
advQ,DYNAMIC,MA-DG,,0.3273411740056839,-0.1041123115857228,0.7279069623530606,,0.4475862748329139,0.9,0.419
VOLSH,STATIC,MA-DG,,0.4735107796254997,-0.011128623642369346,0.9171455866480209,,0.7155682056234873,0.947,0.56
VOLSH,DYNAMIC,MA-DG,,0.43703932541831203,0.0013530444662003256,0.8762280036434845,,0.5971611824597807,0.95,0.568
DVOLT,STATIC,MA-DG,,0.14161657252051343,-0.17932583566642135,0.4147760568372418,,0.22204925180626955,0.794,0.193
DVOLT,DYNAMIC,MA-DG,,0.02530296911575728,-0.28237940274990087,0.30595967857806633,,0.07056351232467195,0.581,0.14
