panel,constr,cost,selector,gate,pick_m,pick_tilt,pick_n,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56,lit,10.0,S_MSTAR,1.01,0.1,NONE,4,1.101408894441284,0.20554390320503924,1.0221819370009306,-0.23812385035473038
u56,lit,10.0,S_IS,1.01,0.1,NONE,4,1.101408894441284,0.20554390320503924,1.0221819370009306,-0.23812385035473038
u56,lit,10.0,S_NONE,1.01,0.53,NONE,20,0.9928968404730495,0.14360571273280298,1.167991233806965,-0.18308348697878107
u56,lit,10.0,S_LIVE,1.01,,"INV(n=5,w=.15)",5,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,lit,25.0,S_MSTAR,0.05,0.1,NONE,4,0.9443580268761544,0.17169543780195062,0.8816357167974807,-0.24577359926854547
u56,lit,25.0,S_IS,0.05,0.1,NONE,4,0.9443580268761544,0.17169543780195062,0.8816357167974807,-0.24577359926854547
u56,lit,25.0,S_NONE,0.05,0.53,NONE,20,0.8577174907477432,0.12730703643605445,1.0495601201126592,-0.18440712200737241
u56,lit,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.20560330044696404,0.037834702288707334,0.39920030769495,-0.14177187688535975
u56,norm,10.0,S_MSTAR,1.01,0.1,NONE,4,1.0681359539022224,0.20021133575319228,0.981820595790861,-0.24299236677072433
u56,norm,10.0,S_IS,1.01,0.1,NONE,4,1.0681359539022224,0.20021133575319228,0.981820595790861,-0.24299236677072433
u56,norm,10.0,S_NONE,1.01,0.53,NONE,20,0.9759401521429143,0.14453585654383216,1.1306969416161394,-0.1830834869787813
u56,norm,10.0,S_LIVE,1.01,,"INV(n=5,w=.15)",5,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,norm,25.0,S_MSTAR,0.05,0.1,NONE,4,0.904597233315096,0.1641083938958141,0.8346146335465046,-0.2508033960405447
u56,norm,25.0,S_IS,0.05,0.1,NONE,4,0.904597233315096,0.1641083938958141,0.8346146335465046,-0.2508033960405447
u56,norm,25.0,S_NONE,0.05,0.53,NONE,20,0.8300711586462184,0.12559120208679553,0.9985108040321351,-0.18440712200737253
u56,norm,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.20560330044696404,0.037834702288707334,0.39920030769495,-0.14177187688535975
broad,lit,10.0,S_MSTAR,1.01,0.05,POS,5,1.1162986561809611,0.22349276000469476,1.0085969211486898,-0.297079527559294
broad,lit,10.0,S_IS,1.01,0.05,POS,5,1.1162986561809611,0.22349276000469476,1.0085969211486898,-0.297079527559294
broad,lit,10.0,S_NONE,1.01,0.53,NONE,48,1.0136298961517187,0.12001872702114702,1.0375139647770037,-0.18897917652002305
broad,lit,10.0,S_LIVE,1.01,,"INV(n=5,w=.15)",5,0.714743531177852,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,lit,25.0,S_MSTAR,0.05,1.0,NONE,91,0.9556388784610377,0.09155929244823802,1.0069632878474444,-0.15782486782439442
broad,lit,25.0,S_IS,0.05,1.0,POS,91,0.964723562839526,0.09319829097118748,1.012570582178872,-0.1585918876387128
broad,lit,25.0,S_NONE,0.05,0.53,NONE,48,0.8873375735722456,0.10451606736293662,0.9169274675882919,-0.19011958248824057
broad,lit,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.3054456315728414,0.011143568780353386,0.15539928865606328,-0.26721084947028584
broad,norm,10.0,S_MSTAR,1.01,0.05,POS,5,1.1162986561809614,0.22305442070255066,1.006979113954756,-0.2970795275592937
broad,norm,10.0,S_IS,1.01,0.05,POS,5,1.1162986561809614,0.22305442070255066,1.006979113954756,-0.2970795275592937
broad,norm,10.0,S_NONE,1.01,0.53,NONE,48,1.004652384371037,0.12185693251815599,1.0185890912059892,-0.1884900375539359
broad,norm,10.0,S_LIVE,1.01,,"INV(n=5,w=.15)",5,0.714743531177852,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,norm,25.0,S_MSTAR,0.05,0.05,POS,5,0.9486680393824493,0.17511215073893904,0.8290903246565654,-0.3225936163911399
broad,norm,25.0,S_IS,0.05,0.05,POS,5,0.9486680393824493,0.17511215073893904,0.8290903246565654,-0.3225936163911399
broad,norm,25.0,S_NONE,0.05,0.53,NONE,48,0.8679378602672391,0.10425984728798654,0.886291200066936,-0.19312595174507308
broad,norm,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.3054456315728414,0.011143568780353386,0.15539928865606328,-0.26721084947028584
small,lit,10.0,S_MSTAR,0.05,0.05,INV,7,0.6909307817818883,0.05020140272010232,0.41758460022831406,-0.349807404307822
small,lit,10.0,S_IS,0.05,0.15,INV,21,0.8002379136367066,0.03949233521378526,0.3618723972027554,-0.277881667043132
small,lit,10.0,S_NONE,0.05,0.53,NONE,75,0.38214721031593174,0.0517230265370463,0.43855959982363313,-0.25687976307302407
small,lit,10.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.6404312153221082,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,lit,25.0,S_MSTAR,0.05,1.0,NONE,141,0.34742037647599516,0.009051842784341346,0.13569129631577226,-0.2791786011236098
small,lit,25.0,S_IS,0.05,0.15,INV,21,0.5147862757485119,0.0014727553223730094,0.0767839440998356,-0.33632126335600354
small,lit,25.0,S_NONE,0.05,0.53,NONE,75,0.23598809649451857,0.029133393792563522,0.2790495626945396,-0.2863223147002606
small,lit,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.28909896964053694,0.026724735037732872,0.250067051410945,-0.43035606447187935
small,norm,10.0,S_MSTAR,0.05,0.05,INV,7,0.6909307817818883,0.05175912800613647,0.42803295520478823,-0.349807404307822
small,norm,10.0,S_IS,0.05,0.15,INV,21,0.8047104638509732,0.03680299776981677,0.33371363470480786,-0.34467841753871997
small,norm,10.0,S_NONE,0.05,0.53,NONE,75,0.39600456788141714,0.05650768001777817,0.4453994318325334,-0.3618980547088304
small,norm,10.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.6404312153221082,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,norm,25.0,S_MSTAR,0.05,0.05,INV,7,0.34559479502400575,0.004245499722682178,0.1008940417611358,-0.3930364734250559
small,norm,25.0,S_IS,0.05,0.15,INV,21,0.5189309147022778,-0.0017131015300013708,0.05598130419564256,-0.38154292048793303
small,norm,25.0,S_NONE,0.05,0.53,NONE,75,0.24314550249662015,0.03142665237986497,0.2831111026985149,-0.38395565840707835
small,norm,25.0,S_LIVE,0.05,,"INV(n=5,w=.15)",5,0.28909896964053694,0.026724735037732872,0.250067051410945,-0.43035606447187935
